CAMPUS,CAMPNAME,DISTRICT,DISTNAME,REGION,REGNNAME,COUNTY,CNTYNAME,GRDTYPE,GRDSPAN,PAIRCAMP,PAIRNAME,CFLALTED,CFLCHART
"'057905273","PLEASANT GROVE EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905274","MARY MCLEOD BETHUNE EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905275","LOUISE WOLFF KAHN EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 06"," "," ","N","N"
"'057905276","GILBERT CUELLAR SR EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057905277","THOMAS TOLBERT EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905278","LEONIDES GONZALEZ CIGARROA MD EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 06"," "," ","N","N"
"'057905279","JERRY R JUNKINS EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905280","ANNE FRANK EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057905281","CESAR CHAVEZ LEARNING CENTER","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905283","ESPERANZA MEDRANO EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057905284","PERSONALIZED LEARNING ACADEMY AT HIGHLAND MEADOWS","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905285","N W HARLLEE EARLY CHILDHOOD CENTER","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 02","'057905000","DALLAS ISD","N","N"
"'057905286","LEE A MCSHAN JR EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905287","CELESTINO MAURICIO SOTO JR EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905289","FELIX G BOTELLO PERSONALIZED LEARNING EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905300","ARLINGTON PARK EARLY CHILDHOOD CENTER","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - PK","'057905000","DALLAS ISD","N","N"
"'057905301","WILMER-HUTCHINS EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905302","CALLIER CENTER PRE-SCHOOL DEAF (0-5)","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - EE"," "," ","N","N"
"'057905303","THELMA ELIZABETH PAGE RICHARDSON EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905304","GEORGE HERBERT WALKER BUSH EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057905305","EBBY HALLIDAY EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905306","SOLAR PREPARATORY SCHOOL FOR GIRLS AT BONHAM","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 08"," "," ","N","N"
"'057905307","H S THOMPSON LEARNING CENTER","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 05"," "," ","N","N"
"'057905312","EDDIE BERNICE JOHNSON STEM ACADEMY","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905318","WEST DALLAS STEM SCHOOL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 02","'057905000","DALLAS ISD","N","N"
"'057905322","PRESTONWOOD MONTESSORI AT E D WALKER","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 04"," "," ","N","N"
"'057905340","DALLAS HYBRID PREPARATORY AT STEPHEN J HAY","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'03 - 08"," "," ","N","N"
"'057905352","YOUNG WOMEN'S STEAM ACADEMY AT BALCH SPRINGS MIDDL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057905353","ANN RICHARDS STEAM ACADEMY","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057905354","KENNEDY-CURRY MIDDLE","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057905359","ROSEMONT UPPER","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'03 - 08"," "," ","N","N"
"'057905360","D A HULCY STEAM MIDDLE","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057905361","DOWNTOWN MONTESSORI AT IDA B WELLS ACADEMY","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057905362","IGNITE MIDDLE","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057905363","SCHOOL FOR THE TALENTED & GIFTED IN PLEASANT GROVE","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'04 - 08"," "," ","N","N"
"'057905371","BIOMEDICAL PREPARATORY AT UT SOUTHWESTERN","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 02","'057905000","DALLAS ISD","N","N"
"'057905372","WEST DALLAS J H","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'07 - 08"," "," ","N","N"
"'057905380","WILMER-HUTCHINS H S","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057905381","BARACK OBAMA MALE LEADERSHIP ACAD AT A MACEO SMITH","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","B","'06 - 12"," "," ","N","N"
"'057905382","INNOVATION DESIGN ENTREPRENEURSHIP ACADEMY","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057905383","CITYLAB H S","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057905384","SUDIE L WILLIAMS TALENTED AND GIFTED ACADEMY","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'04 - 08"," "," ","N","N"
"'057905385","MONTESSORI ACADEMY AT ONESIMO HERNANDEZ EL","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 07"," "," ","N","N"
"'057905386","SOLAR PREP FOR BOYS AT JOHN F KENNEDY","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 07"," "," ","N","N"
"'057905387","NORTH LAKE EARLY COLLEGE H S","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057905388","DR FREDERICK HAYNES III GLOBAL PREP AT PAUL QUINN","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 09"," "," ","N","N"
"'057905554","ILEARN VIRTUAL ACADEMY AT DALLAS ISD","'057905","DALLAS ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'03 - 08"," "," ","N","N"
"'057906001","DESOTO H S","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057906008","DESOTO ALTERNATIVE EDUCATION CENTER (DAEP)","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","B","'06 - 12"," "," ","N","N"
"'057906041","RUBY YOUNG PERSONALIZED STEAM ACADEMY","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 08"," "," ","N","N"
"'057906042","DESOTO WEST MIDDLE","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057906043","CURTISTENE S MCCOWAN MIDDLE","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057906106","THE MEADOWS EL","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'02 - 05"," "," ","N","N"
"'057906107","COCKRELL HILL EL","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 02","'057906108","FRANK D MOATES EL","N","N"
"'057906108","FRANK D MOATES EL","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'03 - 05"," "," ","N","N"
"'057906109","WOODRIDGE EL","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 03"," "," ","N","N"
"'057906112","KATHERINE JOHNSON TECHNOLOGY MAGNET ACADEMY","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 08"," "," ","N","N"
"'057906113","AMBER TERRACE EARLY CHILDHOOD LEARNING CENTER","'057906","DESOTO ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - PK","'057906112","KATHERINE JOHNSON TECHNOLOGY MAGNET ACADEMY","N","N"
"'057907001","DUNCANVILLE H S","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057907004","MARY E SMITHEY PACE H S","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","Y","N"
"'057907007","P A S S LEARNING CTR","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057907041","J HERMAN REED MIDDLE","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'07 - 08"," "," ","N","N"
"'057907042","WILLIAM H BYRD MIDDLE","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'07 - 08"," "," ","N","N"
"'057907043","G W KENNEMER MIDDLE","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057907101","CENTRAL EL","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 04"," "," ","N","N"
"'057907102","FAIRMEADOWS EL","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 04"," "," ","N","N"
"'057907103","MERRIFIELD EL","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 04"," "," ","N","N"
"'057907104","WILLIAM LEE HASTINGS EL","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 04"," "," ","N","N"
"'057907105","S GUS ALEXANDER JR EL","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 04"," "," ","N","N"
"'057907106","CLINT Q SMITH EL","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 04"," "," ","N","N"
"'057907107","CHARLES ACTON LEADERSHP ACADEMY","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 04"," "," ","N","N"
"'057907108","H BOB DANIEL SR INT","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'05 - 06"," "," ","N","N"
"'057907109","GLENN C HARDIN INT","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'05 - 06"," "," ","N","N"
"'057907110","GRACE R BRANDENBURG INT","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'05 - 06"," "," ","N","N"
"'057907111","CJ & ANNE HYMAN EL","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 04"," "," ","N","N"
"'057907112","JAMES R BILHARTZ JR EL","'057907","DUNCANVILLE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 04"," "," ","N","N"
"'057909002","GARLAND H S","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057909003","S GARLAND H S","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057909004","N GARLAND H S","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057909005","LAKEVIEW CENTENNIAL H S","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057909007","P A S S LEARNING CTR","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'08 - 12"," "," ","N","N"
"'057909008","NAAMAN FOREST H S","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057909009","ROWLETT H S","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057909010","SACHSE H S","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","S","'09 - 12"," "," ","N","N"
"'057909041","AUSTIN ACAD FOR EXCELL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057909042","BUSSEY MIDDLE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057909043","SAM HOUSTON MIDDLE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057909045","JACKSON TECHNOLOGY CENTER","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057909046","O'BANION MIDDLE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057909047","CLASSICAL CENTER AT BRANDENBURG MIDDLE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057909048","SELLERS MIDDLE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057909049","WEBB MIDDLE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057909050","COYLE MIDDLE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'08 - 08"," "," ","N","N"
"'057909051","LYLES MIDDLE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'08 - 08"," "," ","N","N"
"'057909052","B G HUDSON MIDDLE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057909053","GARLAND AEC","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","B","'05 - 12"," "," ","N","N"
"'057909054","VERNON SCHRADE MIDDLE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 08"," "," ","N","N"
"'057909056","COYLE MIDDLE TECHNOLOGY CENTER FOR MATH AND SCIENCE","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 07"," "," ","N","N"
"'057909057","LYLES MIDDLE COLLEGIATE INT","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","M","'06 - 07"," "," ","N","N"
"'057909101","BEAVER TECHNOLOGY CENTER","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 05"," "," ","N","N"
"'057909102","BULLOCK EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909103","CALDWELL EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909105","CENTERVILLE EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909107","COOPER EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909108","DAUGHERTY EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 05"," "," ","N","N"
"'057909109","FREEMAN EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909110","HANDLEY EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'03 - 05"," "," ","N","N"
"'057909111","KIMBERLIN ACAD FOR EXCEL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 05"," "," ","N","N"
"'057909112","PARK CREST EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909113","SOUTHGATE EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'03 - 05"," "," ","N","N"
"'057909115","WATSON TECHNOLOGY CENTER","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 05"," "," ","N","N"
"'057909116","WEAVER EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909117","WILLIAMS EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 05"," "," ","N","N"
"'057909119","BRADFIELD EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909120","SHOREHAVEN EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909121","MONTCLAIR EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909122","WALNUT GLEN ACAD FOR EXCEL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 05"," "," ","N","N"
"'057909123","GOLDEN MEADOWS EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909124","HEATHER GLEN EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909125","HILLSIDE ACAD FOR EXCEL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 05"," "," ","N","N"
"'057909126","DAVIS EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909127","ROACH EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909128","ETHRIDGE EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 05"," "," ","N","N"
"'057909129","CLASSICAL CENTER AT VIAL EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 05"," "," ","N","N"
"'057909132","CLUB HILL EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'03 - 05"," "," ","N","N"
"'057909133","HICKMAN EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909134","NORTHLAKE EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909136","TOLER EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909137","ROWLETT EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909138","SPRING CREEK EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909139","LUNA EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909140","BACK EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909141","SHUGART EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909142","HERFURTH EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909143","ABBETT EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909144","KEELEY EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909145","ROBERT B SEWELL EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909146","KATHERINE STEPHENS EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909147","VERNAL LISTER EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909148","NORMA DORSEY EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909154","STEADHAM EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909155","JOHN W ARMSTRONG EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909156","NITA PEARSON EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 05"," "," ","N","N"
"'057909157","GLEN COUCH EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'03 - 05"," "," ","N","N"
"'057909158","LIBERTY GROVE EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909159","GEORGE WASHINGTON CARVER EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 05"," "," ","N","N"
"'057909161","HANDLEY STEM EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'KG - 02","'057909000","GARLAND ISD","N","N"
"'057909162","SOUTHGATE STEM EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 02","'057909000","GARLAND ISD","N","N"
"'057909163","CLUB HILL STEM EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'PK - 02","'057909000","GARLAND ISD","N","N"
"'057909164","COUCH COLLEGIATE PREP EL","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - 02","'057909000","GARLAND ISD","N","N"
"'057909180","CISNEROS PRE-K CTR","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - PK","'057909115","WATSON TECHNOLOGY CENTER","N","N"
"'057909181","PARSONS PRE-K CTR","'057909","GARLAND ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","E","'EE - PK","'057909101","BEAVER TECHNOLOGY CENTER","N","N"
"'057910001","GRAND PRAIRIE FINE ARTS ACADEMY","'057910","GRAND PRAIRIE ISD","'10","REGION 10: RICHARDSON","'057","DALLAS","B","'06 - 12"," "," ","N","N"
