DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,D_RATING,DD1G,DD2G,DD2AG,DD2BG,DD3G,DD1S,DD2AS,DD2BS,DD3S,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DD2S,DDALLS
"145901","BUFFALO ISD","145","LEON","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",82,76,85,80,207,664,1027,133,0,0,0,743,20.2,13,0,0,0,72.3,85,84
"145902","CENTERVILLE ISD","145","LEON","06","REGION 06: HUNTSVILLE","D","D","D","D","D","D",69,64,65,69,22,330,668,92,0,0,0,513,3.3,13.8,0,0,0,76.8,65,69
"145906","NORMANGEE ISD","145","LEON","06","REGION 06: HUNTSVILLE","C","B","B","D","B","C",80,69,80,75,33,348,648,100,0,0,0,477,5.1,15.4,0,0,0,73.6,80,79
"145907","OAKWOOD ISD","145","LEON","06","REGION 06: HUNTSVILLE","C","C","C","F","C","C",71,58,74,70,8,190,221,29,0,0,0,153,3.6,13.1,0,0,0,69.2,74,73
"145911","LEON ISD","145","LEON","06","REGION 06: HUNTSVILLE","B","B","B","D","B","B",84,65,86,85,123,447,749,77,0,0,0,531,16.4,10.3,0,0,0,70.9,86,86
"146901","CLEVELAND ISD","146","LIBERTY","04","REGION 04: HOUSTON","D","F","D","D","D","D",59,60,61,64,7476,11274,11945,1386,0,0,0,8769,62.6,11.6,0,0,0,73.4,61,62
"146902","DAYTON ISD","146","LIBERTY","04","REGION 04: HOUSTON","D","D","D","D","D","D",67,67,67,66,1346,4009,5777,966,0,0,0,4339,23.3,16.7,0,0,0,75.1,67,67
"146903","DEVERS ISD","146","LIBERTY","04","REGION 04: HOUSTON","A","A","A","A","A","A",94,92,92,93,15,59,185,29,0,0,0,114,8.1,15.7,0,0,0,61.6,92,94
"146904","HARDIN ISD","146","LIBERTY","05","REGION 05: BEAUMONT","C","C","D","F","D","D",74,59,69,67,58,781,1236,165,0,0,0,943,4.7,13.3,0,0,0,76.3,69,72
"146905","HULL-DAISETTA ISD","146","LIBERTY","05","REGION 05: BEAUMONT","F","D","D","D","F","F",61,60,59,55,10,274,415,89,0,0,0,294,2.4,21.4,0,0,0,70.8,60,59
"146906","LIBERTY ISD","146","LIBERTY","05","REGION 05: BEAUMONT","D","D","D","D","D","F",67,63,65,53,493,1478,2417,401,0,0,0,1802,20.4,16.6,0,0,0,74.6,65,63
"146907","TARKINGTON ISD","146","LIBERTY","04","REGION 04: HOUSTON","C","C","C","F","C","D",72,58,70,66,115,1153,1924,323,0,0,0,1436,6,16.8,0,0,0,74.6,70,70
"147901","COOLIDGE ISD","147","LIMESTONE","12","REGION 12: WACO","B","B","B","D","B","A",87,63,89,90,39,219,295,54,0,0,0,213,13.2,18.3,0,0,0,72.2,89,89
"147902","GROESBECK ISD","147","LIMESTONE","12","REGION 12: WACO","C","C","C","C","D","C",71,70,69,71,91,993,1541,252,0,0,0,1156,5.9,16.4,0,0,0,75,70,71
"147903","MEXIA ISD","147","LIMESTONE","12","REGION 12: WACO","D","D","D","D","D","D",64,62,69,68,384,1530,1831,335,0,0,0,1303,21,18.3,0,0,0,71.2,69,69
"148901","BOOKER ISD","148","LIPSCOMB","16","REGION 16: AMARILLO","A","A","A","B","A","A",91,85,90,93,107,228,332,40,0,0,0,237,32.2,12,0,0,0,71.4,90,92
"148902","FOLLETT ISD","148","LIPSCOMB","16","REGION 16: AMARILLO","B","B","B","F","B","C",88,59,83,76,18,82,172,36,0,0,0,132,10.5,20.9,0,0,0,76.7,83,84
"148905","DARROUZETT ISD","148","LIPSCOMB","16","REGION 16: AMARILLO","F","D","F","F","F","F",64,50,58,45,24,76,104,23,0,0,0,74,23.1,22.1,0,0,0,71.2,58,58
"149901","GEORGE WEST ISD","149","LIVE OAK","02","REGION 02: CORPUS CHRISTI","B","B","A","C","A","B",89,71,90,82,59,671,1056,126,0,0,2,738,5.6,11.9,0,0.2,0,69.9,90,88
"149902","THREE RIVERS ISD","149","LIVE OAK","02","REGION 02: CORPUS CHRISTI","D","C","C","F","C","D",71,59,71,61,28,376,588,79,0,0,0,424,4.8,13.4,0,0,0,72.1,71,68
"150901","LLANO ISD","150","LLANO","13","REGION 13: AUSTIN","B","B","B","D","B","C",80,65,83,73,278,1366,1935,283,0,0,0,1408,14.4,14.6,0,0,0,72.8,83,80
"152504","TEXAS TECH UNIVERSITY K-12","152","LUBBOCK","17","REGION 17: LUBBOCK","D","D","D","D","F","D",68,64,55,64,0,29,724,31,0,0,0,649,0,4.3,0,0,0,89.6,64,67
"152802","RISE ACADEMY","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","A","B","A","A",91,83,92,92,0,260,301,36,0,0,0,106,0,12,0,0,0,35.2,92,92
"152803","TRIUMPH PUBLIC HIGH SCHOOLS-LUBBOCK","152","LUBBOCK","17","REGION 17: LUBBOCK","C","B","B","D","B","D",80,60,84,63,8,143,171,23,0,0,0,171,4.7,13.5,0,0,0,100,84,78
"152806","BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION","152","LUBBOCK","17","REGION 17: LUBBOCK","D","F","D","D","F","D",50,63,50,69,0,134,174,92,0,0,0,85,0,52.9,0,0,0,48.9,63,65
"152901","LUBBOCK ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","B","C","B","C",75,70,80,74,1653,17664,24209,4224,0,273,0,17443,6.8,17.4,1.1,0,0,72.1,80,78
"152902","NEW DEAL ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","C","B","C",79,73,81,77,30,531,765,97,0,0,0,576,3.9,12.7,0,0,0,75.3,81,80
"152903","SLATON ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","C","C","C",76,74,77,74,70,893,1242,242,0,0,0,874,5.6,19.5,0,0,0,70.4,77,76
"152906","LUBBOCK-COOPER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","B","C","B","B",88,79,80,86,365,2802,7836,1083,0,0,0,5873,4.7,13.8,0,0,0,74.9,80,87
"152907","FRENSHIP ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","C","C","C","C","C","C",79,70,77,79,644,5814,11555,1696,0,0,0,8574,5.6,14.7,0,0,0,74.2,77,79
"152908","ROOSEVELT ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","C","B","C","B","C",78,75,83,77,84,852,1118,194,0,0,0,833,7.5,17.4,0,0,0,74.5,83,81
"152909","SHALLOWATER ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","A","A","B","C","B","B",91,72,87,89,65,683,1735,184,0,0,0,1296,3.7,10.6,0,0,0,74.7,87,90
"152910","IDALOU ISD","152","LUBBOCK","17","REGION 17: LUBBOCK","B","B","B","B","B","B",88,80,81,86,20,313,972,113,0,0,0,728,2.1,11.6,0,0,0,74.9,81,87
"153903","O'DONNELL ISD","153","LYNN","17","REGION 17: LUBBOCK","A","B","A","D","A","A",89,69,90,91,16,191,270,44,0,0,91,204,5.9,16.3,0,33.7,0,75.6,90,90
"153904","TAHOKA ISD","153","LYNN","17","REGION 17: LUBBOCK","B","C","B","C","B","C",79,73,81,78,18,347,578,101,0,0,0,424,3.1,17.5,0,0,0,73.4,81,80
"153905","NEW HOME ISD","153","LYNN","17","REGION 17: LUBBOCK","B","B","C","C","D","B",85,74,66,87,16,88,666,48,0,0,0,508,2.4,7.2,0,0,0,76.3,74,86
"153907","WILSON ISD","153","LYNN","17","REGION 17: LUBBOCK","C","C","C","F","C","F",78,51,75,59,11,111,134,21,0,38,0,101,8.2,15.7,28.4,0,0,75.4,75,72
"154901","MADISONVILLE CISD","154","MADISON","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",84,76,89,89,430,1722,2390,275,0,0,0,1713,18,11.5,0,0,0,71.7,89,89
"154903","NORTH ZULCH ISD","154","MADISON","06","REGION 06: HUNTSVILLE","A","A","A","C","A","A",93,72,95,93,15,255,358,60,0,0,0,242,4.2,16.8,0,0,0,67.6,95,94
"155901","JEFFERSON ISD","155","MARION","08","REGION 08: MT PLEASANT","C","C","C","D","C","D",71,63,72,68,16,820,1106,226,0,0,0,829,1.4,20.4,0,0,0,75,72,71
"156902","STANTON ISD","156","MARTIN","18","REGION 18: MIDLAND","B","B","B","D","B","B",82,68,81,81,124,557,1037,144,0,0,0,785,12,13.9,0,0,0,75.7,81,82
"156905","GRADY ISD","156","MARTIN","18","REGION 18: MIDLAND","A","A","B","B","B","A",92,85,82,94,17,46,249,18,0,0,0,187,6.8,7.2,0,0,0,75.1,85,93
"157901","MASON ISD","157","MASON","15","REGION 15: SAN ANGELO","B","B","B","C","B","B",87,79,84,85,93,307,704,92,0,0,0,513,13.2,13.1,0,0,0,72.9,84,86
"158901","BAY CITY ISD","158","MATAGORDA","03","REGION 03: VICTORIA","C","C","C","D","C","C",75,65,77,73,631,2664,3500,488,0,66,0,2559,18,13.9,1.9,0,0,73.1,77,76
"158902","TIDEHAVEN ISD","158","MATAGORDA","03","REGION 03: VICTORIA","B","B","B","B","B","B",85,85,85,88,114,641,1025,117,0,0,0,713,11.1,11.4,0,0,0,69.6,85,86
"158904","MATAGORDA ISD","158","MATAGORDA","03","REGION 03: VICTORIA","C","C","C","F","C","F",72,54,78,54,11,82,113,20,0,0,0,77,9.7,17.7,0,0,0,68.1,78,71
"158905","PALACIOS ISD","158","MATAGORDA","03","REGION 03: VICTORIA","B","B","B","D","B","B",82,67,87,87,244,991,1259,205,0,0,0,905,19.4,16.3,0,0,0,71.9,87,87
"158906","VAN VLECK ISD","158","MATAGORDA","03","REGION 03: VICTORIA","B","B","B","C","B","B",81,70,81,81,35,599,1050,142,0,0,0,840,3.3,13.5,0,0,0,80,81,81
"159901","EAGLE PASS ISD","159","MAVERICK","20","REGION 20: SAN ANTONIO","C","C","C","C","C","C",74,70,79,71,6661,11284,13831,1769,0,0,0,10097,48.2,12.8,0,0,0,73,79,77
"160901","BRADY ISD","160","MCCULLOCH","15","REGION 15: SAN ANGELO","C","C","C","F","C","C",76,59,78,70,36,673,968,148,0,0,0,692,3.7,15.3,0,0,0,71.5,78,76
"160904","ROCHELLE ISD","160","MCCULLOCH","15","REGION 15: SAN ANGELO","A","A","B","F","B","A",96,57,89,97,0,91,160,23,0,0,0,108,0,14.4,0,0,0,67.5,89,96
"160905","LOHN ISD","160","MCCULLOCH","15","REGION 15: SAN ANGELO","B","B","B","D","B","C",81,64,80,78,0,83,109,21,0,0,0,90,0,19.3,0,0,0,82.6,80,80
"161802","RAPOPORT ACADEMY PUBLIC SCHOOL","161","MCLENNAN","12","REGION 12: WACO","C","C","C","C","C","C",71,74,72,77,75,662,884,163,0,0,227,620,8.5,18.4,0,25.7,0,70.1,74,75
"161807","HARMONY PUBLIC SCHOOLS - NORTH TEXAS","161","MCLENNAN","12","REGION 12: WACO","B","B","B","C","B","B",86,78,87,89,3468,6961,10268,1197,0,0,0,7731,33.8,11.7,0,0,0,75.3,87,88
"161901","CRAWFORD ISD","161","MCLENNAN","12","REGION 12: WACO","A","A","B","B","C","A",92,87,79,94,8,107,599,80,0,0,0,468,1.3,13.4,0,0,0,78.1,87,93
"161903","MIDWAY ISD","161","MCLENNAN","12","REGION 12: WACO","A","A","B","B","B","B",90,83,87,89,427,3185,8828,1271,0,0,0,6655,4.8,14.4,0,0,0,75.4,87,90
"161906","LA VEGA ISD","161","MCLENNAN","12","REGION 12: WACO","D","D","D","D","D","C",65,66,69,71,780,2866,3118,349,0,229,59,2211,25,11.2,7.3,1.9,0,70.9,69,69
"161907","LORENA ISD","161","MCLENNAN","12","REGION 12: WACO","B","A","B","B","B","B",91,82,82,84,39,553,1857,232,0,0,0,1445,2.1,12.5,0,0,0,77.8,82,89
"161908","MART ISD","161","MCLENNAN","12","REGION 12: WACO","C","C","C","D","C","C",77,64,79,73,30,443,605,68,0,0,0,420,5,11.2,0,0,0,69.4,79,77
"161909","MCGREGOR ISD","161","MCLENNAN","12","REGION 12: WACO","C","C","C","C","D","C",72,77,69,77,193,849,1532,210,0,0,0,1123,12.6,13.7,0,0,0,73.3,77,77
"161910","MOODY ISD","161","MCLENNAN","12","REGION 12: WACO","B","C","B","C","B","C",79,77,80,79,69,463,727,142,0,0,214,523,9.5,19.5,0,29.4,0,71.9,80,80
"161912","RIESEL ISD","161","MCLENNAN","12","REGION 12: WACO","A","B","B","C","B","A",89,76,86,91,31,310,652,87,0,0,0,499,4.8,13.3,0,0,0,76.5,86,90
"161914","WACO ISD","161","MCLENNAN","12","REGION 12: WACO","D","D","D","D","D","D",61,63,65,63,3436,12172,13488,2201,0,0,33,9546,25.5,16.3,0,0.2,0,70.8,65,64
"161916","WEST ISD","161","MCLENNAN","12","REGION 12: WACO","A","A","B","C","B","B",91,75,86,88,50,485,1240,177,0,0,0,899,4,14.3,0,0,0,72.5,86,90
"161918","AXTELL ISD","161","MCLENNAN","12","REGION 12: WACO","B","B","B","B","B","B",88,80,86,84,5,455,844,146,0,0,0,643,0.6,17.3,0,0,0,76.2,86,87
"161919","BRUCEVILLE-EDDY ISD","161","MCLENNAN","12","REGION 12: WACO","C","C","D","D","D","C",70,63,69,70,34,356,586,107,0,0,0,462,5.8,18.3,0,0,0,78.8,69,70
"161920","CHINA SPRING ISD","161","MCLENNAN","12","REGION 12: WACO","B","B","B","B","C","B",86,80,79,87,88,1079,3035,388,0,0,0,2375,2.9,12.8,0,0,0,78.3,80,86
"161921","CONNALLY ISD","161","MCLENNAN","12","REGION 12: WACO","D","D","D","D","D","D",60,61,63,67,286,1914,2288,300,0,0,0,1690,12.5,13.1,0,0,0,73.9,63,64
"161922","ROBINSON ISD","161","MCLENNAN","12","REGION 12: WACO","B","A","B","B","B","B",90,82,86,85,52,1029,2409,328,0,0,0,1839,2.2,13.6,0,0,0,76.3,86,89
"161923","BOSQUEVILLE ISD","161","MCLENNAN","12","REGION 12: WACO","B","B","B","B","C","B",81,81,72,84,27,301,723,125,0,0,0,563,3.7,17.3,0,0,0,77.9,81,82
"161924","HALLSBURG ISD","161","MCLENNAN","12","REGION 12: WACO","C","D","C","C","F","C",60,74,57,71,12,90,145,17,0,0,0,66,8.3,11.7,0,0,0,45.5,74,73
"161925","GHOLSON ISD","161","MCLENNAN","12","REGION 12: WACO","D","D","C","C","D","F",64,74,69,57,12,201,269,44,0,0,0,196,4.5,16.4,0,0,0,72.9,74,69
"162904","MCMULLEN COUNTY ISD","162","MCMULLEN","02","REGION 02: CORPUS CHRISTI","A","A","A","B","A","A",94,87,90,98,2,72,271,18,0,0,0,198,0.7,6.6,0,0,0,73.1,90,95
"163901","DEVINE ISD","163","MEDINA","20","REGION 20: SAN ANTONIO","C","C","D","D","D","C",72,69,68,71,114,1161,1977,342,0,0,0,1449,5.8,17.3,0,0,0,73.3,69,72
"163902","D'HANIS ISD","163","MEDINA","20","REGION 20: SAN ANTONIO","B","B","C","C","C","C",83,74,77,79,1,96,273,36,0,0,0,216,0.4,13.2,0,0,0,79.1,77,82
"163903","NATALIA ISD","163","MEDINA","20","REGION 20: SAN ANTONIO","D","D","D","D","D","F",62,66,63,55,163,898,1265,213,0,0,0,879,12.9,16.8,0,0,0,69.5,66,63
"163904","HONDO ISD","163","MEDINA","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",73,63,73,71,51,1210,1748,253,0,0,0,1300,2.9,14.5,0,0,0,74.4,73,72
"163908","MEDINA VALLEY ISD","163","MEDINA","20","REGION 20: SAN ANTONIO","B","B","B","C","B","B",84,76,84,84,690,4659,8656,1392,0,0,0,6386,8,16.1,0,0,0,73.8,84,84
"164901","MENARD ISD","164","MENARD","15","REGION 15: SAN ANGELO","B","B","B","B","B","B",80,84,83,84,17,202,284,50,0,0,0,205,6,17.6,0,0,0,72.2,84,84
"165802","MIDLAND ACADEMY CHARTER SCHOOL","165","MIDLAND","18","REGION 18: MIDLAND","B","B","B","D","B","C",83,65,80,76,18,180,402,26,0,0,0,242,4.5,6.5,0,0,0,60.2,80,81
"165901","MIDLAND ISD","165","MIDLAND","18","REGION 18: MIDLAND","C","C","D","D","D","D",71,69,69,69,5743,16571,28709,3265,0,0,0,20716,20,11.4,0,0,0,72.2,69,70
"165902","GREENWOOD ISD","165","MIDLAND","18","REGION 18: MIDLAND","C","C","C","C","D","C",77,71,66,72,347,1339,3253,388,0,0,0,2403,10.7,11.9,0,0,0,73.9,71,76
"166901","CAMERON ISD","166","MILAM","06","REGION 06: HUNTSVILLE","C","C","C","D","C","C",76,69,79,73,208,1124,1516,163,0,0,0,1122,13.7,10.8,0,0,0,74,79,77
"166902","GAUSE ISD","166","MILAM","06","REGION 06: HUNTSVILLE","B","B","A","A","B","B",80,90,87,85,19,109,142,13,0,0,0,84,13.4,9.2,0,0,0,59.2,90,89
"166903","MILANO ISD","166","MILAM","06","REGION 06: HUNTSVILLE","B","B","B","B","B","B",85,82,84,88,19,210,411,42,0,0,0,302,4.6,10.2,0,0,0,73.5,84,86
"166904","ROCKDALE ISD","166","MILAM","06","REGION 06: HUNTSVILLE","C","C","B","C","B","C",78,70,80,77,161,1069,1507,160,0,0,0,1122,10.7,10.6,0,0,0,74.5,80,79
"166905","THORNDALE ISD","166","MILAM","13","REGION 13: AUSTIN","B","B","C","C","C","C",81,70,79,78,70,297,595,64,0,0,0,478,11.8,10.8,0,0,0,80.3,79,80
"166907","BUCKHOLTS ISD","166","MILAM","12","REGION 12: WACO","C","B","C","C","C","C",80,72,78,71,14,99,116,14,0,0,0,87,12.1,12.1,0,0,0,75,78,77
"167901","GOLDTHWAITE ISD","167","MILLS","12","REGION 12: WACO","B","B","B","D","B","B",84,68,83,85,26,243,533,79,0,0,0,408,4.9,14.8,0,0,0,76.5,83,84
"167902","MULLIN ISD","167","MILLS","12","REGION 12: WACO","D","D","C","F","C","F",63,55,70,52,7,207,211,79,0,0,0,175,3.3,37.4,0,0,0,82.9,70,65
"167904","PRIDDY ISD","167","MILLS","12","REGION 12: WACO","C","C","C","C","C","C",77,70,74,70,0,58,118,11,0,0,0,79,0,9.3,0,0,0,66.9,74,75
"168901","COLORADO ISD","168","MITCHELL","14","REGION 14: ABILENE","C","C","C","D","C","C",72,61,71,73,44,612,920,146,0,0,0,619,4.8,15.9,0,0,0,67.3,71,72
"168902","LORAINE ISD","168","MITCHELL","14","REGION 14: ABILENE","C","C","C","F","C","C",76,56,71,74,3,75,132,30,0,0,0,95,2.3,22.7,0,0,0,72,71,75
"168903","WESTBROOK ISD","168","MITCHELL","14","REGION 14: ABILENE","A","A","B","C","B","A",90,72,88,93,0,117,244,29,0,0,0,190,0,11.9,0,0,0,77.9,88,91
"169901","BOWIE ISD","169","MONTAGUE","09","REGION 09: WICHITA FALLS","C","C","C","C","C","C",77,72,72,74,120,796,1556,296,0,0,47,1179,7.7,19,0,3,0,75.8,72,76
"169902","NOCONA ISD","169","MONTAGUE","09","REGION 09: WICHITA FALLS","C","C","B","D","B","C",79,66,81,73,110,455,748,150,0,0,0,562,14.7,20.1,0,0,0,75.1,81,79
"169906","GOLD BURG ISD","169","MONTAGUE","09","REGION 09: WICHITA FALLS","C","C","D","F","D","D",74,57,68,65,10,88,155,30,0,0,0,114,6.5,19.4,0,0,0,73.5,68,71
"169908","MONTAGUE ISD","169","MONTAGUE","09","REGION 09: WICHITA FALLS","B","B","B","B","B","B",89,82,87,88,2,85,158,26,0,0,0,101,1.3,16.5,0,0,0,63.9,87,89
"169909","PRAIRIE VALLEY ISD","169","MONTAGUE","09","REGION 09: WICHITA FALLS","B","B","B","B","B","A",86,80,83,90,1,61,127,22,0,0,0,89,0.8,17.3,0,0,0,70.1,83,87
"169910","FORESTBURG ISD","169","MONTAGUE","09","REGION 09: WICHITA FALLS","B","B","C","D","C","C",85,65,79,70,1,95,184,37,0,0,0,137,0.5,20.1,0,0,0,74.5,79,81
"169911","SAINT JO ISD","169","MONTAGUE","09","REGION 09: WICHITA FALLS","B","B","C","D","C","C",85,60,79,71,0,144,342,58,0,0,0,232,0,17,0,0,0,67.8,79,81
"170802","THRIVE CENTER FOR SUCCESS","170","MONTGOMERY","06","REGION 06: HUNTSVILLE","C","F","B","B","F","C",59,80,47,77,6,18,127,117,0,0,0,70,4.7,92.1,0,0,0,55.1,80,79
"170902","CONROE ISD","170","MONTGOMERY","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",85,76,83,85,14949,31901,71729,8152,0,0,0,54481,20.8,11.4,0,0,0,76,83,85
"170903","MONTGOMERY ISD","170","MONTGOMERY","06","REGION 06: HUNTSVILLE","B","B","C","C","C","B",87,76,78,85,350,2810,9773,1323,0,0,0,7661,3.6,13.5,0,0,0,78.4,78,86
"170904","WILLIS ISD","170","MONTGOMERY","06","REGION 06: HUNTSVILLE","C","C","C","C","C","C",73,71,72,74,1532,5598,8936,1123,0,0,0,6761,17.1,12.6,0,0,0,75.7,72,73
"170906","MAGNOLIA ISD","170","MONTGOMERY","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",85,74,84,80,2904,7007,14408,2243,0,0,0,10992,20.2,15.6,0,0,0,76.3,84,84
"170907","SPLENDORA ISD","170","MONTGOMERY","06","REGION 06: HUNTSVILLE","D","D","D","D","D","D",64,60,65,65,1316,3650,5212,813,0,263,0,3855,25.2,15.6,5,0,0,74,65,65
"170908","NEW CANEY ISD","170","MONTGOMERY","06","REGION 06: HUNTSVILLE","C","C","C","D","C","C",70,67,72,71,6705,14021,18958,2509,0,384,0,14052,35.4,13.2,2,0,0,74.1,72,72
"171901","DUMAS ISD","171","MOORE","16","REGION 16: AMARILLO","C","C","C","C","C","C",75,75,78,74,1840,3125,4288,516,0,0,0,3057,42.9,12,0,0,0,71.3,78,77
"171902","SUNRAY COLLEGIATE ISD","171","MOORE","16","REGION 16: AMARILLO","B","B","C","C","C","B",82,73,76,82,104,317,636,89,0,0,2,468,16.4,14,0,0.3,0,73.6,76,82
"172902","DAINGERFIELD-LONE STAR ISD","172","MORRIS","08","REGION 08: MT PLEASANT","C","C","C","C","C","B",74,75,78,80,118,869,1020,218,0,0,0,753,11.6,21.4,0,0,0,73.8,78,79
"172905","PEWITT CISD","172","MORRIS","08","REGION 08: MT PLEASANT","B","B","B","C","B","B",82,73,86,81,62,614,840,139,0,0,0,589,7.4,16.5,0,0,0,70.1,86,85
"173901","MOTLEY COUNTY ISD","173","MOTLEY","17","REGION 17: LUBBOCK","A","A","A","C","A","A",91,74,91,94,0,97,160,24,0,0,0,112,0,15,0,0,0,70,91,92
"174801","STEPHEN F AUSTIN STATE UNIVERSITY CHARTER SCHOOL","174","NACOGDOCHES","07","REGION 07: KILGORE","A","A","A","A","B","A",94,93,83,90,11,25,254,23,0,0,0,124,4.3,9.1,0,0,0,48.8,93,93
"174901","CHIRENO ISD","174","NACOGDOCHES","07","REGION 07: KILGORE","B","C","B","C","B","B",78,79,83,83,35,251,350,73,0,0,0,275,10,20.9,0,0,0,78.6,83,83
"174902","CUSHING ISD","174","NACOGDOCHES","07","REGION 07: KILGORE","C","C","C","D","C","D",74,60,75,69,37,399,551,109,0,0,0,407,6.7,19.8,0,0,0,73.9,75,73
"174903","GARRISON ISD","174","NACOGDOCHES","07","REGION 07: KILGORE","B","B","B","C","B","C",81,72,81,77,29,435,768,114,0,0,0,566,3.8,14.8,0,0,0,73.7,81,80
"174904","NACOGDOCHES ISD","174","NACOGDOCHES","07","REGION 07: KILGORE","D","D","C","D","C","D",66,60,70,64,1691,5014,5851,886,0,0,0,4353,28.9,15.1,0,0,0,74.4,70,68
"174906","WODEN ISD","174","NACOGDOCHES","07","REGION 07: KILGORE","B","B","B","C","B","B",84,72,84,82,96,532,855,100,0,0,0,604,11.2,11.7,0,0,0,70.6,84,83
"174908","CENTRAL HEIGHTS ISD","174","NACOGDOCHES","07","REGION 07: KILGORE","B","B","B","C","B","A",89,79,86,90,78,413,1078,101,0,0,0,838,7.2,9.4,0,0,0,77.7,86,89
"174909","MARTINSVILLE ISD","174","NACOGDOCHES","07","REGION 07: KILGORE","B","B","B","C","B","A",82,70,82,92,27,206,316,45,0,0,0,230,8.5,14.2,0,0,0,72.8,82,85
"174911","DOUGLASS ISD","174","NACOGDOCHES","07","REGION 07: KILGORE","B","B","B","D","B","A",86,67,83,92,25,187,425,54,0,0,0,323,5.9,12.7,0,0,0,76,83,88
"175902","BLOOMING GROVE ISD","175","NAVARRO","12","REGION 12: WACO","C","C","C","C","C","B",76,78,73,80,175,564,950,97,0,0,0,700,18.4,10.2,0,0,0,73.7,78,79
"175903","CORSICANA ISD","175","NAVARRO","12","REGION 12: WACO","D","D","C","D","C","F",64,60,70,55,1807,4795,6027,909,0,0,0,4463,30,15.1,0,0,0,74.1,70,66
"175904","DAWSON ISD","175","NAVARRO","12","REGION 12: WACO","B","B","B","F","B","B",86,59,85,87,63,379,579,90,0,0,0,428,10.9,15.5,0,0,0,73.9,85,86
"175905","FROST ISD","175","NAVARRO","12","REGION 12: WACO","D","C","D","D","D","D",70,64,64,66,92,279,472,61,0,0,0,345,19.5,12.9,0,0,0,73.1,64,69
"175907","KERENS ISD","175","NAVARRO","12","REGION 12: WACO","B","B","B","F","B","B",84,57,82,82,88,484,628,92,0,0,0,476,14,14.6,0,0,0,75.8,82,83
"175910","MILDRED ISD","175","NAVARRO","12","REGION 12: WACO","C","C","C","D","C","C",75,69,77,72,62,442,835,100,0,0,0,667,7.4,12,0,0,0,79.9,77,76
"175911","RICE ISD","175","NAVARRO","12","REGION 12: WACO","B","B","B","B","B","B",82,80,89,87,275,835,1067,121,0,0,0,794,25.8,11.3,0,0,0,74.4,89,88
"176901","BURKEVILLE ISD","176","NEWTON","05","REGION 05: BEAUMONT","D","D","D","D","D","F",62,60,67,54,0,209,247,57,0,0,0,185,0,23.1,0,0,0,74.9,67,63
"176902","NEWTON ISD","176","NEWTON","05","REGION 05: BEAUMONT","C","C","C","D","C","D",71,63,74,66,2,717,924,180,0,0,0,717,0.2,19.5,0,0,0,77.6,74,72
"176903","DEWEYVILLE ISD","176","NEWTON","05","REGION 05: BEAUMONT","D","C","D","D","D","D",72,65,66,61,7,314,529,80,0,0,0,378,1.3,15.1,0,0,0,71.5,66,69
"177901","ROSCOE COLLEGIATE ISD","177","NOLAN","14","REGION 14: ABILENE","F","F","F","F","F","F",50,52,49,35,777,5717,8425,1082,0,0,172,4054,9.2,12.8,0,2,0,48.1,52,47
"177902","SWEETWATER ISD","177","NOLAN","14","REGION 14: ABILENE","D","D","D","D","D","D",66,65,65,68,64,1387,1850,380,0,0,0,1314,3.5,20.5,0,0,0,71,65,67
"177903","BLACKWELL CISD","177","NOLAN","14","REGION 14: ABILENE","C","C","D","D","D","C",74,64,64,73,3,53,170,32,0,0,0,130,1.8,18.8,0,0,0,76.5,64,74
"177905","HIGHLAND ISD","177","NOLAN","14","REGION 14: ABILENE","A","A","A","B","A","A",97,82,95,98,0,54,222,29,0,0,0,160,0,13.1,0,0,0,72.1,95,97
"178801","DR M L GARZA-GONZALEZ CHARTER SCHOOL","178","NUECES","02","REGION 02: CORPUS CHRISTI","C","F","C","C","D","C",57,78,60,77,25,159,162,17,0,0,0,112,15.4,10.5,0,0,0,69.1,78,78
"178807","CORPUS CHRISTI MONTESSORI SCHOOL","178","NUECES","02","REGION 02: CORPUS CHRISTI","D","F","D","D","F","D",56,60,46,65,6,28,131,20,0,0,0,85,4.6,15.3,0,0,0,64.9,60,62
"178808","SEASHORE CHARTER SCHOOLS","178","NUECES","02","REGION 02: CORPUS CHRISTI","B","B","B","B","F","B",85,82,56,82,3,11,410,39,0,0,0,264,0.7,9.5,0,0,0,64.4,82,84
