DISTRICT,CAMPNAME,COUNTY,CAMPUS,CAMPNAME_CLEAN,GRDTYPE,GRDSPAN,CFLCHART
15808,JHW INSPIRE ACADEMY - HAYS COUNTY,15,15808003,Jhw Inspire Academy - Hays County,B,06 - 12,Y
15808,JHW INSPIRE ACADEMY - ROCKDALE,15,15808007,Jhw Inspire Academy - Rockdale,S,07 - 11,Y
15808,ANNE FRANK INSPIRE ACADEMY,15,15808009,Anne Frank Inspire Academy,B,KG - 12,Y
15808,JHW INSPIRE ACADEMY - MERIDELL,15,15808010,Jhw Inspire Academy - Meridell,B,05 - 12,Y
15808,JHW INSPIRE ACADEMY - WILLIAMS HOU,15,15808011,Jhw Inspire Academy - Williams Hou,B,01 - 11,Y
15808,JHW INSPIRE ACADEMY - LEGACY RANCH,15,15808012,Jhw Inspire Academy - Legacy Ranch,B,KG - 10,Y
15808,JHW INSPIRE ACADEMY - BELL COUNTY,15,15808014,Jhw Inspire Academy - Bell County,S,07 - 11,Y
15809,BEXAR COUNTY ACADEMY,15,15809101,Bexar County Academy,E,PK - 08,Y
15814,POSITIVE SOLUTIONS CHARTER,15,15814001,Positive Solutions Charter,S,09 - 12,Y
15815,HERITAGE ACADEMY OF WINDCREST,15,15815001,Heritage Academy Of Windcrest,E,PK - 04,Y
15815,HERITAGE ACADEMY OF DEL RIO,15,15815041,Heritage Academy Of Del Rio,S,09 - 12,Y
15815,HERITAGE ACADEMY OF DEL RIO MIDDLE,15,15815042,Heritage Academy Of Del Rio Middle School,M,04 - 08,Y
15815,HERITAGE ACADEMY,15,15815101,Heritage Academy,M,07 - 08,Y
15815,HERITAGE ACADEMY OF SAN ANTONIO,15,15815104,Heritage Academy Of San Antonio,M,05 - 06,Y
15822,JUBILEE SAN ANTONIO,15,15822001,Jubilee San Antonio,B,KG - 12,Y
15822,JUBILEE HIGHLAND HILLS,15,15822002,Jubilee Highland Hills,E,PK - 08,Y
15822,JUBILEE - LAKE VIEW UNIVERSITY PRE,15,15822004,Jubilee - Lake View University Pre,B,PK - 12,Y
15822,JUBILEE HIGHLAND PARK,15,15822005,Jubilee Highland Park,E,PK - 08,Y
15822,JUBILEE KINGSVILLE,15,15822006,Jubilee Kingsville,E,PK - 08,Y
15822,JUBILEE LIVING WAY,15,15822007,Jubilee Living Way,E,PK - 05,Y
15822,JUBILEE HARLINGEN,15,15822008,Jubilee Harlingen,E,PK - 07,Y
15822,JUBILEE WELLS BRANCH,15,15822009,Jubilee Wells Branch,B,PK - 09,Y
15822,JUBILEE BROWNSVILLE,15,15822010,Jubilee Brownsville,B,PK - 12,Y
15822,JUBILEE LEADERSHIP ACADEMY,15,15822011,Jubilee Leadership Academy,E,PK - 06,Y
15825,LIGHTHOUSE CHARTER SCHOOL - B CAMP,15,15825001,Lighthouse Charter School - B Camp,E,02 - 08,Y
15825,LIGHTHOUSE CHARTER SCHOOL,15,15825101,Lighthouse Charter School,E,PK - 01,Y
15827,SCHOOL OF SCIENCE AND TECHNOLOGY,15,15827001,School Of Science And Technology,B,06 - 12,Y
15827,SCHOOL OF SCIENCE AND TECHNOLOGY -,15,15827002,School Of Science And Technology -,E,KG - 08,Y
15827,SCHOOL OF SCIENCE AND TECHNOLOGY H,15,15827003,School Of Science And Technology H,E,PK - 08,Y
15827,SCHOOL OF SCIENCE AND TECHNOLOGY E,15,15827004,School Of Science And Technology Elementary School,E,PK - 06,Y
15828,HARMONY SCIENCE ACAD (SAN ANTONIO),15,15828001,Harmony Science Acad (San Antonio),B,06 - 12,Y
15828,HARMONY SCHOOL OF INNOVATION - SAN,15,15828002,Harmony School Of Innovation - San,E,PK - 08,Y
15828,HARMONY SCIENCE ACADEMY - LAREDO,15,15828003,Harmony Science Academy - Laredo,M,06 - 08,Y
15828,HARMONY SCHOOL OF INNOVATION - LAR,15,15828004,Harmony School Of Innovation - Lar,E,KG - 05,Y
15828,HARMONY SCIENCE ACADEMY - BROWNSVI,15,15828005,Harmony Science Academy - Brownsvi,E,PK - 08,Y
15828,HARMONY SCHOOL OF EXCELLENCE - SAN,15,15828006,Harmony School Of Excellence - San,E,PK - 05,Y
15828,HARMONY SCHOOL OF INNOVATION - BRO,15,15828007,Harmony School Of Innovation - Bro,B,06 - 12,Y
15828,HARMONY SCHOOL OF EXCELLENCE - LAR,15,15828008,Harmony School Of Excellence - Lar,S,09 - 12,Y
15830,BROOKS ACADEMY OF SCIENCE AND ENGI,15,15830001,Brooks Academy Of Science And Engi,B,PK - 12,Y
15830,BROOKS COLLEGIATE ACADEMY,15,15830101,Brooks Collegiate Academy,B,PK - 11,Y
15830,BROOKS ACADEMY LONESTAR,15,15830102,Brooks Academy Lonestar,E,KG - 05,Y
15830,BROOKS ACADEMY OAKS,15,15830103,Brooks Academy Oaks,E,PK - 05,Y
15831,SCHOOL OF SCIENCE AND TECHNOLOGY D,15,15831001,School Of Science And Technology D,E,PK - 08,Y
15831,SCHOOL OF SCIENCE AND TECHNOLOGY C,15,15831002,School Of Science And Technology C,B,PK - 12,Y
15831,SCHOOL OF SCIENCE AND TECHNOLOGY A,15,15831003,School Of Science And Technology A,E,KG - 08,Y
15831,SCHOOL OF SCIENCE AND TECHNOLOGY N,15,15831004,School Of Science And Technology N,E,PK - 06,Y
15831,SCHOOL OF SCIENCE AND TECHNOLOGY S,15,15831005,School Of Science And Technology S,E,PK - 06,Y
15833,HENRY FORD ACADEMY ALAMEDA SCHOOL,15,15833001,Henry Ford Academy Alameda School,S,09 - 12,Y
15834,BASIS SAN ANTONIO- SHAVANO CAMPUS,15,15834001,Basis San Antonio- Shavano Campus,B,06 - 12,Y
15834,BASIS SAN ANTONIO- PRI NORTH CENTR,15,15834002,Basis San Antonio- Pri North Centr,E,KG - 05,Y
15834,BASIS SAN ANTONIO PRI- MEDICAL CEN,15,15834101,Basis San Antonio Pri- Medical Center,E,KG - 05,Y
15835,GREAT HEARTS MONTE VISTA,15,15835001,Great Hearts Monte Vista,E,KG - 05,Y
15835,GREAT HEARTS MONTE VISTA NORTH,15,15835002,Great Hearts Monte Vista North,B,06 - 12,Y
15835,GREAT HEARTS NORTHERN OAKS,15,15835003,Great Hearts Northern Oaks,B,KG - 10,Y
15835,GREAT HEARTS IRVING,15,15835004,Great Hearts Irving,B,KG - 10,Y
15835,GREAT HEARTS WESTERN HILLS,15,15835005,Great Hearts Western Hills,E,KG - 05,Y
15836,ELEANOR KOLITZ HEBREW LANGUAGE ACA,15,15836001,Eleanor Kolitz Hebrew Language Aca,E,KG - 08,Y
15838,COMPASS ROSE ACADEMY,15,15838001,Compass Rose Academy,M,06 - 08,Y
15901,ALAMO HEIGHTS H S,15,15901001,Alamo Heights High School,S,09 - 12,N
15901,ALAMO HEIGHTS J H,15,15901041,Alamo Heights Junior High,M,06 - 08,N
15901,CAMBRIDGE EL,15,15901101,Cambridge Elementary School,E,01 - 05,N
15901,HOWARD EL,15,15901102,Howard Elementary School,E,EE - KG,N
15901,WOODRIDGE EL,15,15901104,Woodridge Elementary School,E,01 - 05,N
15904,HARLANDALE H S,15,15904001,Harlandale High School,S,09 - 12,N
15904,MCCOLLUM H S,15,15904002,McCollum High School,S,09 - 12,N
15904,HAC DAEP H S,15,15904003,Hac DAEP High School,S,09 - 11,N
15904,FRANK M TEJEDA ACADEMY,15,15904004,Frank M Tejeda Academy,S,09 - 12,N
15904,BEXAR CO J J A E P,15,15904007,Bexar Co JJAEP,S,07 - 11,N
15904,HARLANDALE ALTERNATIVE CENTER BOOT,15,15904008,Harlandale Alternative Center Boot,S,09 - 11,N
15904,FENLEY TRANSITIONAL H S,15,15904010,Fenley Transitional High School,S,09 - 12,N
15904,HARLANDALE ISD STEM ECHS-ALAMO COL,15,15904011,Harlandale Isd Stem Echs-Alamo Col,S,09 - 12,N
15904,HARLANDALE MIDDLE,15,15904041,Harlandale Middle School,M,06 - 08,N
15904,A LEAL JR MIDDLE,15,15904042,A Leal Jr Middle School,M,06 - 08,N
15904,TERRELL WELLS MIDDLE,15,15904043,Terrell Wells Middle School,M,06 - 08,N
15904,KINGSBOROUGH MIDDLE,15,15904044,Kingsborough Middle School,M,06 - 08,N
15904,HAC DAEP MIDDLE,15,15904045,Hac DAEP Middle School,M,07 - 08,N
15904,HARLANDALE ALTERNATIVE CENTER BOOT,15,15904046,Harlandale Alternative Center Boot,M,08 - 08,N
15904,FENLEY TRANSITIONAL MIDDLE,15,15904047,Fenley Transitional Middle School,M,06 - 08,N
15904,TEJEDA JUNIOR ACADEMY,15,15904048,Tejeda Junior Academy,M,08 - 08,N
15904,CARROLL BELL EL,15,15904101,Carroll Bell Elementary School,E,PK - 05,N
15904,BELLAIRE EL,15,15904102,Bellaire Elementary School,E,EE - 05,N
15904,COLLIER EL,15,15904103,Collier Elementary School,E,PK - 05,N
15904,COLUMBIA HEIGHTS EL,15,15904104,Columbia Heights Elementary School,E,PK - 05,N
15904,STONEWALL/FLANDERS EL,15,15904105,Stonewall/Flanders Elementary School,E,PK - 05,N
15904,V M ADAMS EL,15,15904106,V M Adams Elementary School,E,PK - 05,N
15904,GILLETTE EL,15,15904107,Gillette Elementary School,E,PK - 05,N
15904,H W SCHULZE EL,15,15904108,H W Schulze Elementary School,E,PK - 05,N
15904,MORRILL EL,15,15904109,Morrill Elementary School,E,PK - 05,N
15904,RAYBURN EL,15,15904110,Rayburn Elementary School,E,EE - 05,N
15904,VESTAL EL,15,15904113,Vestal Elementary School,E,PK - 05,N
15904,WRIGHT EL,15,15904114,Wright Elementary School,E,PK - 05,N
15904,JEWEL C WIETZEL CENTER,15,15904115,Jewel C Wietzel Center,S,08 - 12,N
15904,E H GILBERT EL,15,15904116,E H Gilbert Elementary School,E,PK - 05,N
15904,COLLIER DAEP,15,15904117,Collier DAEP,E,05 - 05,N
15905,JOHN F KENNEDY H S,15,15905002,John F Kennedy High School,S,09 - 12,N
15905,MEMORIAL H S,15,15905003,Memorial High School,S,09 - 12,N
15905,BEXAR CO J J A E P,15,15905010,Bexar Co JJAEP,S,09 - 11,N
15905,STEAM AT THE FINE ARTS ACADEMY,15,15905015,Steam At The Fine Arts Academy,S,09 - 09,N
15905,BRENTWOOD MIDDLE,15,15905041,Brentwood Middle School,M,06 - 08,N
15905,ALTERNATIVE CENTER,15,15905042,Alternative Center,B,06 - 12,N
15905,E T WRENN MIDDLE,15,15905044,E T Wrenn Middle School,M,06 - 08,N
15905,GUS GARCIA MIDDLE,15,15905046,Gus Garcia Middle School,M,06 - 08,N
15905,ROY CISNEROS EL,15,15905104,Roy Cisneros Elementary School,E,PK - 05,N
15905,ALONSO S PERALES EL,15,15905106,Alonso S Perales Elementary School,E,PK - 05,N
15905,GARDENDALE EL,15,15905108,Gardendale Elementary School,E,PK - 05,N
15905,L B JOHNSON EL,15,15905109,L B Johnson Elementary School,E,PK - 05,N
15905,LAS PALMAS EL,15,15905110,Las Palmas Elementary School,E,PK - 05,N
15905,LOMA PARK EL,15,15905112,Loma Park Elementary School,E,PK - 05,N
15905,ROOSEVELT EL,15,15905113,Roosevelt Elementary School,E,KG - 05,N
15905,STAFFORD EL,15,15905114,Stafford Elementary School,E,KG - 05,N
15905,WINSTON EL,15,15905116,Winston Elementary School,E,PK - 05,N
15905,H B GONZALEZ EL,15,15905117,H B Gonzalez Elementary School,E,PK - 05,N
15905,CARDENAS CENTER,15,15905118,Cardenas Center,E,EE - PK,N
15905,STAFFORD CENTER,15,15905125,Stafford Center,E,EE - PK,N
15906,RANDOLPH H S,15,15906001,Randolph High School,S,09 - 12,N
15906,RANDOLPH MIDDLE,15,15906041,Randolph Middle School,M,06 - 08,N
15906,RANDOLPH EL,15,15906101,Randolph Elementary School,E,EE - 05,N
15907,BRACKENRIDGE H S,15,15907001,Brackenridge High School,S,09 - 12,N
15907,BURBANK H S,15,15907002,Burbank High School,S,09 - 12,N
15907,EDISON H S,15,15907003,Edison High School,S,09 - 12,N
15907,FOX TECHNICAL H S,15,15907004,Fox Technical High School,S,09 - 12,N
15907,HIGHLANDS H S,15,15907005,Highlands High School,S,09 - 12,N
15907,HOUSTON H S,15,15907006,Houston High School,S,09 - 12,N
15907,JEFFERSON H S,15,15907007,Jefferson High School,S,09 - 12,N
15907,LANIER H S,15,15907008,Lanier High School,S,09 - 12,N
15907,ESTRADA ACHIEVEMENT CTR,15,15907010,Estrada Achievement Center,B,06 - 12,N
15907,JJA,15,15907020,Jja,S,07 - 11,N
15907,TRAVIS EARLY COLLEGE H S,15,15907022,Travis Early College High School,S,09 - 12,N
15907,YOUNG WOMEN'S LEADERSHIP ACADEMY,15,15907023,Young Women'S Leadership Academy,B,06 - 12,N
15907,COOPER ACADEMY AT NAVARRO,15,15907024,Cooper Academy At Navarro,S,09 - 12,N
15907,ST PHILIP'S COLLEGE EARLY COLLEGE,15,15907025,St Philip'S College Early College,S,09 - 12,N
15907,ADVANCED LEARNING ACADEMY,15,15907026,Advanced Learning Academy,B,PK - 12,N
15907,CAST TECH H S,15,15907027,Cast Tech High School,S,09 - 10,N
15907,TEXANS CAN ACADEMY AT HIGHLANDS H,15,15907030,Texans Can Academy At Highlands H,S,09 - 12,N
15907,DAVIS MIDDLE,15,15907043,Davis Middle School,M,06 - 08,N
15907,HARRIS MIDDLE,15,15907047,Harris Middle School,M,06 - 08,N
15907,IRVING MIDDLE,15,15907049,Irving Middle School,M,08 - 08,N
15907,LONGFELLOW MIDDLE,15,15907050,Longfellow Middle School,M,06 - 08,N
15907,LOWELL MIDDLE,15,15907051,Lowell Middle School,M,06 - 08,N
15907,PAGE MIDDLE,15,15907053,Page Middle School,M,08 - 08,N
15907,POE MIDDLE,15,15907054,Poe Middle School,M,06 - 08,N
15907,RHODES MIDDLE,15,15907055,Rhodes Middle School,M,06 - 08,N
15907,ROGERS MIDDLE,15,15907057,Rogers Middle School,M,06 - 08,N
15907,WHITTIER MIDDLE,15,15907059,Whittier Middle School,M,06 - 08,N
15907,TAFOLLA MIDDLE,15,15907061,Tafolla Middle School,M,07 - 08,N
15907,BREWER ACADEMY,15,15907064,Brewer Academy,S,07 - 12,N
15907,ARNOLD EL,15,15907101,Arnold Elementary School,E,PK - 05,N
15907,CHARLES C BALL ACADEMY,15,15907103,Charles C Ball Academy,E,EE - 08,N
15907,BASKIN EL,15,15907105,Baskin Elementary School,E,PK - 05,N
15907,BEACON HILL ACADEMY,15,15907106,Beacon Hill Academy,E,PK - 08,N
15907,BONHAM ACADEMY,15,15907107,Bonham Academy,E,KG - 08,N
15907,J T BRACKENRIDGE EL,15,15907110,J T Brackenridge Elementary School,E,PK - 06,N
15907,BRISCOE EL,15,15907112,Briscoe Elementary School,E,EE - 05,N
15907,CAMERON EL,15,15907114,Cameron Elementary School,E,EE - 05,N
15907,COLLINS GARDEN EL,15,15907116,Collins Garden Elementary School,E,PK - 05,N
15907,AGNES COTTON ACADEMY,15,15907117,Agnes Cotton Academy,E,PK - 08,N
15907,DAVID CROCKETT ACADEMY,15,15907118,David Crockett Academy,E,PK - 07,N
15907,DOUGLASS ACADEMY,15,15907119,Douglass Academy,E,PK - 07,N
15907,DE ZAVALA EL,15,15907121,De Zavala Elementary School,E,EE - 06,N
15907,FENWICK ACADEMY,15,15907123,Fenwick Academy,E,PK - 07,N
15907,MURIEL FORBES ACADEMY,15,15907124,Muriel Forbes Academy,E,PK - 08,N
15907,FOSTER ACADEMY,15,15907125,Foster Academy,E,EE - 08,N
15907,FRANKLIN EL,15,15907126,Franklin Elementary School,E,PK - 05,N
15907,GATES EL,15,15907127,Gates Elementary School,E,PK - 06,N
15907,CHARLES GRAEBNER EL,15,15907129,Charles Graebner Elementary School,E,PK - 05,N
15907,ROBERT B GREEN ACADEMY,15,15907131,Robert B Green Academy,E,KG - 07,N
15907,HERFF ACADEMY,15,15907132,Herff Academy,E,PK - 07,N
15907,HIGHLAND HILLS EL,15,15907134,Highland Hills Elementary School,E,PK - 05,N
15907,HIGHLAND PARK EL,15,15907135,Highland Park Elementary School,E,PK - 05,N
15907,HILLCREST EL,15,15907136,Hillcrest Elementary School,E,PK - 05,N
15907,HIRSCH EL,15,15907137,Hirsch Elementary School,E,PK - 05,N
15907,IRVING DUAL LANGUAGE ACADEMY,15,15907138,Irving Dual Language Academy,E,PK - 02,N
15907,HUPPERTZ EL,15,15907139,Huppertz Elementary School,E,PK - 05,N
15907,RODRIGUEZ EL,15,15907140,Rodriguez Elementary School,E,PK - 05,N
15907,ELOISE JAPHET ACADEMY,15,15907141,Eloise Japhet Academy,E,PK - 08,N
15907,M L KING ACADEMY,15,15907142,M L King Academy,E,KG - 08,N
15907,GEORGE E KELLY EL,15,15907143,George E Kelly Elementary School,E,PK - 05,N
15907,SARAH S KING EL,15,15907144,Sarah S King Elementary School,E,EE - 05,N
15907,LAMAR EL,15,15907146,Lamar Elementary School,E,PK - 06,N
15907,BOWDEN ACADEMY,15,15907147,Bowden Academy,E,EE - 08,N
15907,MADISON EL,15,15907148,Madison Elementary School,E,PK - 05,N
15907,MARGIL ACADEMY,15,15907149,Margil Academy,E,PK - 07,N
15907,MAVERICK EL,15,15907150,Maverick Elementary School,E,EE - 05,N
15907,DORIE MILLER EL,15,15907153,Dorie Miller Elementary School,E,PK - 05,N
15907,NEAL EL,15,15907155,Neal Elementary School,E,PK - 05,N
15907,OGDEN ACADEMY,15,15907157,Ogden Academy,E,PK - 07,N
15907,PERSHING EL,15,15907158,Pershing Elementary School,E,PK - 06,N
15907,RIVERSIDE PARK ACADEMY,15,15907160,Riverside Park Academy,E,PK - 07,N
15907,ROGERS ACADEMY,15,15907161,Rogers Academy,E,PK - 08,N
15907,DAVID BARKLEY/FRANCISCO RUIZ EL,15,15907162,David Barkley/Francisco Ruiz Elementary School,E,PK - 06,N
15907,MARK TWAIN DUAL LANGUAGE ACADEMY,15,15907163,Mark Twain Dual Language Academy,E,PK - 04,N
15907,SCHENCK EL,15,15907164,Schenck Elementary School,E,EE - 05,N
15907,SMITH EL,15,15907165,Smith Elementary School,E,EE - 05,N
15907,STEELE MONTESSORI ACADEMY,15,15907166,Steele Montessori Academy,E,EE - 02,N
15907,P F STEWART EL,15,15907168,P F Stewart Elementary School,E,PK - 05,N
15907,STORM EL,15,15907169,Storm Elementary School,E,PK - 05,N
15907,WASHINGTON EL,15,15907172,Washington Elementary School,E,PK - 06,N
15907,WILSON EL,15,15907174,Wilson Elementary School,E,PK - 05,N
15907,WOODLAWN ACADEMY,15,15907175,Woodlawn Academy,E,KG - 08,N
15907,WOODLAWN HILLS EL,15,15907176,Woodlawn Hills Elementary School,E,PK - 05,N
15907,YOUNG MEN'S LEADERSHIP ACADEMY,15,15907177,Young Men'S Leadership Academy,B,04 - 09,N
15907,HAWTHORNE PK-8 ACADEMY,15,15907179,Hawthorne PK-8 Academy,E,KG - 08,N
15907,JT BRACKENRIDGE DAEP,15,15907180,Jt Brackenridge DAEP,E,03 - 04,N
15907,HEALY-MURPHY,15,15907182,Healy-Murphy,S,09 - 12,N
15907,CHRISTUS SANTA ROSA,15,15907184,Christus Santa Rosa,B,04 - 12,N
15907,SEIDEL LEARNING CENTER,15,15907186,Seidel Learning Center,B,06 - 12,N
15907,JUVENILE DETENT CTR,15,15907195,Juvenile Detention Center,B,06 - 12,N
15907,CHILDREN'S SHELTER OF SA,15,15907201,Children'S Shelter Of Sa,E,PK - 05,N
15907,HEALY MURPHY PK,15,15907202,Healy Murphy Pk,E,PK - PK,N
15907,MISSION ACADEMY,15,15907210,Mission Academy,E,PK - 08,N
15907,SAISD - PK 4 SA,15,15907239,Saisd - Pk 4 Sa,E,PK - PK,N
15907,CARROLL EARLY CHILDHOOD CAMPUS,15,15907240,Carroll Early Childhood Campus,E,EE - 01,N
15907,CARVAJAL EARLY CHILDHOOD CAMPUS,15,15907241,Carvajal Early Childhood Campus,E,PK - PK,N
15907,KNOX EARLY CHILDHOOD CAMPUS,15,15907242,Knox Early Childhood Campus,E,EE - PK,N
15907,TYNAN EARLY CHILDHOOD CAMPUS,15,15907244,Tynan Early Childhood Campus,E,PK - PK,N
15907,NELSON EARLY CHILDHOOD CAMPUS,15,15907245,Nelson Early Childhood Campus,E,EE - PK,N
15907,GONZALES EARLY CHILDHOOD CAMPUS,15,15907246,Gonzales Early Childhood Campus,E,PK - PK,N
15908,SOUTH SAN ANTONIO H S,15,15908001,South San Antonio High School,S,09 - 12,N
15908,BEXAR CO J J A E P,15,15908037,Bexar Co JJAEP,S,11 - 11,N
15908,DWIGHT MIDDLE,15,15908041,Dwight Middle School,M,06 - 08,N
15908,ALAN B SHEPARD MIDDLE,15,15908042,Alan B Shepard Middle School,M,06 - 08,N
15908,ROBERT C ZAMORA MIDDLE,15,15908044,Robert C Zamora Middle School,M,06 - 08,N
15908,HUTCHINS EL,15,15908104,Hutchins Elementary School,E,EE - 05,N
15908,KINDRED EL,15,15908105,Kindred Elementary School,E,PK - 05,N
15908,PALO ALTO EL,15,15908106,Palo Alto Elementary School,E,EE - 05,N
15908,PRICE EL,15,15908107,Price Elementary School,E,PK - 05,N
15908,FRANK MADLA EL,15,15908108,Frank Madla Elementary School,E,PK - 05,N
15908,FIVE PALMS EL,15,15908109,Five Palms Elementary School,E,PK - 05,N
15908,NEIL ARMSTRONG EL,15,15908110,Neil Armstrong Elementary School,E,EE - 05,N
15908,MIGUEL CARRILLO JR EL,15,15908112,Miguel Carrillo Jr Elementary School,E,PK - 05,N
15908,ROY BENAVIDEZ EL,15,15908113,Roy Benavidez Elementary School,E,PK - 05,N
15909,SOMERSET H S,15,15909001,Somerset High School,S,08 - 12,N
15909,SHIRLEEN ZACHARIAS EARLY CLGE LEAD,15,15909006,Shirleen Zacharias Early Clge Lead,S,09 - 12,N
15909,SOMERSET J H,15,15909041,Somerset Junior High,M,07 - 08,N
15909,SOMERSET EL,15,15909101,Somerset Elementary School,E,01 - 04,N
15909,SOMERSET EARLY CHILDHOOD EL,15,15909103,Somerset Early Childhood Elementary School,E,EE - KG,N
15909,S/SGT MICHAEL P BARRERA VETERANS E,15,15909104,S/Sgt Michael P Barrera Veterans Elementary School,E,PK - 04,N
15909,SAVANNAH HEIGHTS INT,15,15909105,Savannah Heights Intermediate School,M,05 - 06,N
15910,LEGACY OF EDUCATIONAL EXCELLENCE H,15,15910001,Legacy Of Educational Excellence H,S,09 - 12,N
15910,MACARTHUR H S,15,15910002,MacArthur High School,S,09 - 12,N
15910,CHURCHILL H S,15,15910003,Churchill High School,S,09 - 12,N
15910,ROOSEVELT H S,15,15910004,Roosevelt High School,S,09 - 12,N
15910,MADISON H S,15,15910005,Madison High School,S,09 - 12,N
15910,REAGAN H S,15,15910007,Reagan High School,S,09 - 12,N
15910,ACADEMY OF CREATIVE ED,15,15910008,Academy Of Creative Ed,S,10 - 12,N
15910,INTERNATIONAL SCHOOL OF AMERICA,15,15910009,International School Of America,S,09 - 12,N
15910,ALTER H S,15,15910012,Alter High School,S,09 - 12,N
15910,JOHNSON H S,15,15910014,Johnson High School,S,09 - 12,N
15910,NORTH EAST J J A E P,15,15910022,North East JJAEP,B,06 - 11,N
15910,EISENHOWER MIDDLE,15,15910041,Eisenhower Middle School,M,06 - 08,N
15910,GARNER MIDDLE,15,15910042,Garner Middle School,M,06 - 08,N
15910,KRUEGER MIDDLE,15,15910043,Krueger Middle School,M,06 - 08,N
15910,NIMITZ MIDDLE,15,15910044,Nimitz Middle School,M,06 - 08,N
15910,JACKSON MIDDLE,15,15910045,Jackson Middle School,M,06 - 08,N
15910,WHITE MIDDLE,15,15910046,White Middle School,M,06 - 08,N
15910,WOOD MIDDLE,15,15910047,Wood Middle School,M,06 - 08,N
15910,BRADLEY MIDDLE,15,15910048,Bradley Middle School,M,06 - 08,N
15910,DRISCOLL MIDDLE,15,15910049,Driscoll Middle School,M,06 - 08,N
15910,BUSH MIDDLE,15,15910050,Bush Middle School,M,06 - 08,N
15910,ALTER MIDDLE,15,15910053,Alter Middle School,M,06 - 08,N
15910,HOMEBASED COMP ED,15,15910054,Homebased Comp Ed,S,10 - 11,N
15910,TEJEDA MIDDLE,15,15910056,Tejeda Middle School,M,06 - 08,N
15910,LOPEZ MIDDLE,15,15910057,Lopez Middle School,M,06 - 08,N
15910,HARRIS MIDDLE,15,15910058,Harris Middle School,M,06 - 08,N
15910,HILL MIDDLE,15,15910059,Hill Middle School,M,06 - 08,N
15910,CASTLE HILLS EL,15,15910101,Castle Hills Elementary School,E,KG - 05,N
15910,COKER EL,15,15910102,Coker Elementary School,E,PK - 05,N
15910,COLONIAL HILLS EL,15,15910103,Colonial Hills Elementary School,E,PK - 05,N
15910,DELLVIEW EL,15,15910104,Dellview Elementary School,E,EE - 05,N
15910,EAST TERRELL HILLS EL,15,15910105,East Terrell Hills Elementary School,E,PK - 05,N
15910,HARMONY HILLS EL,15,15910106,Harmony Hills Elementary School,E,EE - 05,N
15910,JACKSON-KELLER EL,15,15910107,Jackson-Keller Elementary School,E,KG - 05,N
15910,LARKSPUR EL,15,15910108,Larkspur Elementary School,E,KG - 05,N
15910,NORTHWOOD EL,15,15910109,Northwood Elementary School,E,KG - 05,N
15910,OAK GROVE EL,15,15910110,Oak Grove Elementary School,E,EE - 05,N
15910,OLMOS EL,15,15910111,Olmos Elementary School,E,PK - 05,N
15910,RIDGEVIEW EL,15,15910112,Ridgeview Elementary School,E,EE - 05,N
15910,SERNA EL,15,15910113,Serna Elementary School,E,EE - 05,N
15910,WALZEM EL,15,15910114,Walzem Elementary School,E,PK - 05,N
15910,WEST AVENUE EL,15,15910115,West Avenue Elementary School,E,PK - 05,N
15910,WILSHIRE EL,15,15910116,Wilshire Elementary School,E,EE - 05,N
15910,WINDCREST EL,15,15910117,Windcrest Elementary School,E,EE - 05,N
15910,CAMELOT EL,15,15910118,Camelot Elementary School,E,PK - 05,N
15910,CLEAR SPRING EL,15,15910119,Clear Spring Elementary School,E,KG - 05,N
15910,REGENCY PLACE EL,15,15910120,Regency Place Elementary School,E,KG - 05,N
15910,EL DORADO EL,15,15910121,El Dorado Elementary School,E,PK - 05,N
15910,MONTGOMERY EL,15,15910122,Montgomery Elementary School,E,EE - 05,N
15910,HIDDEN FOREST EL,15,15910123,Hidden Forest Elementary School,E,KG - 05,N
15910,WOODSTONE EL,15,15910124,Woodstone Elementary School,E,EE - 05,N
15910,STAHL EL,15,15910125,Stahl Elementary School,E,KG - 05,N
