CAMPUS,CAD_GAP,CAD_MATH,CAD_POST,CAD_PROGRESS,CAD_READ,CAD_SCIE,CAD_SOCI,CAMPNAME,CFLALTED,CFLCHART,CNTYNAME,COUNTY,C_RATING,DISTNAME,DISTRICT,GRDSPAN,GRDTYPE,PAIRCAMP,PAIRNAME,REGION
"220902114","1"," ","1","0","0","1"," ","GRACE E HARDEMAN EL","N","N","TARRANT","220","M","BIRDVILLE ISD","220902","PK - 05","E"," "," ","11"
"220902115","0"," ","1","1","1","1"," ","W A PORTER EL","N","N","TARRANT","220","M","BIRDVILLE ISD","220902","EE - 05","E"," "," ","11"
"220902116","0"," ","0","1","1","0"," ","ACADEMY AT CARRIE F THOMAS","N","N","TARRANT","220","M","BIRDVILLE ISD","220902","PK - 05","E"," "," ","11"
"220902117","1"," ","1","1","1","1"," ","FOSTER VILLAGE EL","N","N","TARRANT","220","M","BIRDVILLE ISD","220902","PK - 05","E"," "," ","11"
"220902118","1"," ","1","0","0","1"," ","NORTH RIDGE EL","N","N","TARRANT","220","M","BIRDVILLE ISD","220902","KG - 05","E"," "," ","11"
"220902119","1"," ","0","0","0","0"," ","JOHN D SPICER EL","N","N","TARRANT","220","M","BIRDVILLE ISD","220902","EE - 05","E"," "," ","11"
"220902120","1"," ","1","0","1","0"," ","GREEN VALLEY EL","N","N","TARRANT","220","M","BIRDVILLE ISD","220902","EE - 05","E"," "," ","11"
"220902121","1"," ","0","1","0","1"," ","WALKER CREEK EL","N","N","TARRANT","220","M","BIRDVILLE ISD","220902","EE - 05","E"," "," ","11"
"220904001","1","1","1","1","0","0","0","EVERMAN H S","N","N","TARRANT","220","M","EVERMAN ISD","220904","09 - 12","S"," "," ","11"
"220904003"," "," "," "," "," "," "," ","EVERMAN ACADEMY H S","Y","N","TARRANT","220","A","EVERMAN ISD","220904","09 - 12","S"," "," ","11"
"220904041","0","0","0","0","0","0","0","CHARLES BAXTER J H","N","N","TARRANT","220","M","EVERMAN ISD","220904","07 - 08","M"," "," ","11"
"220904042","1"," ","1","0","0"," "," ","ROY JOHNSON SIXTH GRADE CAMPUS","N","N","TARRANT","220","M","EVERMAN ISD","220904","06 - 06","M"," "," ","11"
"220904101","0"," ","1","0","0"," "," ","BISHOP EL","N","N","TARRANT","220","M","EVERMAN ISD","220904","PK - 04","E"," "," ","11"
"220904102","1"," ","0","1","0"," "," ","E RAY EL","N","N","TARRANT","220","M","EVERMAN ISD","220904","PK - 04","E"," "," ","11"
"220904103","0"," ","1","0","0"," "," ","SOUDER EL","N","N","TARRANT","220","M","EVERMAN ISD","220904","PK - 04","E"," "," ","11"
"220904104","0"," ","0","0","0"," "," ","HOMMEL EL","N","N","TARRANT","220","M","EVERMAN ISD","220904","PK - 04","E"," "," ","11"
"220904105","1"," ","0","1","0","0"," ","DAN POWELL INT","N","N","TARRANT","220","M","EVERMAN ISD","220904","05 - 05","E"," "," ","11"
"220904106","0"," ","0","0","0"," "," ","JOHN AND POLLY TOWNLEY EL","N","N","TARRANT","220","I","EVERMAN ISD","220904","EE - 04","E"," "," ","11"
"220905001","0","1","0","0","0","1","0","CARTER-RIVERSIDE H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905002","0","0","0","0","1","1","0","ARLINGTON HEIGHTS H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905003","0","1","0","0","0","0","0","SOUTH HILLS H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905004","0","1","0","0","0","1","0","DIAMOND HILL-JARVIS H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905005","0","1","0","0","1","0","0","DUNBAR H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905006","0","0","0","0","0","0","0","EASTERN HILLS H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905008","0","0","0","0","0","0","1","NORTH SIDE H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905009","0","1","0","0","0","1","1","POLYTECHNIC H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905010","0","1","1","0","0","1","1","PASCHAL H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905011","0","1","1","0","0","1","1","TRIMBLE TECHNICAL H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905014","1","1","1","1","0","1","1","SOUTHWEST H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905015","0","0","0","1","0","0","0","WESTERN HILLS H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905016","0","0","0","0","0","0","0","O D WYATT H S","N","N","TARRANT","220","I","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905018"," "," "," "," "," "," "," ","MIDDLE LVL LRN CTR","N","N","TARRANT","220","X","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905019"," "," "," "," "," "," "," ","METRO OPPORTUNITY","N","N","TARRANT","220","X","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905021"," "," "," "," "," "," "," ","SUCCESS H S","Y","N","TARRANT","220","A","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905024"," "," "," "," "," "," "," ","DETENT CTR","N","N","TARRANT","220","Z","FORT WORTH ISD","220905","06 - 12","B"," "," ","11"
"220905026"," "," "," "," "," "," "," ","JO KELLY SP ED","N","N","TARRANT","220","Z","FORT WORTH ISD","220905","EE - 12","B"," "," ","11"
"220905035"," "," "," "," "," "," "," ","TRANSITION CTR","N","N","TARRANT","220","Z","FORT WORTH ISD","220905","12 - 12","S"," "," ","11"
"220905040"," "," "," "," "," "," "," ","JUVENILE JUSTICE ALTERNATIVE ED PR","N","N","TARRANT","220","X","FORT WORTH ISD","220905","06 - 11","B"," "," ","11"
"220905042","1","1","0","0","0","0","1","DAGGETT MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905043","0"," ","0","0","0"," "," ","WEDGWOOD 6TH GR SCH","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 06","M"," "," ","11"
"220905044","0","0","1","0","0","0","0","ELDER MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905045","0","0","0","0","0","0","0","FOREST OAK MIDDLE","N","N","TARRANT","220","I","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905047","0","1","0","0","0","0","0","HANDLEY MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905048","0","0","0","0","0","1","0","JAMES MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905049","1","0","1","1","0","0","1","KIRKPATRICK MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905050","1","1","1","1","1","1","1","MCLEAN MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905051","0","0","0","0","0","0","0","MEACHAM MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905052","0","1","0","1","0","0","0","MEADOWBROOK MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905053","0","1","1","1","1","1","1","MONNIG MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905054","0","0","0","0","0","0","0","MORNINGSIDE MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905055","1","1","1","0","1","1","0","APPLIED LEARNING ACAD","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905056","0","0","0","1","0","0","0","RIVERSIDE MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905057","1","0","0","1","0","0","0","ROSEMONT MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","07 - 08","M"," "," ","11"
"220905058","1","0","1","1","1","0","1","STRIPLING MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905059","0","0","0","1","0","0","0","DUNBAR MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905060","0","1","0","1","0","0","0","WEDGWOOD MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905061","0","0","0","0","0","0","0","LEONARD MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905062"," "," "," "," "," "," "," ","INT'L NEWCOMER ACAD","Y","N","TARRANT","220","I","FORT WORTH ISD","220905","06 - 09","M"," "," ","11"
"220905063","0","0","0","1","0","0","0","COMO MONTESSORI","N","N","TARRANT","220","M","FORT WORTH ISD","220905","KG - 08","E"," "," ","11"
"220905064","0"," ","0","0","0"," "," ","GLENCREST 6TH GRADE SCH","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 06","M"," "," ","11"
"220905066"," "," "," "," "," "," "," ","WILLOUGHBY HOUSE","N","N","TARRANT","220","Z","FORT WORTH ISD","220905","08 - 12","S"," "," ","11"
"220905067","0"," ","1","0","0"," "," ","ROSEMONT 6TH GRADE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 06","M"," "," ","11"
"220905069","1"," ","1","1","1"," "," ","MCLEAN 6TH GRADE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 06","M"," "," ","11"
"220905070","0","0","0","0","0","0","0","JEAN MCCLUNG MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 08","M"," "," ","11"
"220905071","0","0","1","0","0","0","0","BENBROOK MIDDLE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 09","M"," "," ","11"
"220905081","1","1","1","1","1","1","1","YOUNG WOMEN'S LEADERSHIP ACADEMY","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 11","B"," "," ","11"
"220905082","1","1","1","1","1","1","1","TEXAS ACADEMY OF BIOMEDICAL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905083","1","0","1","1","1","1","1","YOUNG MEN'S LEADERSHIP ACADEMY","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 09","M"," "," ","11"
"220905084","1"," ","1","0","1"," "," ","WORLD LANGUAGES INSTITUTE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","06 - 07","M"," "," ","11"
"220905085","1","1","1","1","1","0","1","MARINE CREEK COLLEGIATE H S","N","N","TARRANT","220","M","FORT WORTH ISD","220905","09 - 12","S"," "," ","11"
"220905101","0"," ","0","0","0","0"," ","ALICE CARLSON APPLIED LRN CTR","N","N","TARRANT","220","M","FORT WORTH ISD","220905","KG - 05","E"," "," ","11"
"220905103","0"," ","0","0","0","0"," ","BENBROOK EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905104","0","0"," "," ","0","0","0","BOULEVARD HEIGHTS","N","N","TARRANT","220","M","FORT WORTH ISD","220905","KG - 12","B"," "," ","11"
"220905105","0"," ","0","0","0","0"," ","WEST HANDLEY EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905107","1"," ","1","1","1","1"," ","BURTON HILL EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905110","1"," ","0","0","0","0"," ","CARROLL PEAK EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905111","0"," ","0","0","0","0"," ","CARTER PARK EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905114","0"," ","0","1","0","0"," ","MANUEL JARA EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","01 - 05","E"," "," ","11"
"220905115","0"," ","0","0","0","0"," ","GEORGE CLARKE EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905116","0"," ","1","0","1","0"," ","LILY B CLAYTON EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905117","0"," ","0","0","0","0"," ","COMO EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905118","0"," ","0","0","0","0"," ","HAZEL HARVEY PEACE EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905119","0"," ","0","0","0","0"," ","DAGGETT EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905120","0"," ","0","0","0","0"," ","RUFINO MENDOZA SR EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","01 - 05","E"," "," ","11"
"220905121","0"," ","0","0","0","0"," ","DE ZAVALA EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905122","0"," ","0","0","0","0"," ","DIAMOND HILL EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905123","0"," ","0","0","0","0"," ","S S DILLOW EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905124","0"," ","0","0","0","0"," ","MAUDE I LOGAN EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905125","0"," ","0","0","0","0"," ","EASTERN HILLS EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905126","0"," ","0","0","0","0"," ","EAST HANDLEY EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905127","0"," ","0","0","0","0"," ","CHRISTENE C MOSS EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905129","0"," ","0","0","0","0"," ","JOHN T WHITE EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905130","0"," ","0","0","0","0"," ","HARLEAN BEAL EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905131","0"," ","0","0","0","0"," ","ROSEMONT PARK EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905132","0"," ","0","0","0","0"," ","GLEN PARK EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905133","0"," ","0","1","0","0"," ","W M GREEN EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905134","0"," ","0","0","0","0"," ","GREENBRIAR EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905135","0"," ","0","1","0","0"," ","VAN ZANDT-GUINN EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905137","0"," ","0","1","0","0"," ","HUBBARD EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905138","0"," ","1","0","1","0"," ","HELBING EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905139","0"," ","0","0","1","0"," ","KIRKPATRICK EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905141","0"," ","1","1","0","0"," ","MEADOWBROOK EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905143","0"," ","1","1","0","1"," ","MCRAE EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905144","0"," ","0","0","0","0"," ","MITCHELL BOULEVARD EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905146","0"," ","0","0","1","0"," ","MOORE M H EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905147","0"," ","0","0","0","0"," ","MORNINGSIDE EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905148","1"," ","1","1","1","1"," ","CHARLES NASH EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905149","1"," ","1","1","1","1"," ","NORTH HI MOUNT EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905150","1"," ","0","1","0","1"," ","OAKHURST EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905151","0"," ","0","0","0","0"," ","NATHA HOWELL EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905152","0"," ","0","0","0","0"," ","OAKLAWN EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905153","0"," ","0","0","0","0"," ","A M PATE EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905154","1"," ","0","1","0","1"," ","M L PHILLIPS EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905156","0"," ","0","0","0","0"," ","RIDGLEA HILLS EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905157","0"," ","0","0","0","1"," ","LUELLA MERRETT EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905159","0"," ","0","0","0","1"," ","VERSIA WILLIAMS EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905160","0"," ","0","0","0","0"," ","MAUDRIE WALTON EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905161","0"," ","0","0","0","1"," ","SAM ROSEN EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905162","0"," ","0","0","0","1"," ","SAGAMORE HILL EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905163","1"," ","1","1","1","1"," ","BRUCE SHULKEY EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905165","0"," ","0","0","0","1"," ","RICHARD J WILSON EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905166","0"," ","0","0","0","0"," ","SOUTH HI MOUNT EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905167","0"," ","0","0","0","0"," ","SOUTH HILLS EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905168","0"," ","1","0","0","1"," ","SPRINGDALE EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905169","0"," ","0","0","0","0"," ","SUNRISE - MCMILLAN EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905171","0"," ","1","1","1","1"," ","TANGLEWOOD EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","KG - 05","E"," "," ","11"
"220905172","0"," ","0","0","0","1"," ","W J TURNER EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905175","0"," ","0","0","0","0"," ","WASHINGTON HEIGHTS EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905176","0"," ","0","0","0","1"," ","WAVERLY PARK EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905177","0"," ","0","0","0","1"," ","WESTCLIFF EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905178","0"," ","0","0","0","0"," ","WESTCREEK EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905180","0"," ","1","0","0","0"," ","WESTERN HILLS EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","02 - 05","E"," "," ","11"
"220905184","0"," ","0","1","1","1"," ","WORTH HEIGHTS EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905186","0"," ","0","0","0","0"," ","DAVID K SELLARS EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905187","0"," ","0","0","0","0"," ","J T STEVENS EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905188","0"," ","0","1","0","0"," ","ATWOOD MCDONALD EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905190","1"," ","0","0","1","0"," ","RIVERSIDE APPLIED LRN CTR","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905194","1","0","1","1","1","0","0","DAGGETT MONTESSORI","N","N","TARRANT","220","M","FORT WORTH ISD","220905","KG - 08","E"," "," ","11"
"220905206","0"," ","0","0","0","0"," ","BILL J ELLIOTT EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905207","1"," ","1","1","1","1"," ","WESTPARK EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","KG - 05","E"," "," ","11"
"220905208","0"," ","0","0","0","0"," ","T A SIMS EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905209","0"," ","0","0","0","0"," ","EDWARD BRISCOE EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905210"," "," "," "," "," "," "," ","CHILDREN'S MEDICAL CTR","N","N","TARRANT","220","Z","FORT WORTH ISD","220905","KG - 12","B"," "," ","11"
"220905211"," "," "," "," "," "," "," ","WOMEN'S HAVEN","N","N","TARRANT","220","Z","FORT WORTH ISD","220905","KG - 09","B"," "," ","11"
"220905212"," "," "," "," "," "," "," ","BRIDGE ASSOC","N","N","TARRANT","220","Z","FORT WORTH ISD","220905","06 - 12","B"," "," ","11"
"220905216","0"," ","0","1","0","0"," ","WOODWAY EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905217","0"," ","0","0","0","0"," ","I M TERRELL EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905219","0"," ","0","1","0","0"," ","LOWERY ROAD","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905220","0"," ","0","0","0","0"," ","ALICE D CONTRERAS","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905221"," "," "," "," "," "," "," ","WESTERN HILLS PRI","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 01","E","220905180","WESTERN HILLS EL","11"
"220905222","0"," ","0","0","0","0"," ","CLIFFORD DAVIS EL","N","N","TARRANT","220","I","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905223","0"," ","0","1","0","0"," ","CESAR CHAVEZ PRI","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905224"," "," "," "," "," "," "," ","MG ELLIS","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - KG","E","220905114","MANUEL JARA EL","11"
"220905225","0"," ","0","0","0","0"," ","BONNIE BRAE","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905226","0"," ","0","1","0","0"," ","SEMINARY HILLS PARK EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","EE - 05","E"," "," ","11"
"220905227","0"," ","0","0","0","0"," ","DOLORES HUERTA EL","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - 05","E"," "," ","11"
"220905228"," "," "," "," "," "," "," ","PK SATELLITE CENTERS","N","N","TARRANT","220","M","FORT WORTH ISD","220905","PK - PK","E","220905000","FORT WORTH ISD","11"
"220905242"," "," "," "," "," "," "," ","TARRANT YOUTH RECOVERY","N","N","TARRANT","220","Z","FORT WORTH ISD","220905","08 - 11","S"," "," ","11"
"220905251"," "," "," "," "," "," "," ","ASSESSMENT CTR","N","N","TARRANT","220","Z","FORT WORTH ISD","220905","07 - 07","M"," "," ","11"
"220905252"," "," "," "," "," "," "," ","INSIGHTS LEARNING CENTER","N","N","TARRANT","220","X","FORT WORTH ISD","220905","03 - 05","E"," "," ","11"
"220906001","0","0","1","0","1","1","0","GRAPEVINE H S","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","09 - 12","S"," "," ","11"
"220906004","0","0","1","0","1","0","0","COLLEYVILLE HERITAGE H S","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","09 - 12","S"," "," ","11"
"220906006"," "," "," "," "," "," "," ","THE BRIDGES ACAD ALTER","Y","N","TARRANT","220","A","GRAPEVINE-COLLEYVILLE ISD","220906","09 - 12","S"," "," ","11"
"220906007"," ","0","0","0","1","0","1","IUNIVERSITY PREP","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","05 - 12","B"," "," ","11"
"220906008","0","0","0","0","0","0"," ","GRAPEVINE-COLLEYVILLE COLLEGIATE A","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","09 - 09","S"," "," ","11"
"220906041","0","0","0","1","0","0","1","GRAPEVINE MIDDLE","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","06 - 08","M"," "," ","11"
"220906042","0","0","0","0","0","0","0","COLLEYVILLE MIDDLE","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","06 - 08","M"," "," ","11"
"220906043","0","0","0","0","0","0","0","HERITAGE MIDDLE","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","06 - 08","M"," "," ","11"
"220906044","0","1","1","1","1","0","0","CROSS TIMBERS MIDDLE","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","06 - 08","M"," "," ","11"
"220906101","1"," ","0","1","1","1"," ","CANNON EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","EE - 05","E"," "," ","11"
"220906102","1"," ","0","0","0","0"," ","COLLEYVILLE EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","KG - 05","E"," "," ","11"
"220906103","1"," ","1","1","1","1"," ","DOVE EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","KG - 05","E"," "," ","11"
"220906104","0"," ","0","0","0","1"," ","TIMBERLINE EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","PK - 05","E"," "," ","11"
"220906105","0"," ","0","0","0","0"," ","TAYLOR EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","EE - 05","E"," "," ","11"
"220906106","0"," ","1","0","1","1"," ","BEAR CREEK EL","N","N","TARRANT","220","M","GRAPEVINE-COLLEYVILLE ISD","220906","PK - 05","E"," "," ","11"
