DISTRICT,CNTYNAME,COUNTY,DA0GS21R,DAD_POST,DASC4X21R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_RATING,REGION,REGNNAME
206901,SAN SABA,206,97.9,0,97.8,46,78,54,82,100,100,B,84,76,A,90,50,B,83,A,90,48,C,75,86,N,N,N,N,N,SAN SABA ISD,520,71.2,730,0,0.0,456,62.5,155,21.2,54,7.4,77,10.5,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
206902,SAN SABA,206,., ,.,42,71,55,86,100,100,B,83,64,C,72,49,C,77,C,77,50,C,75,81,N,N, ,N,Y,RICHLAND SPRINGS ISD,.,.,120,0,0.0,59,49.2,2,1.7,.,.,21,17.5,.,.,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
206903,SAN SABA,206,., ,.,52,79,60,90,96,90,B,86,71,B,81,56,B,83,B,83,61,C,77,83,N,N, ,N,Y,CHEROKEE ISD,.,.,126,0,0.0,67,53.2,1,0.8,.,.,15,11.9,.,.,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
207901,SCHLEICHER,207,97.4,0,94.7,52,83,79,95,100,100,A,91,81,A,92,66,A,92,A,92,80,B,86,90,N,N,N,N,N,SCHLEICHER ISD,380,76.2,499,0,0.0,322,64.5,58,11.6,0,0,41,8.2,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
208901,SCURRY,208,., ,.,31,56,71,93,100,100,B,80,56,Not Rated: SB 1365,60,51,C,78,C,78,49,C,75,79,N,N, ,N,Y,HERMLEIGH ISD,.,.,258,0,0.0,119,46.1,16,6.2,.,.,22,8.5,.,.,.,.,.,.,.,C,14,REGION 14: ABILENE
208902,SCURRY,208,89.6, ,91.4,42,73,94,99,99.3,95,B,88,67,C,73,68,A,93,B,89,45,C,75,85,N,N,N,N,N,SNYDER ISD,1843,72.2,2551,0,0.0,1689,66.2,314,12.3,302,11.8,294,11.5,45,1.8,.,.,.,.,.,Not Rated: Data Under Review,14,REGION 14: ABILENE
208903,SCURRY,208,., ,.,68,92,83,96,100,100,A,95,72,B,82,76,B,87,B,87,100,A,100,97,N,N, ,N,Y,IRA ISD,.,.,275,0,0.0,73,26.5,6,2.2,.,.,24,8.7,.,.,.,.,.,.,.,A,14,REGION 14: ABILENE
209901,SHACKELFORD,209,82.9,0,82.9,49,81,74,94,97.8,90,B,88,70,B,80,62,B,88,B,88,59,C,78,85,N,N,N,N,N,ALBANY ISD,382,74.9,510,0,0.0,206,40.4,13,2.5,0,0,59,11.6,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
209902,SHACKELFORD,209,., ,.,26,52,60,90,100,100,C,77,57,Not Rated: SB 1365,62,43,C,78,C,78,50,C,75,77,N,N, ,N,Y,MORAN ISD,.,.,114,0,0.0,97,85.1,0,0.0,.,.,20,17.5,.,.,.,.,.,.,.,C,14,REGION 14: ABILENE
210901,SHELBY,210,80,0,82.7,45,76,76,94,99.4,95,B,87,73,B,85,61,A,92,A,92,79,B,86,90,N,N,N,N,N,CENTER ISD,1793,71.2,2518,0,0.0,1832,72.8,818,32.5,0,0,332,13.2,0,0,.,.,.,.,.,A,7,REGION 07: KILGORE
210902,SHELBY,210,85.7,0,85.7,55,86,90,98,96.2,90,A,92,73,B,85,73,A,94,A,94,84,B,88,92,N,N,N,N,N,JOAQUIN ISD,491,72.1,681,0,0.0,410,60.2,49,7.2,0,0,168,24.7,0,0,.,.,.,.,.,A,7,REGION 07: KILGORE
210903,SHELBY,210,., ,.,55,83,63,91,100,100,A,90,74,B,84,59,B,86,B,86,97,A,94,91,N,N, ,N,Y,SHELBYVILLE ISD,.,.,773,0,0.0,441,57.1,39,5.0,.,.,106,13.7,.,.,.,.,.,.,.,A,7,REGION 07: KILGORE
210904,SHELBY,210,., ,.,44,72,85,96,100,100,B,87,64,C,72,65,A,91,A,91,86,B,86,90,N,N, ,N,Y,TENAHA ISD,.,.,472,0,0.0,430,91.1,99,21.0,.,.,89,18.9,.,.,.,.,.,.,.,A,7,REGION 07: KILGORE
210905,SHELBY,210,., ,.,36,62,91,98,100,100,B,84,67,C,76,64,A,90,A,90,43,C,73,85,N,N, ,N,Y,TIMPSON ISD,.,.,643,0,0.0,419,65.2,43,6.7,.,.,90,14.0,.,.,.,.,.,.,.,Not Rated: Data Under Review,7,REGION 07: KILGORE
210906,SHELBY,210,., ,.,37,64,.,.,.,.,Not Rated: SB 1365,64,74,C,79,37,Not Rated: SB 1365,63,C,79,.,Not Rated,.,79,N,N, ,N,Y,EXCELSIOR ISD,.,.,68,.,0.0,49,72.1,10,14.7,.,.,5,7.4,.,.,.,.,.,.,.,C,7,REGION 07: KILGORE
211901,SHERMAN,211,., ,.,60,90,.,.,.,.,A,90,68,Not Rated: SB 1365,69,60,A,90,A,90,.,Not Rated,.,90,N,N, ,N,Y,TEXHOMA ISD,.,.,108,.,0.0,69,63.9,30,27.8,.,.,14,13.0,.,.,.,.,.,.,.,A,16,REGION 16: AMARILLO
211902,SHERMAN,211,97.6,0,97.6,49,81,68,92,100,100,B,89,72,B,84,59,A,90,A,90,75,B,85,89,N,N,N,N,N,STRATFORD ISD,421,72.7,579,0,0.0,333,57.5,118,20.4,0,0,62,10.7,0,0,.,.,.,.,.,B,16,REGION 16: AMARILLO
212801,SMITH,212,83.9,0,83.6,45,76,40,71,93,75,C,74,73,B,85,43,Not Rated: SB 1365,67,B,85,47,C,75,82,N,Y,N,N,N,CUMBERLAND ACADEMY,1442,74.9,1926,0,0.0,892,46.3,139,7.2,0,0,203,10.5,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
212804,SMITH,212,100,1,100,68,92,100,100,97.9,90,A,95,82,A,93,84,A,95,A,95,100,A,100,97,N,Y,N,N,N,UT TYLER UNIVERSITY ACADEMY,645,75.6,853,0,0.0,286,33.5,21,2.5,0,0,78,9.1,0,0,.,.,.,.,.,A,7,REGION 07: KILGORE
212901,SMITH,212,86,0,86.9,48,80,79,95,100,100,A,90,70,B,80,64,A,91,A,91,60,C,79,87,N,N,N,N,N,ARP ISD,684,74.1,923,0,0.0,519,56.2,32,3.5,0,0,105,11.4,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
212902,SMITH,212,90.5,0,90.9,65,91,75,94,98,95,A,93,75,B,89,70,A,91,A,91,98,A,98,95,N,N,N,N,N,BULLARD ISD,2111,75.7,2788,0,0.0,952,34.1,78,2.8,0,0,358,12.8,0,0,.,.,.,.,.,A,7,REGION 07: KILGORE
212903,SMITH,212,76.3,1,83.2,71,93,63,91,99.2,95,A,93,83,A,93,67,A,92,A,93,90,A,91,92,N,N,N,N,N,LINDALE ISD,3142,74,4244,0,0.0,2118,49.9,170,4.0,0,0,648,15.3,0,0,.,.,.,.,.,A,7,REGION 07: KILGORE
212904,SMITH,212,24.2, ,24.2,59,89,94,99,100,100,A,95,76,A,90,77,A,94,A,94,93,A,94,95,N,N,N,N,N,TROUP ISD,794,75.6,1050,0,0.0,559,53.2,43,4.1,0,0,121,11.5,0,0,.,.,.,.,.,Not Rated: Data Under Review,7,REGION 07: KILGORE
212905,SMITH,212,91,0,93.8,45,76,73,93,99.3,95,B,87,70,B,80,59,A,91,B,89,74,B,84,88,N,N,N,N,N,TYLER ISD,13077,72.1,18126,372,2.1,14116,77.9,4473,24.7,0,0,1776,9.8,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
212906,SMITH,212,88.1,1,89.1,64,91,65,91,94,80,B,89,77,A,90,65,A,92,A,92,95,A,95,93,N,N,N,N,N,WHITEHOUSE ISD,3745,76.5,4896,0,0.0,2730,55.8,214,4.4,0,0,636,13.0,0,0,.,.,.,.,.,A,7,REGION 07: KILGORE
212909,SMITH,212,90,0,92.2,37,65,82,96,96.6,90,B,82,61,Not Rated: SB 1365,59,60,B,89,B,89,53,C,77,85,N,N,N,N,N,CHAPEL HILL ISD,2550,75.2,3393,195,5.7,2765,81.5,852,25.1,0,0,474,14.0,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
212910,SMITH,212,73.7,1,72.4,46,78,79,95,98.5,95,B,88,78,A,91,63,A,92,A,92,64,B,81,89,N,N,N,N,N,WINONA ISD,760,70.6,1077,0,0.0,930,86.4,184,17.1,0,0,161,14.9,0,0,.,.,.,.,.,B,7,REGION 07: KILGORE
213801,SOMERVELL,213,., ,.,40,90,7,70,72,70,C,78,60,C,78,.,Not Rated,.,C,78,.,Not Rated,.,81,Y,Y, ,N,Y,BRAZOS RIVER CHARTER SCHOOL,.,.,182,0,0.0,99,54.4,4,2.2,.,.,42,23.1,.,.,3,19,0,52,3,B,11,REGION 11: FORT WORTH
213901,SOMERVELL,213,88.6,0,89.1,58,88,82,96,100,100,A,94,71,B,82,70,A,91,A,91,90,A,91,93,N,N,N,N,N,GLEN ROSE ISD,1488,75.1,1982,0,0.0,717,36.2,189,9.5,0,0,218,11.0,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
214901,STARR,214,96.7,0,97.9,38,67,99,100,98.7,95,B,86,79,A,91,69,A,94,A,94,60,C,79,90,N,N,N,N,N,RIO GRANDE CITY GRULLA ISD,6706,74.5,9007,455,5.1,8626,95.8,6998,77.7,0,0,902,10.0,0,0,.,.,.,.,.,A,1,REGION 01: EDINBURG
214902,STARR,214,90,0,90,42,73,70,93,100,100,B,86,68,C,76,56,A,91,A,91,67,B,82,88,N,N,N,N,N,SAN ISIDRO ISD,150,78.9,190,0,0.0,188,98.9,35,18.4,0,0,28,14.7,0,0,.,.,.,.,.,B,1,REGION 01: EDINBURG
214903,STARR,214,94.7,1,95.4,49,81,58,88,92.6,70,B,82,79,A,91,54,A,90,A,91,100,A,100,94,N,N,N,N,N,ROMA ISD,4204,74.8,5621,0,0.0,4820,85.7,4588,81.6,0,0,456,8.1,0,0,.,.,.,.,.,A,1,REGION 01: EDINBURG
215901,STEPHENS,215,66.3,0,69.4,43,74,77,94,96.1,90,B,85,72,B,84,60,A,91,A,91,50,C,76,87,N,N,N,N,N,BRECKENRIDGE ISD,1003,70.9,1414,0,0.0,920,65.1,116,8.2,0,0,202,14.3,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
216901,STERLING,216,95.8,1,100,54,85,96,99,100,100,A,94,77,A,90,75,A,94,A,94,79,B,86,92,N,N,N,N,N,STERLING CITY ISD,241,71.5,337,0,0.0,162,48.1,32,9.5,0,0,61,18.1,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
217901,STONEWALL,217,95.2,0,95,55,86,70,93,100,100,A,92,77,A,90,63,A,91,A,91,78,B,86,90,N,N,N,N,N,ASPERMONT ISD,135,73.4,184,0,0.0,94,51.1,5,2.7,0,0,18,9.8,0,0,.,.,.,.,.,A,14,REGION 14: ABILENE
218901,SUTTON,218,87,0,87,53,84,80,95,100,100,A,92,72,B,84,67,A,92,A,92,84,B,88,91,N,N,N,N,N,SONORA ISD,499,73,684,0,0.0,348,50.9,117,17.1,0,0,76,11.1,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
219901,SWISHER,219,100,1,100,60,90,92,98,100,100,A,95,73,B,85,76,A,93,B,89,100,B,89,93,N,N,N,N,N,HAPPY ISD,199,76.8,259,0,0.0,86,33.2,11,4.2,0,0,31,12.0,0,0,.,.,.,.,.,A,16,REGION 16: AMARILLO
219903,SWISHER,219,68.2,0,71.4,31,56,52,79,100,100,C,74,61,Not Rated: SB 1365,59,42,C,78,C,78,40,C,73,77,N,N,N,N,N,TULIA ISD,714,75.7,943,0,0.0,788,83.6,79,8.4,0,0,132,14.0,0,0,.,.,.,.,.,C,16,REGION 16: AMARILLO
219905,SWISHER,219,100,0,100,43,74,56,85,94.1,80,B,80,69,C,79,50,B,84,B,84,68,B,82,83,N,N,N,N,N,KRESS ISD,204,75.3,271,0,0.0,177,65.3,17,6.3,0,0,21,7.7,0,0,.,.,.,.,.,B,16,REGION 16: AMARILLO
220801,TARRANT,220,., ,.,62,91,61,90,100,100,A,92,86,A,93,62,C,75,A,93,100,A,100,95,N,Y, ,N,Y,TREETOPS SCHOOL INTERNATIONAL,.,.,323,0,0.0,66,20.4,3,0.9,.,.,22,6.8,.,.,.,.,.,.,.,A,11,REGION 11: FORT WORTH
220802,TARRANT,220,., ,.,64,91,.,.,.,.,A,91,78,A,91,64,B,87,A,91,92,A,93,92,N,Y,N,N,N,ARLINGTON CLASSICS ACADEMY,1012,66.3,1526,0,0.0,428,28.0,134,8.8,0,0,64,4.2,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
220809,TARRANT,220,93.2,0,93.2,61,90,61,90,100,100,A,92,75,B,89,61,Not Rated: SB 1365,69,B,89,95,A,95,93,N,Y,N,N,N,FORT WORTH ACADEMY OF FINE ARTS,653,100,653,0,0.0,98,15.0,36,5.5,0,0,41,6.3,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
220810,TARRANT,220,., ,.,78,95,95,99,100,100,A,98,83,A,92,87,B,84,A,92,100,A,100,99,N,Y, ,N,Y,WESTLAKE ACADEMY CHARTER SCHOOL,.,.,877,0,0.0,23,2.6,19,2.2,.,.,43,4.9,.,.,.,.,.,.,.,A,11,REGION 11: FORT WORTH
220811,TARRANT,220,., ,.,40,69,.,.,.,.,Not Rated: SB 1365,69,77,B,83,40,C,72,B,83,53,C,71,79,N,Y, ,N,Y,EAST FORT WORTH MONTESSORI ACADEMY,.,.,185,.,0.0,146,78.9,58,31.4,.,.,9,4.9,.,.,.,.,.,.,.,C,11,REGION 11: FORT WORTH
220814,TARRANT,220,., ,.,56,85,.,.,.,.,B,85,81,B,89,56,Not Rated: SB 1365,66,B,89,85,B,80,86,N,Y, ,N,Y,TEXAS SCHOOL OF THE ARTS,.,.,293,0,0.0,69,23.5,36,12.3,.,.,16,5.5,.,.,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220815,TARRANT,220,., ,.,34,59,.,.,.,.,Not Rated: SB 1365,59,73,C,77,34,Not Rated: SB 1365,57,C,77,46,Not Rated: SB 1365,69,75,N,Y, ,N,Y,CHAPEL HILL ACADEMY,.,.,693,.,0.0,447,64.5,74,10.7,.,.,56,8.1,.,.,.,.,.,.,.,C,11,REGION 11: FORT WORTH
220817,TARRANT,220,74.6,0,75.6,44,75,35,66,99.1,95,C,75,72,B,84,40,Not Rated: SB 1365,69,B,84,41,C,73,81,N,Y,N,N,N,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTON,1991,65.7,3032,0,0.0,1728,57.0,404,13.3,0,0,192,6.3,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220819,TARRANT,220,89.5,0,89.7,47,79,79,95,97.5,90,B,88,73,B,85,63,A,92,A,92,75,B,85,90,N,Y,N,N,N,HIGH POINT ACADEMY,1040,72.7,1431,0,0.0,1270,88.7,108,7.5,0,0,144,10.1,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
220901,TARRANT,220,72.3,0,74.5,42,73,46,75,92.2,70,C,73,76,A,90,44,C,79,A,90,39,C,73,85,N,N,N,N,N,ARLINGTON ISD,41068,73.9,55594,719,1.3,40487,72.8,16832,30.3,68,0.1,5505,9.9,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220902,TARRANT,220,72.5,0,74.3,50,82,58,88,96.6,90,B,86,73,B,85,54,B,87,B,87,59,C,78,84,N,N,N,N,N,BIRDVILLE ISD,17066,76,22447,98,0.4,13416,59.8,5279,23.5,0,0,2631,11.7,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220904,TARRANT,220,87.1, ,86.8,39,69,89,97,97.1,90,B,84,73,B,85,64,A,93,A,93,44,C,74,87,N,N,N,N,N,EVERMAN ISD,4114,75.4,5457,336,6.2,5087,93.2,1838,33.7,55,1,600,11.0,0,0,.,.,.,.,.,Not Rated: Data Under Review,11,REGION 11: FORT WORTH
220905,TARRANT,220,88, ,90.2,35,60,59,89,89.7,65,C,73,69,C,79,47,B,84,B,84,41,C,73,81,N,N,N,N,N,FORT WORTH ISD,54152,72.9,74326,980,1.3,63294,85.2,27947,37.6,616,0.8,7923,10.7,0,0,.,.,.,.,.,Not Rated: Data Under Review,11,REGION 11: FORT WORTH
220906,TARRANT,220,95.5,0,96.2,65,91,72,93,97.7,90,B,89,80,A,92,69,B,85,A,92,94,A,95,93,N,N,N,N,N,GRAPEVINE-COLLEYVILLE ISD,11008,79,13930,383,2.7,3145,22.6,1453,10.4,0,0,1387,10.0,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
220907,TARRANT,220,89.4,0,90.3,58,88,68,92,97.7,90,B,89,75,B,89,63,B,80,B,89,77,B,85,88,N,N,N,N,N,KELLER ISD,26843,78.2,34336,0,0.0,8890,25.9,3580,10.4,0,0,4184,12.2,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220908,TARRANT,220,82.1,0,83.2,55,86,63,91,97.1,90,B,89,72,B,84,59,B,86,B,86,82,B,87,88,N,N,N,N,N,MANSFIELD ISD,27633,78.4,35240,202,0.6,14911,42.3,4252,12.1,0,0,3747,10.6,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220910,TARRANT,220,77,0,77.6,28,54,34,65,93.8,75,Not Rated: SB 1365,63,68,C,76,31,Not Rated: SB 1365,63,C,76,8,Not Rated: SB 1365,47,67,N,N,N,N,N,LAKE WORTH ISD,2644,72.8,3632,0,0.0,3153,86.8,874,24.1,0,0,401,11.0,0,0,.,.,.,.,.,Not Rated: SB 1365,11,REGION 11: FORT WORTH
220912,TARRANT,220,87.6,0,88.4,39,69,64,91,94.4,80,B,80,72,B,84,52,B,88,B,88,60,C,79,85,N,N,N,N,N,CROWLEY ISD,11940,73.6,16227,329,2.0,11713,72.2,2769,17.1,42,0.3,1912,11.8,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220914,TARRANT,220,81.3,0,80.4,45,76,50,78,97.2,90,B,80,74,B,87,48,C,74,B,87,49,C,76,84,N,N,N,N,N,KENNEDALE ISD,2219,78.2,2836,0,0.0,1286,45.3,342,12.1,0,0,254,9.0,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220915,TARRANT,220,78.1,0,80.8,50,82,65,91,98.8,95,B,88,74,B,87,58,B,88,B,88,55,C,77,85,N,N,N,N,N,AZLE ISD,5173,75.4,6864,0,0.0,3382,49.3,496,7.2,0,0,948,13.8,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220916,TARRANT,220,84.4,1,86.3,61,90,57,86,98.8,95,B,89,81,A,92,59,A,90,A,92,94,A,95,93,N,N,N,N,N,HURST-EULESS-BEDFORD ISD,16951,74.3,22814,0,0.0,13871,60.8,4418,19.4,0,0,2649,11.6,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
220917,TARRANT,220,63.2,0,66.2,39,69,68,92,94.4,80,B,80,73,B,85,54,A,90,A,90,47,C,75,86,N,N,N,N,N,CASTLEBERRY ISD,2641,72.6,3636,0,0.0,3202,88.1,1347,37.0,0,0,483,13.3,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220918,TARRANT,220,72.9,0,73.6,49,81,54,82,97.9,90,B,83,75,B,89,52,C,78,B,89,64,B,81,87,N,N,N,N,N,EAGLE MT-SAGINAW ISD,17122,76.5,22381,0,0.0,9889,44.2,3048,13.6,0,0,2734,12.2,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
220919,TARRANT,220,93.9,1,95.2,83,96,85,96,100,100,A,97,84,A,93,84,B,88,A,93,100,A,100,98,N,N,N,N,N,CARROLL ISD,6638,79.2,8382,0,0.0,120,1.4,276,3.3,0,0,638,7.6,0,0,.,.,.,.,.,A,11,REGION 11: FORT WORTH
220920,TARRANT,220,85.9,0,86.7,47,79,51,78,92.6,70,C,77,71,B,82,49,B,80,B,82,57,C,78,81,N,N,N,N,N,WHITE SETTLEMENT ISD,5252,75.2,6981,0,0.0,3854,55.2,996,14.3,0,0,787,11.3,0,0,.,.,.,.,.,B,11,REGION 11: FORT WORTH
221801,TAYLOR,221,91.4,0,93.3,52,83,87,97,99,95,B,89,69,C,79,70,A,92,B,89,68,B,82,87,N,Y,N,N,N,TEXAS COLLEGE PREPARATORY ACADEMIES,10545,69.2,15236,551,3.6,6018,39.5,1805,11.8,206,1.4,1043,6.8,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
221901,TAYLOR,221,93.1,0,95.3,39,69,48,76,96.2,90,C,76,66,C,70,44,C,76,C,76,33,C,71,75,N,N,N,N,N,ABILENE ISD,10962,71.8,15274,0,0.0,9955,65.2,829,5.4,0,0,2289,15.0,0,0,.,.,.,.,.,C,14,REGION 14: ABILENE
221904,TAYLOR,221,94.2,0,95.3,42,73,73,93,100,100,B,86,65,Not Rated: SB 1365,69,58,B,88,B,88,72,B,83,87,N,N,N,N,N,MERKEL ISD,781,72.2,1082,0,0.0,542,50.1,27,2.5,0,0,210,19.4,0,0,.,.,.,.,.,B,14,REGION 14: ABILENE
221905,TAYLOR,221,., ,.,37,64,60,90,100,100,B,82,65,C,73,49,B,81,B,81,53,C,76,80,N,N, ,N,Y,TRENT ISD,.,.,138,0,0.0,89,64.5,2,1.4,.,.,26,18.8,.,.,.,.,.,.,.,B,14,REGION 14: ABILENE
221911,TAYLOR,221,83.9,0,84.2,62,91,60,90,100,100,A,92,69,C,79,61,C,74,C,79,100,A,100,94,N,N,N,N,N,JIM NED CISD,1169,74.2,1576,0,0.0,318,20.2,10,0.6,0,0,189,12.0,0,0,.,.,.,.,.,A,14,REGION 14: ABILENE
221912,TAYLOR,221,86.7,0,86.6,66,92,66,92,99.2,95,A,93,76,A,90,66,B,80,A,90,96,A,96,94,N,N,N,N,N,WYLIE ISD,3727,73.1,5097,0,0.0,1061,20.8,112,2.2,0,0,480,9.4,0,0,.,.,.,.,.,A,14,REGION 14: ABILENE
222901,TERRELL,222,., ,.,58,88,90,98,100,100,A,94,73,B,83,74,A,92,A,92,86,B,86,92,N,N, ,N,Y,TERRELL COUNTY ISD,.,.,133,0,0.0,69,51.9,7,5.3,.,.,30,22.6,.,.,.,.,.,.,.,A,18,REGION 18: MIDLAND
223901,TERRY,223,81.1,0,76.7,34,59,63,91,97.7,90,C,78,65,Not Rated: SB 1365,69,49,B,86,B,86,53,C,77,83,N,N,N,N,N,BROWNFIELD ISD,1157,70.5,1640,0,0.0,1409,85.9,144,8.8,0,0,248,15.1,0,0,.,.,.,.,.,B,17,REGION 17: LUBBOCK
223902,TERRY,223,., ,.,42,71,94,99,100,100,B,88,63,C,70,68,A,91,A,91,63,C,78,87,N,N, ,N,Y,MEADOW ISD,.,.,270,0,0.0,188,69.6,14,5.2,.,.,28,10.4,.,.,.,.,.,.,.,B,17,REGION 17: LUBBOCK
223904,TERRY,223,., ,.,51,78,93,98,100,100,A,90,78,B,88,72,A,92,A,92,83,B,85,90,N,N, ,N,Y,WELLMAN-UNION CISD,.,.,284,0,0.0,151,53.2,41,14.4,.,.,30,10.6,.,.,.,.,.,.,.,A,17,REGION 17: LUBBOCK
224901,THROCKMORTON,224,., ,.,30,56,89,97,100,100,B,81,69,C,79,60,B,82,B,82,44,C,74,80,N,N, ,N,Y,THROCKMORTON COLLEGIATE ISD,.,.,156,16,10.3,60,38.5,0,0.0,.,.,9,5.8,.,.,.,.,.,.,.,B,14,REGION 14: ABILENE
224902,THROCKMORTON,224,., ,.,50,77,100,100,100,100,A,91,73,B,83,75,A,93,A,93,72,B,81,89,N,N, ,N,Y,WOODSON ISD,.,.,160,0,0.0,87,54.4,0,0.0,.,.,22,13.8,.,.,.,.,.,.,.,Not Rated: Data Under Review,9,REGION 09: WICHITA FALLS
225902,TITUS,225,79.1,0,78.9,50,82,45,74,99.4,95,B,81,72,B,84,48,B,85,B,85,63,B,80,84,N,N,N,N,N,MOUNT PLEASANT ISD,3646,70.9,5139,0,0.0,4145,80.7,2539,49.4,0,0,695,13.5,0,0,.,.,.,.,.,B,8,REGION 08: MT PLEASANT
225906,TITUS,225,79.8, ,80.5,59,89,76,94,100,100,A,93,77,A,90,68,A,91,A,91,90,A,91,92,N,N,N,N,N,CHAPEL HILL ISD,803,77.1,1042,0,0.0,459,44.0,182,17.5,0,0,124,11.9,0,0,.,.,.,.,.,Not Rated: Data Under Review,8,REGION 08: MT PLEASANT
225907,TITUS,225,., ,.,45,76,.,.,100,100,C,76,70,B,80,45,C,79,B,80,43,C,74,78,N,N,N,N,N,HARTS BLUFF ISD,529,65.8,804,108,13.4,496,61.7,255,31.7,0,0,74,9.2,0,0,.,.,.,.,.,C,8,REGION 08: MT PLEASANT
226801,TOM GREEN,226,77.1,0,76.1,36,62,76,94,100,100,B,82,65,Not Rated: SB 1365,69,56,B,87,B,87,66,B,81,85,N,Y,N,N,N,TEXAS LEADERSHIP PUBLIC SCHOOLS,2590,73.8,3511,0,0.0,1859,52.9,112,3.2,0,0,278,7.9,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
226901,TOM GREEN,226,87.2,0,94.7,59,89,72,93,100,100,A,93,71,B,82,66,B,86,B,86,96,A,96,94,N,N,N,N,N,CHRISTOVAL ISD,424,75.4,562,0,0.0,161,28.6,1,0.2,0,0,74,13.2,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
226903,TOM GREEN,226,70.7,0,73.9,38,67,82,96,93.4,75,B,80,65,Not Rated: SB 1365,69,60,A,91,B,89,42,C,74,85,N,N,N,N,N,SAN ANGELO ISD,10506,76.1,13798,0,0.0,8701,63.1,750,5.4,0,0,1653,12.0,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
226905,TOM GREEN,226,68.8,0,73.3,50,82,88,97,100,100,A,92,59,Not Rated: SB 1365,58,69,B,89,B,89,57,C,78,88,N,N,N,N,N,WATER VALLEY ISD,271,77.4,350,0,0.0,166,47.4,8,2.3,0,0,69,19.7,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
226906,TOM GREEN,226,93.3,1,92.5,72,93,86,97,100,100,A,96,80,A,92,79,A,91,A,92,100,A,100,97,N,N,N,N,N,WALL ISD,956,74.5,1283,0,0.0,224,17.5,14,1.1,0,0,94,7.3,0,0,.,.,.,.,.,A,15,REGION 15: SAN ANGELO
226907,TOM GREEN,226,90.3,0,92.6,41,71,85,96,100,100,B,87,71,B,82,63,A,92,B,89,63,B,80,86,N,N,N,N,N,GRAPE CREEK ISD,839,74.1,1132,0,0.0,758,67.0,57,5.0,0,0,243,21.5,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
226908,TOM GREEN,226,100,0,100,52,83,50,78,100,100,B,84,69,C,79,51,C,75,C,79,28,Not Rated: SB 1365,69,80,N,N,N,N,N,VERIBEST ISD,196,70.8,277,0,0.0,111,40.1,16,5.8,0,0,33,11.9,0,0,.,.,.,.,.,B,15,REGION 15: SAN ANGELO
227506,TRAVIS,227,., ,.,67,92,71,93,49,40,B,82,82,A,91,69,C,77,A,91,76,B,83,89,N,N, ,N,Y,UNIVERSITY OF TEXAS AT AUSTIN H S,.,.,666,.,0.0,95,14.3,15,2.3,.,.,39,5.9,.,.,.,.,.,.,.,B,13,REGION 13: AUSTIN
