DISTRICT,DD3G,DD3S,COUNTY,CNTYNAME,DDALLS,D_RATING,DFLALTED,DFLCHART,DFLNEWDIST,DISTNAME,REGION,REGNNAME,DD2G,DD2S,DD2AG,DD2AS,DD2BG,DD2BS,DD1G,DD1S,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP
184907,B,87.0,184,PARKER,90.0,A,N,N,N,ALEDO ISD,11,REGION 11: FORT WORTH,B,81.0,B,81.0,C,77.0,A,91.0,5831,74.6,7814,0,0.0,1215,217,2.8,0,0.0,830,10.6,0,0.0
184908,C,72.0,184,PARKER,78.0,C,N,N,N,PEASTER ISD,11,REGION 11: FORT WORTH,C,71.0,C,71.0,D,64.0,B,80.0,1336,76.3,1750,0,0.0,475,54,3.1,0,0.0,146,8.3,0,0.0
184909,B,87.0,184,PARKER,91.0,A,N,N,N,BROCK ISD,11,REGION 11: FORT WORTH,B,84.0,B,84.0,D,66.0,A,92.0,1531,73.6,2080,0,0.0,82,40,1.9,0,0.0,193,9.3,0,0.0
184911,D,64.0,184,PARKER,70.0,C,N,N,N,GARNER ISD,11,REGION 11: FORT WORTH,C,71.0,D,69.0,C,71.0,C,72.0,204,63.2,323,0,0.0,176,19,5.9,28,8.7,52,16.1,0,0.0
185901,C,76.0,185,PARMER,77.0,C,N,N,N,BOVINA ISD,16,REGION 16: AMARILLO,C,78.0,D,67.0,C,78.0,C,73.0,313,73.6,425,0,0.0,363,124,29.2,0,0.0,74,17.4,0,0.0
185902,B,82.0,185,PARMER,84.0,B,N,N,N,FARWELL ISD,16,REGION 16: AMARILLO,B,84.0,C,74.0,B,84.0,B,85.0,445,73.8,603,0,0.0,339,101,16.7,0,0.0,74,12.3,0,0.0
185903,D,62.0,185,PARMER,70.0,C,N,N,N,FRIONA ISD,16,REGION 16: AMARILLO,C,73.0,C,73.0,C,71.0,C,70.0,768,72.6,1058,0,0.0,719,411,38.8,0,0.0,112,10.6,0,0.0
185904,B,86.0,185,PARMER,83.0,B,N,N,N,LAZBUDDIE ISD,16,REGION 16: AMARILLO,B,82.0,B,82.0,C,78.0,C,77.0,97,74.6,130,0,0.0,90,27,20.8,0,0.0,16,12.3,0,0.0
186901,D,62.0,186,PECOS,73.0,C,N,N,N,BUENA VISTA ISD,18,REGION 18: MIDLAND,C,74.0,D,62.0,C,74.0,C,77.0,196,78.4,250,0,0.0,141,42,16.8,0,0.0,25,10.0,0,0.0
186902,F,55.0,186,PECOS,63.0,D,N,N,N,FORT STOCKTON ISD,18,REGION 18: MIDLAND,D,66.0,F,56.0,D,66.0,D,66.0,1693,78.1,2167,0,0.0,1535,268,12.4,0,0.0,304,14.0,0,0.0
186903,D,65.0,186,PECOS,76.0,C,N,N,N,IRAAN-SHEFFIELD COLLEGIATE ISD,18,REGION 18: MIDLAND,B,80.0,B,80.0,D,69.0,C,70.0,250,74.6,335,0,0.0,202,47,14.0,37,11.0,44,13.1,0,0.0
187901,A,93.0,187,POLK,90.0,A,N,N,N,BIG SANDY ISD,6,REGION 06: HUNTSVILLE,B,87.0,C,75.0,B,87.0,B,88.0,369,72.4,510,0,0.0,320,1,0.2,0,0.0,82,16.1,0,0.0
187903,C,78.0,187,POLK,83.0,B,N,N,N,GOODRICH ISD,6,REGION 06: HUNTSVILLE,B,85.0,B,85.0,C,73.0,C,71.0,183,69.8,262,0,0.0,221,53,20.2,0,0.0,26,9.9,0,0.0
187904,D,69.0,187,POLK,76.0,C,N,N,N,CORRIGAN-CAMDEN ISD,6,REGION 06: HUNTSVILLE,C,79.0,D,65.0,C,79.0,C,76.0,614,73.5,835,0,0.0,574,78,9.3,0,0.0,119,14.3,0,0.0
187906,C,72.0,187,POLK,71.0,C,N,N,N,LEGGETT ISD,6,REGION 06: HUNTSVILLE,C,70.0,C,70.0,D,64.0,D,65.0,145,65.6,221,0,0.0,183,6,2.7,0,0.0,36,16.3,0,0.0
187907,D,64.0,187,POLK,72.0,C,N,N,N,LIVINGSTON ISD,6,REGION 06: HUNTSVILLE,C,75.0,D,67.0,C,75.0,C,72.0,2924,72.1,4053,0,0.0,2655,427,10.5,0,0.0,618,15.2,0,0.0
187910,C,74.0,187,POLK,80.0,B,N,N,N,ONALASKA ISD,6,REGION 06: HUNTSVILLE,B,83.0,D,63.0,B,83.0,B,82.0,903,73.0,1237,0,0.0,808,24,1.9,0,0.0,184,14.9,0,0.0
188901,C,74.0,188,POTTER,80.0,B,N,N,N,AMARILLO ISD,16,REGION 16: AMARILLO,B,82.0,C,75.0,B,82.0,C,76.0,21909,72.5,30225,0,0.0,21512,5432,18.0,0,0.0,4655,15.4,0,0.0
188902,C,76.0,188,POTTER,77.0,C,N,N,N,RIVER ROAD ISD,16,REGION 16: AMARILLO,C,77.0,D,69.0,C,77.0,C,76.0,989,76.3,1296,0,0.0,870,88,6.8,0,0.0,236,18.2,0,0.0
188903,B,80.0,188,POTTER,81.0,B,N,N,N,HIGHLAND PARK ISD,16,REGION 16: AMARILLO,B,82.0,B,82.0,B,82.0,B,82.0,608,77.1,789,0,0.0,396,65,8.2,0,0.0,113,14.3,0,0.0
188904,B,85.0,188,POTTER,89.0,B,N,N,N,BUSHLAND ISD,16,REGION 16: AMARILLO,B,81.0,B,81.0,C,71.0,A,91.0,1194,79.2,1508,0,0.0,237,14,0.9,0,0.0,234,15.5,0,0.0
189901,C,73.0,189,PRESIDIO,69.0,D,N,N,N,MARFA ISD,18,REGION 18: MIDLAND,F,59.0,F,59.0,F,58.0,D,67.0,176,75.5,233,0,0.0,113,39,16.7,0,0.0,36,15.5,0,0.0
189902,C,78.0,189,PRESIDIO,80.0,B,N,N,N,PRESIDIO ISD,18,REGION 18: MIDLAND,B,81.0,C,77.0,B,81.0,C,73.0,798,78.2,1020,391,38.3,956,645,63.2,0,0.0,88,8.6,0,0.0
190903,D,65.0,190,RAINS,69.0,D,N,N,N,RAINS ISD,7,REGION 07: KILGORE,C,71.0,C,71.0,D,64.0,D,67.0,1317,75.1,1753,0,0.0,1096,143,8.2,0,0.0,263,15.0,0,0.0
191901,C,79.0,191,RANDALL,85.0,B,N,N,N,CANYON ISD,16,REGION 16: AMARILLO,B,81.0,C,70.0,B,81.0,B,87.0,8371,76.0,11012,0,0.0,4016,394,3.6,0,0.0,1432,13.0,0,0.0
192901,B,83.0,192,REAGAN,80.0,B,N,N,N,REAGAN COUNTY ISD,18,REGION 18: MIDLAND,C,79.0,C,79.0,C,79.0,C,76.0,553,69.3,798,0,0.0,508,152,19.0,0,0.0,95,11.9,0,0.0
193801,X,,193,REAL,,X,N,Y,N,BIG SPRINGS CHARTER SCHOOL,20,REGION 20: SAN ANTONIO,X,,X,,X,,X,,191,92.3,207,0,0.0,177,5,2.4,0,0.0,93,44.9,0,0.0
193902,F,57.0,193,REAL,68.0,D,N,N,N,LEAKEY ISD,20,REGION 20: SAN ANTONIO,C,70.0,F,57.0,C,70.0,C,72.0,255,70.6,361,0,0.0,186,18,5.0,0,0.0,59,16.3,0,0.0
194902,B,89.0,194,RED RIVER,93.0,A,N,N,N,AVERY ISD,8,REGION 08: MT PLEASANT,A,94.0,C,74.0,A,94.0,A,94.0,249,74.3,335,0,0.0,213,4,1.2,0,0.0,47,14.0,0,0.0
194903,B,82.0,194,RED RIVER,85.0,B,N,N,N,RIVERCREST ISD,8,REGION 08: MT PLEASANT,B,86.0,C,71.0,B,86.0,B,82.0,512,73.4,698,0,0.0,469,45,6.4,0,0.0,79,11.3,0,0.0
194904,D,62.0,194,RED RIVER,61.0,D,N,N,N,CLARKSVILLE ISD,8,REGION 08: MT PLEASANT,D,61.0,F,54.0,D,61.0,D,60.0,365,69.9,522,0,0.0,495,58,11.1,0,0.0,87,16.7,0,0.0
194905,D,62.0,194,RED RIVER,73.0,C,N,N,N,DETROIT ISD,8,REGION 08: MT PLEASANT,C,78.0,D,63.0,C,78.0,C,76.0,358,73.4,488,0,0.0,345,2,0.4,0,0.0,85,17.4,0,0.0
195901,D,62.0,195,REEVES,67.0,D,N,N,N,PECOS-BARSTOW-TOYAH ISD,18,REGION 18: MIDLAND,D,69.0,D,61.0,D,69.0,D,67.0,2011,72.5,2774,0,0.0,1997,452,16.3,0,0.0,307,11.1,0,0.0
195902,A,93.0,195,REEVES,87.0,B,N,N,N,BALMORHEA ISD,18,REGION 18: MIDLAND,B,84.0,C,72.0,B,84.0,B,84.0,109,76.2,143,17,11.9,119,16,11.2,0,0.0,17,11.9,0,0.0
196901,B,84.0,196,REFUGIO,84.0,B,N,N,N,AUSTWELL-TIVOLI ISD,3,REGION 03: VICTORIA,B,84.0,D,68.0,B,84.0,B,84.0,104,72.2,144,0,0.0,85,3,2.1,0,0.0,37,25.7,0,0.0
196902,D,66.0,196,REFUGIO,76.0,C,N,N,N,WOODSBORO ISD,3,REGION 03: VICTORIA,C,76.0,F,56.0,C,76.0,B,80.0,311,72.8,427,0,0.0,256,4,0.9,0,0.0,86,20.1,0,0.0
196903,C,76.0,196,REFUGIO,75.0,C,N,N,N,REFUGIO ISD,3,REGION 03: VICTORIA,C,74.0,C,72.0,C,74.0,C,73.0,495,75.8,653,0,0.0,443,39,6.0,0,0.0,124,19.0,0,0.0
197902,A,93.0,197,ROBERTS,92.0,A,N,N,N,MIAMI ISD,16,REGION 16: AMARILLO,B,85.0,D,60.0,B,85.0,A,91.0,162,79.4,204,0,0.0,75,2,1.0,0,0.0,18,8.8,0,0.0
198901,C,74.0,198,ROBERTSON,77.0,C,N,N,N,BREMOND ISD,6,REGION 06: HUNTSVILLE,C,78.0,C,72.0,C,78.0,C,77.0,369,72.8,507,0,0.0,283,19,3.7,0,0.0,63,12.4,0,0.0
198902,F,54.0,198,ROBERTSON,70.0,C,N,N,N,CALVERT ISD,6,REGION 06: HUNTSVILLE,C,73.0,F,53.0,C,73.0,C,77.0,93,69.9,133,0,0.0,123,6,4.5,0,0.0,20,15.0,0,0.0
198903,B,89.0,198,ROBERTSON,88.0,B,N,N,N,FRANKLIN ISD,6,REGION 06: HUNTSVILLE,B,86.0,B,81.0,B,86.0,B,88.0,1005,74.4,1350,0,0.0,538,48,3.6,0,0.0,190,14.1,0,0.0
198905,D,61.0,198,ROBERTSON,60.0,D,N,N,N,HEARNE ISD,6,REGION 06: HUNTSVILLE,D,60.0,F,54.0,D,60.0,F,59.0,545,72.9,748,0,0.0,708,150,20.1,0,0.0,140,18.7,0,0.0
198906,B,88.0,198,ROBERTSON,89.0,B,N,N,N,MUMFORD ISD,6,REGION 06: HUNTSVILLE,B,89.0,B,82.0,B,89.0,A,90.0,395,65.8,600,0,0.0,382,121,20.2,0,0.0,55,9.2,0,0.0
199901,B,89.0,199,ROCKWALL,88.0,B,N,N,N,ROCKWALL ISD,10,REGION 10: RICHARDSON,B,83.0,B,83.0,C,79.0,B,88.0,14015,76.7,18273,0,0.0,5046,1772,9.7,0,0.0,2427,13.3,0,0.0
199902,B,81.0,199,ROCKWALL,81.0,B,N,N,N,ROYSE CITY ISD,10,REGION 10: RICHARDSON,C,75.0,C,75.0,C,74.0,B,81.0,6346,74.7,8497,0,0.0,3588,1273,15.0,89,1.0,1295,15.2,0,0.0
200901,C,70.0,200,RUNNELS,74.0,C,N,N,N,BALLINGER ISD,15,REGION 15: SAN ANGELO,C,73.0,C,71.0,C,73.0,C,75.0,608,74.5,816,0,0.0,491,18,2.2,0,0.0,128,15.7,0,0.0
200902,B,86.0,200,RUNNELS,91.0,A,N,N,N,MILES ISD,15,REGION 15: SAN ANGELO,A,90.0,C,75.0,A,90.0,A,93.0,389,76.1,511,0,0.0,208,46,9.0,0,0.0,54,10.6,0,0.0
200904,D,65.0,200,RUNNELS,73.0,C,N,N,N,WINTERS ISD,15,REGION 15: SAN ANGELO,C,77.0,D,63.0,C,77.0,C,76.0,363,65.1,558,0,0.0,392,17,3.0,0,0.0,83,14.9,0,0.0
200906,A,92.0,200,RUNNELS,91.0,A,N,N,N,OLFEN ISD,15,REGION 15: SAN ANGELO,A,90.0,C,75.0,A,90.0,B,88.0,104,78.8,132,0,0.0,100,2,1.5,0,0.0,21,15.9,0,0.0
201902,C,70.0,201,RUSK,74.0,C,N,N,N,HENDERSON ISD,7,REGION 07: KILGORE,C,75.0,C,75.0,D,64.0,D,67.0,2538,74.8,3393,0,0.0,2131,581,17.1,0,0.0,493,14.5,0,0.0
201903,C,74.0,201,RUSK,81.0,B,N,N,N,LANEVILLE ISD,7,REGION 07: KILGORE,B,88.0,F,58.0,B,88.0,B,88.0,105,70.0,150,0,0.0,109,23,15.3,0,0.0,25,16.7,0,0.0
201904,C,79.0,201,RUSK,80.0,B,N,N,N,LEVERETTS CHAPEL ISD,7,REGION 07: KILGORE,B,80.0,C,77.0,B,80.0,C,79.0,167,71.4,234,0,0.0,167,66,28.2,0,0.0,34,14.5,0,0.0
201907,A,91.0,201,RUSK,89.0,B,N,N,N,MOUNT ENTERPRISE ISD,7,REGION 07: KILGORE,B,88.0,C,71.0,B,88.0,B,86.0,346,69.8,496,0,0.0,328,27,5.4,0,0.0,75,15.1,0,0.0
201908,C,71.0,201,RUSK,73.0,C,N,N,N,OVERTON ISD,7,REGION 07: KILGORE,C,73.0,D,63.0,C,73.0,C,74.0,363,73.5,494,0,0.0,341,14,2.8,0,0.0,81,16.4,0,0.0
201910,C,70.0,201,RUSK,76.0,C,N,N,N,TATUM ISD,7,REGION 07: KILGORE,C,79.0,C,72.0,C,79.0,C,77.0,1126,76.4,1473,0,0.0,880,237,16.1,0,0.0,161,10.9,0,0.0
201913,A,93.0,201,RUSK,90.0,A,N,N,N,CARLISLE ISD,7,REGION 07: KILGORE,B,88.0,F,58.0,B,88.0,B,84.0,437,70.1,623,0,0.0,513,234,37.6,0,0.0,78,12.5,0,0.0
201914,C,76.0,201,RUSK,78.0,C,N,N,N,WEST RUSK COUNTY CONSOLIDATED ISD,7,REGION 07: KILGORE,C,79.0,C,76.0,C,79.0,C,74.0,825,78.7,1048,0,0.0,791,141,13.5,0,0.0,146,13.9,0,0.0
202903,C,73.0,202,SABINE,78.0,C,N,N,N,HEMPHILL ISD,7,REGION 07: KILGORE,B,80.0,C,72.0,B,80.0,C,76.0,609,72.6,839,0,0.0,534,14,1.7,0,0.0,112,13.3,0,0.0
202905,C,73.0,202,SABINE,78.0,C,N,N,N,WEST SABINE ISD,7,REGION 07: KILGORE,B,80.0,D,67.0,B,80.0,C,79.0,427,70.5,606,0,0.0,438,4,0.7,0,0.0,85,14.0,0,0.0
203901,C,71.0,203,SAN AUGUSTINE,68.0,D,N,N,N,SAN AUGUSTINE ISD,7,REGION 07: KILGORE,D,67.0,D,65.0,D,67.0,D,67.0,471,71.7,657,0,0.0,566,108,16.4,0,0.0,108,16.4,0,0.0
203902,A,92.0,203,SAN AUGUSTINE,93.0,A,N,N,N,BROADDUS ISD,7,REGION 07: KILGORE,A,94.0,B,81.0,A,94.0,A,91.0,269,70.4,382,0,0.0,304,13,3.4,0,0.0,59,15.4,0,0.0
204901,F,53.0,204,SAN JACINTO,57.0,F,N,N,N,COLDSPRING-OAKHURST CISD,6,REGION 06: HUNTSVILLE,F,58.0,F,58.0,F,57.0,F,59.0,1173,72.4,1621,0,0.0,1007,29,1.8,0,0.0,240,14.8,0,0.0
204904,D,65.0,204,SAN JACINTO,69.0,D,N,N,N,SHEPHERD ISD,6,REGION 06: HUNTSVILLE,C,73.0,F,58.0,C,73.0,D,68.0,1459,74.7,1954,0,0.0,1602,433,22.2,0,0.0,240,12.3,0,0.0
205901,F,59.0,205,SAN PATRICIO,63.0,D,N,N,N,ARANSAS PASS ISD,2,REGION 02: CORPUS CHRISTI,D,65.0,D,65.0,D,60.0,D,62.0,1217,71.7,1697,0,0.0,1124,152,9.0,0,0.0,176,10.4,0,0.0
205902,B,81.0,205,SAN PATRICIO,80.0,B,N,N,N,GREGORY-PORTLAND ISD,2,REGION 02: CORPUS CHRISTI,B,80.0,C,76.0,B,80.0,B,80.0,3706,75.4,4916,0,0.0,2527,284,5.8,21,0.4,711,14.5,0,0.0
205903,B,83.0,205,SAN PATRICIO,83.0,B,N,N,N,INGLESIDE ISD,2,REGION 02: CORPUS CHRISTI,B,83.0,C,73.0,B,83.0,B,80.0,1528,75.8,2016,0,0.0,1354,198,9.8,0,0.0,339,16.8,0,0.0
205904,D,65.0,205,SAN PATRICIO,75.0,C,N,N,N,MATHIS ISD,2,REGION 02: CORPUS CHRISTI,C,79.0,D,65.0,C,79.0,C,73.0,1076,73.1,1471,0,0.0,1255,16,1.1,0,0.0,226,15.4,0,0.0
205905,C,79.0,205,SAN PATRICIO,78.0,C,N,N,N,ODEM-EDROY ISD,2,REGION 02: CORPUS CHRISTI,C,78.0,C,75.0,C,78.0,C,78.0,664,74.2,895,0,0.0,608,26,2.9,0,0.0,75,8.4,0,0.0
205906,C,75.0,205,SAN PATRICIO,79.0,C,N,N,N,SINTON ISD,2,REGION 02: CORPUS CHRISTI,B,80.0,C,74.0,B,80.0,C,77.0,1496,72.5,2064,0,0.0,1449,37,1.8,0,0.0,327,15.8,712,34.5
205907,C,70.0,205,SAN PATRICIO,72.0,C,N,N,N,TAFT ISD,2,REGION 02: CORPUS CHRISTI,C,73.0,D,69.0,C,73.0,D,66.0,603,73.5,820,0,0.0,722,21,2.6,0,0.0,99,12.1,0,0.0
206901,C,73.0,206,SAN SABA,80.0,B,N,N,N,SAN SABA ISD,15,REGION 15: SAN ANGELO,B,83.0,B,80.0,B,83.0,C,77.0,491,72.1,681,0,0.0,510,168,24.7,75,11.0,94,13.8,0,0.0
206902,D,65.0,206,SAN SABA,77.0,C,N,N,N,RICHLAND SPRINGS ISD,15,REGION 15: SAN ANGELO,C,78.0,C,74.0,C,78.0,B,82.0,106,76.8,138,0,0.0,80,2,1.4,0,0.0,25,18.1,0,0.0
206903,B,87.0,206,SAN SABA,86.0,B,N,N,N,CHEROKEE ISD,15,REGION 15: SAN ANGELO,B,86.0,B,86.0,B,84.0,C,79.0,105,77.8,135,0,0.0,81,1,0.7,0,0.0,13,9.6,0,0.0
207901,C,74.0,207,SCHLEICHER,78.0,C,N,N,N,SCHLEICHER ISD,15,REGION 15: SAN ANGELO,B,80.0,C,73.0,B,80.0,C,78.0,358,75.7,473,0,0.0,312,54,11.4,0,0.0,52,11.0,0,0.0
208901,C,74.0,208,SCURRY,78.0,C,N,N,N,HERMLEIGH ISD,14,REGION 14: ABILENE,C,72.0,C,72.0,C,72.0,B,80.0,174,71.9,242,0,0.0,111,15,6.2,0,0.0,25,10.3,0,0.0
208902,D,66.0,208,SCURRY,70.0,C,N,N,N,SNYDER ISD,14,REGION 14: ABILENE,C,72.0,D,63.0,C,72.0,C,72.0,1840,72.1,2553,0,0.0,1824,329,12.9,407,15.9,331,13.0,0,0.0
208903,C,76.0,208,SCURRY,79.0,C,N,N,N,IRA ISD,14,REGION 14: ABILENE,C,75.0,C,75.0,D,69.0,B,80.0,207,77.8,266,0,0.0,63,4,1.5,0,0.0,18,6.8,0,0.0
209901,C,70.0,209,SHACKELFORD,76.0,C,N,N,N,ALBANY ISD,14,REGION 14: ABILENE,C,79.0,C,79.0,C,72.0,C,78.0,377,75.7,498,0,0.0,220,14,2.8,0,0.0,69,13.9,0,0.0
209902,F,56.0,209,SHACKELFORD,66.0,D,N,N,N,MORAN ISD,14,REGION 14: ABILENE,D,66.0,F,59.0,D,66.0,C,70.0,83,78.3,106,0,0.0,95,0,0.0,0,0.0,24,22.6,0,0.0
210901,C,71.0,210,SHELBY,77.0,C,N,N,N,CENTER ISD,7,REGION 07: KILGORE,C,79.0,D,60.0,C,79.0,C,76.0,1797,72.3,2486,0,0.0,1934,845,34.0,0,0.0,324,13.0,0,0.0
210902,C,74.0,210,SHELBY,78.0,C,N,N,N,JOAQUIN ISD,7,REGION 07: KILGORE,B,80.0,D,63.0,B,80.0,C,78.0,506,71.2,711,0,0.0,445,49,6.9,0,0.0,183,25.7,0,0.0
210903,B,85.0,210,SHELBY,84.0,B,N,N,N,SHELBYVILLE ISD,7,REGION 07: KILGORE,B,82.0,D,60.0,B,82.0,B,83.0,587,70.7,830,0,0.0,473,44,5.3,0,0.0,111,13.4,0,0.0
210904,B,87.0,210,SHELBY,78.0,C,N,N,N,TENAHA ISD,7,REGION 07: KILGORE,C,73.0,F,54.0,C,73.0,C,74.0,328,72.2,454,0,0.0,418,118,26.0,0,0.0,80,17.6,0,0.0
210905,A,90.0,210,SHELBY,84.0,B,N,N,N,TIMPSON ISD,7,REGION 07: KILGORE,C,78.0,C,75.0,C,78.0,B,82.0,517,73.4,704,0,0.0,453,51,7.2,0,0.0,110,15.6,370,52.6
210906,C,73.0,210,SHELBY,81.0,B,N,N,N,EXCELSIOR ISD,7,REGION 07: KILGORE,B,85.0,B,85.0,C,72.0,D,69.0,34,46.6,73,0,0.0,55,2,2.7,0,0.0,11,15.1,0,0.0
211901,A,94.0,211,SHERMAN,92.0,A,N,N,N,TEXHOMA ISD,16,REGION 16: AMARILLO,A,91.0,C,79.0,A,91.0,A,91.0,33,30.8,107,0,0.0,68,33,30.8,0,0.0,13,12.1,0,0.0
211902,C,75.0,211,SHERMAN,80.0,B,N,N,N,STRATFORD ISD,16,REGION 16: AMARILLO,B,82.0,B,82.0,B,82.0,B,80.0,410,71.6,573,0,0.0,344,156,27.2,0,0.0,64,11.2,0,0.0
212801,D,67.0,212,SMITH,71.0,C,N,Y,N,CUMBERLAND ACADEMY,7,REGION 07: KILGORE,C,73.0,C,73.0,D,61.0,C,70.0,1460,71.7,2037,0,0.0,788,151,7.4,0,0.0,219,10.8,0,0.0
212804,A,97.0,212,SMITH,96.0,A,N,Y,N,UT TYLER UNIVERSITY ACADEMY,7,REGION 07: KILGORE,A,91.0,C,74.0,A,91.0,A,96.0,668,76.6,872,0,0.0,248,29,3.3,0,0.0,107,12.3,0,0.0
212901,C,76.0,212,SMITH,79.0,C,N,N,N,ARP ISD,7,REGION 07: KILGORE,C,78.0,C,71.0,C,78.0,B,80.0,731,74.3,984,0,0.0,538,38,3.9,0,0.0,125,12.7,0,0.0
212902,B,84.0,212,SMITH,88.0,B,N,N,N,BULLARD ISD,7,REGION 07: KILGORE,B,83.0,B,80.0,B,83.0,A,90.0,2174,75.6,2874,0,0.0,887,93,3.2,0,0.0,373,13.0,0,0.0
212903,B,89.0,212,SMITH,89.0,B,N,N,N,LINDALE ISD,7,REGION 07: KILGORE,B,88.0,B,80.0,B,88.0,B,89.0,3311,74.4,4450,0,0.0,1991,186,4.2,0,0.0,767,17.2,0,0.0
212904,B,83.0,212,SMITH,84.0,B,N,N,N,TROUP ISD,7,REGION 07: KILGORE,B,84.0,C,74.0,B,84.0,B,83.0,798,73.8,1081,0,0.0,584,46,4.3,0,0.0,122,11.3,0,0.0
212905,C,75.0,212,SMITH,78.0,C,N,N,N,TYLER ISD,7,REGION 07: KILGORE,C,79.0,C,73.0,C,79.0,C,76.0,13347,72.9,18307,262,1.4,13889,4591,25.1,0,0.0,1978,10.8,0,0.0
212906,B,88.0,212,SMITH,87.0,B,N,N,N,WHITEHOUSE ISD,7,REGION 07: KILGORE,B,87.0,C,76.0,B,87.0,B,86.0,3724,75.9,4907,0,0.0,2470,248,5.1,0,0.0,696,14.2,0,0.0
212909,B,84.0,212,SMITH,83.0,B,N,N,N,CHAPEL HILL ISD,7,REGION 07: KILGORE,B,83.0,C,78.0,B,83.0,C,78.0,2493,75.4,3306,133,4.0,2619,885,26.8,0,0.0,542,16.4,0,0.0
212910,C,75.0,212,SMITH,78.0,C,N,N,N,WINONA ISD,7,REGION 07: KILGORE,C,79.0,C,70.0,C,79.0,C,74.0,775,70.5,1100,0,0.0,958,195,17.7,0,0.0,192,17.5,0,0.0
213801,B,86.0,213,SOMERVELL,93.0,A,Y,Y,N,BRAZOS RIVER CHARTER SCHOOL,11,REGION 11: FORT WORTH,A,96.0,A,96.0,D,62.0,B,86.0,132,100.0,132,0,0.0,64,1,0.8,0,0.0,25,18.9,0,0.0
213901,B,88.0,213,SOMERVELL,89.0,B,N,N,N,GLEN ROSE ISD,11,REGION 11: FORT WORTH,B,88.0,C,79.0,B,88.0,A,90.0,1491,76.1,1959,0,0.0,844,199,10.2,0,0.0,231,11.8,0,0.0
214901,C,77.0,214,STARR,79.0,C,N,N,N,RIO GRANDE CITY GRULLA ISD,1,REGION 01: EDINBURG,B,80.0,C,71.0,B,80.0,C,75.0,6951,72.1,9638,414,4.3,9279,7579,78.6,0,0.0,942,9.8,0,0.0
214902,C,76.0,214,STARR,82.0,B,N,N,N,SAN ISIDRO ISD,1,REGION 01: EDINBURG,B,84.0,B,84.0,C,73.0,D,68.0,151,83.4,181,0,0.0,179,28,15.5,0,0.0,25,13.8,0,0.0
214903,C,75.0,214,STARR,80.0,B,N,N,N,ROMA ISD,1,REGION 01: EDINBURG,B,82.0,C,74.0,B,82.0,C,77.0,4413,74.0,5960,0,0.0,5119,4948,83.0,0,0.0,558,9.4,0,0.0
215901,B,83.0,215,STEPHENS,83.0,B,N,N,N,BRECKENRIDGE ISD,14,REGION 14: ABILENE,B,83.0,C,74.0,B,83.0,C,78.0,1004,71.5,1405,0,0.0,969,111,7.9,0,0.0,207,14.7,0,0.0
216901,A,95.0,216,STERLING,94.0,A,N,N,N,STERLING CITY ISD,15,REGION 15: SAN ANGELO,A,92.0,C,70.0,A,92.0,A,93.0,262,75.1,349,0,0.0,165,37,10.6,0,0.0,70,20.1,0,0.0
217901,B,81.0,217,STONEWALL,86.0,B,N,N,N,ASPERMONT ISD,14,REGION 14: ABILENE,B,86.0,D,64.0,B,86.0,B,88.0,143,72.2,198,0,0.0,104,5,2.5,0,0.0,28,14.1,0,0.0
218901,B,82.0,218,SUTTON,81.0,B,N,N,N,SONORA ISD,15,REGION 15: SAN ANGELO,C,77.0,D,63.0,C,77.0,B,80.0,489,73.0,670,0,0.0,361,114,17.0,0,0.0,88,13.1,0,0.0
219901,B,83.0,219,SWISHER,88.0,B,N,N,N,HAPPY ISD,16,REGION 16: AMARILLO,B,85.0,C,79.0,B,85.0,A,90.0,196,72.6,270,0,0.0,97,13,4.8,0,0.0,33,12.2,0,0.0
219903,D,63.0,219,SWISHER,62.0,D,N,N,N,TULIA ISD,16,REGION 16: AMARILLO,D,61.0,F,57.0,D,61.0,D,60.0,701,78.9,889,0,0.0,727,78,8.8,0,0.0,133,15.0,0,0.0
219905,D,62.0,219,SWISHER,69.0,D,N,N,N,KRESS ISD,16,REGION 16: AMARILLO,B,82.0,B,82.0,D,63.0,D,66.0,217,77.8,279,0,0.0,179,19,6.8,0,0.0,30,10.8,0,0.0
220801,C,73.0,220,TARRANT,78.0,C,N,Y,N,TREETOPS SCHOOL INTERNATIONAL,11,REGION 11: FORT WORTH,D,64.0,D,64.0,D,60.0,B,80.0,227,66.2,343,0,0.0,50,6,1.7,0,0.0,26,7.6,0,0.0
220802,B,89.0,220,TARRANT,90.0,A,N,Y,N,ARLINGTON CLASSICS ACADEMY,11,REGION 11: FORT WORTH,B,84.0,B,82.0,B,84.0,A,91.0,1006,66.5,1512,0,0.0,467,142,9.4,0,0.0,82,5.4,0,0.0
220809,B,84.0,220,TARRANT,86.0,B,N,Y,N,FORT WORTH ACADEMY OF FINE ARTS,11,REGION 11: FORT WORTH,C,72.0,C,72.0,D,68.0,B,87.0,641,100.0,641,0,0.0,110,9,1.4,0,0.0,46,7.2,0,0.0
220810,A,98.0,220,TARRANT,98.0,A,N,Y,N,WESTLAKE ACADEMY CHARTER SCHOOL,11,REGION 11: FORT WORTH,A,93.0,B,89.0,A,93.0,A,98.0,719,82.2,875,0,0.0,19,23,2.6,0,0.0,59,6.7,0,0.0
