CAMPUS,CAMPNAME,DISTRICT,COUNTY,DISTNAME,REGION,CNTYNAME,GRDTYPE,GRDSPAN,CFLALTED,CFLCHART,PAIRCAMP,PAIRNAME,C_RATING,CAD_PROGRESS,CAD_READ,CAD_MATH
"107902001","BROWNSBORO H S","107902","107","BROWNSBORO ISD","07","HENDERSON","S","09 - 12","N","N"," "," ","M","1","0","0"
"107902002","ACES CAMPUS","107902","107","BROWNSBORO ISD","07","HENDERSON","S","09 - 12","Y","N"," "," ","Z"," "," "," "
"107902041","BROWNSBORO J H","107902","107","BROWNSBORO ISD","07","HENDERSON","M","07 - 08","N","N"," "," ","M","0","0","0"
"107902101","BROWNSBORO EL","107902","107","BROWNSBORO ISD","07","HENDERSON","E","EE - 03","N","N"," "," ","M"," ","1","0"
"107902102","CHANDLER INT","107902","107","BROWNSBORO ISD","07","HENDERSON","E","04 - 06","N","N"," "," ","M","0","0","0"
"107902103","CHANDLER EL","107902","107","BROWNSBORO ISD","07","HENDERSON","E","PK - 03","N","N"," "," ","M"," ","0","0"
"107902104","BROWNSBORO INT","107902","107","BROWNSBORO ISD","07","HENDERSON","E","04 - 06","N","N"," "," ","M","0","0","0"
"107904001","CROSS ROADS H S","107904","107","CROSS ROADS ISD","07","HENDERSON","S","09 - 12","N","N"," "," ","I","0","0","0"
"107904041","CROSS ROADS J H","107904","107","CROSS ROADS ISD","07","HENDERSON","M","06 - 08","N","N"," "," ","M","1","1","1"
"107904101","CROSS ROADS EL","107904","107","CROSS ROADS ISD","07","HENDERSON","E","PK - 05","N","N"," "," ","M","1","1","0"
"107905001","EUSTACE H S","107905","107","EUSTACE ISD","07","HENDERSON","S","09 - 12","N","N"," "," ","M","0","1","0"
"107905101","EUSTACE PRI","107905","107","EUSTACE ISD","07","HENDERSON","E","EE - 02","N","N","107905103","EUSTACE INT","M"," "," "," "
"107905102","EUSTACE MIDDLE","107905","107","EUSTACE ISD","07","HENDERSON","M","06 - 08","N","N"," "," ","M","1","1","1"
"107905103","EUSTACE INT","107905","107","EUSTACE ISD","07","HENDERSON","E","03 - 05","N","N"," "," ","M","0","1","0"
"107906001","MALAKOFF H S","107906","107","MALAKOFF ISD","07","HENDERSON","S","09 - 12","N","N"," "," ","M","1","0","0"
"107906002","GATEWAY","107906","107","MALAKOFF ISD","07","HENDERSON","S","11 - 11","Y","N"," "," ","Z"," "," "," "
"107906003","MALAKOFF ALTERNATIVE PROGRAM (MAP)","107906","107","MALAKOFF ISD","07","HENDERSON","M","08 - 09","N","N"," "," ","X"," "," "," "
"107906041","MALAKOFF MIDDLE","107906","107","MALAKOFF ISD","07","HENDERSON","M","06 - 08","N","N"," "," ","M","0","0","1"
"107906102","MALAKOFF EL","107906","107","MALAKOFF ISD","07","HENDERSON","E","EE - 05","N","N"," "," ","M","0","1","1"
"107906104","TOOL EL","107906","107","MALAKOFF ISD","07","HENDERSON","E","PK - 05","N","N"," "," ","M","1","0","1"
"107907001","TRINIDAD SCHOOL","107907","107","TRINIDAD ISD","07","HENDERSON","B","PK - 12","N","N"," "," ","M","0","0","0"
"107908101","MURCHISON EL","107908","107","MURCHISON ISD","07","HENDERSON","E","KG - 08","N","N"," "," ","M","0","0","0"
"107910001","LAPOYNOR H S","107910","107","LAPOYNOR ISD","07","HENDERSON","S","09 - 12","N","N"," "," ","M","0","0","0"
"107910041","LAPOYNOR J H","107910","107","LAPOYNOR ISD","07","HENDERSON","M","06 - 08","N","N"," "," ","M","0","0","0"
"107910101","LAPOYNOR EL","107910","107","LAPOYNOR ISD","07","HENDERSON","E","PK - 05","N","N"," "," ","M","1","0","0"
"108801001","IGNITE PUBLIC SCH AND COMM SERV CT","108801","108","IGNITE PUBLIC SCHOOLS AND COMMUNIT","01","HIDALGO","B","PK - 12","Y","Y"," "," ","I"," "," "," "
"108801002","IGNITE PUBLIC SCH AND COMM SERV CT","108801","108","IGNITE PUBLIC SCHOOLS AND COMMUNIT","01","HIDALGO","B","PK - 12","Y","Y"," "," ","A"," "," "," "
"108801003","IGNITE PUBLIC SCH AND COMM SERV CT","108801","108","IGNITE PUBLIC SCHOOLS AND COMMUNIT","01","HIDALGO","B","PK - 12","Y","Y"," "," ","A"," "," "," "
"108801004","IGNITE PUBLIC SCH AND COMM SERV CT","108801","108","IGNITE PUBLIC SCHOOLS AND COMMUNIT","01","HIDALGO","B","PK - 12","Y","Y"," "," ","I"," "," "," "
"108801005","IGNITE PUBLIC SCH AND COMM SER CTR","108801","108","IGNITE PUBLIC SCHOOLS AND COMMUNIT","01","HIDALGO","B","PK - 12","Y","Y"," "," ","I"," "," "," "
"108801006","IGNITE PUB SCH AND COM SERV CTR AT","108801","108","IGNITE PUBLIC SCHOOLS AND COMMUNIT","01","HIDALGO","B","PK - 12","Y","Y"," "," ","I"," "," "," "
"108802101","HORIZON MONTESSORI","108802","108","SOUTH TEXAS EDUCATIONAL TECHNOLOGI","01","HIDALGO","E","PK - 08","N","Y"," "," ","M","0","1","1"
"108802102","HORIZON MONTESSORI II","108802","108","SOUTH TEXAS EDUCATIONAL TECHNOLOGI","01","HIDALGO","E","PK - 08","N","Y"," "," ","M","0","1","0"
"108802103","HORIZON MONTESSORI III","108802","108","SOUTH TEXAS EDUCATIONAL TECHNOLOGI","01","HIDALGO","E","PK - 06","N","Y"," "," ","M","0","0","0"
"108804001","MIDVALLEY ACADEMY-MERCEDES CHARTER","108804","108","MIDVALLEY ACADEMY CHARTER DISTRICT","01","HIDALGO","S","09 - 12","Y","Y"," "," ","A"," "," "," "
"108804002","MIDVALLEY ACADEMY-MCALLEN CHARTER","108804","108","MIDVALLEY ACADEMY CHARTER DISTRICT","01","HIDALGO","S","09 - 12","Y","Y"," "," ","A"," "," "," "
"108804003","MIDVALLEY ACADEMY-SAN BENITO CHART","108804","108","MIDVALLEY ACADEMY CHARTER DISTRICT","01","HIDALGO","S","09 - 12","Y","Y"," "," ","A"," "," "," "
"108807001","IDEA COLLEGE PREP","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","B","06 - 12","N","Y"," "," ","M","0","1","1"
"108807002","IDEA QUEST COLLEGE PREPARATORY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","B","06 - 12","N","Y"," "," ","M","1","1","1"
"108807003","IDEA FRONTIER COLLEGE PREPARATORY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","B","06 - 12","N","Y"," "," ","M","1","1","1"
"108807004","IDEA COLLEGE PREPARATORY MISSION","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","B","06 - 12","N","Y"," "," ","M","0","1","1"
"108807005","IDEA COLLEGE PREPARATORY SAN BENIT","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","B","06 - 12","N","Y"," "," ","M","0","1","0"
"108807006","IDEA COLLEGE PREPARATORY SAN JUAN","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","B","06 - 12","N","Y"," "," ","M","0","0","1"
"108807007","IDEA COLLEGE PREPARATORY ALAMO","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","B","06 - 11","N","Y"," "," ","M","0","0","1"
"108807008","IDEA COLLEGE PREPARATORY PHARR","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","M","06 - 08","N","Y"," "," ","M","1","1","1"
"108807009","IDEA EDINBURG COLLEGE PREPARATORY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","M","06 - 07","N","Y"," "," ","M","1","1","1"
"108807010","IDEA COLLEGE PREP WESLACO","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","M","06 - 07","N","Y"," "," ","M","1","1","1"
"108807011","IDEA MCALLEN COLLEGE PREPARATORY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","M","06 - 06","N","Y"," "," ","M","1","1","1"
"108807012","IDEA BROWNSVILLE COLLEGE PREPARATO","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","M","06 - 06","N","Y"," "," ","M","1","1","1"
"108807020","IDEA CARVER COLLEGE PREPARATORY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","M","06 - 06","N","Y"," "," ","M","1","0","1"
"108807101","IDEA ACADEMY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 05","N","Y"," "," ","M","0","0","0"
"108807102","IDEA QUEST ACADEMY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 05","N","Y"," "," ","M","0","1","0"
"108807103","IDEA FRONTIER ACADEMY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 05","N","Y"," "," ","M","0","0","0"
"108807104","IDEA ACADEMY MISSION","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 04","N","Y"," "," ","I","0","0","0"
"108807105","IDEA ACADEMY SAN BENITO","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 04","N","Y"," "," ","I","0","0","0"
"108807106","IDEA ACADEMY SAN JUAN","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 03","N","Y"," "," ","M"," ","0","0"
"108807107","IDEA ACADEMY ALAMO","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 02","N","Y"," "," ","Z"," "," "," "
"108807108","IDEA ACADEMY PHARR","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 02","N","Y"," "," ","Z"," "," "," "
"108807109","IDEA EDINBURG ACADEMY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 03","N","Y"," "," ","M"," ","0","0"
"108807110","IDEA ACADEMY WESLACO","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 03","N","Y"," "," ","M"," ","1","0"
"108807111","IDEA MCALLEN ACADEMY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 02","N","Y"," "," ","Z"," "," "," "
"108807112","IDEA BROWNSVILLE ACADEMY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 02","N","Y"," "," ","Z"," "," "," "
"108807120","IDEA CARVER ACADEMY","108807","108","IDEA PUBLIC SCHOOLS","01","HIDALGO","E","KG - 05","N","Y"," "," ","M","0","0","0"
"108808101","VANGUARD ACADEMY","108808","108","VANGUARD ACADEMY","01","HIDALGO","B","PK - 12","N","Y"," "," ","M","1","1","1"
"108808103","VANGUARD ACADEMY EL II","108808","108","VANGUARD ACADEMY","01","HIDALGO","E","PK - 04","N","Y"," "," ","M","0","0","0"
"108809001","EXCELLENCE IN LEADERSHIP ACADEMY","108809","108","EXCELLENCE IN LEADERSHIP ACADEMY","01","HIDALGO","E","PK - 03","N","Y"," "," ","Z"," "," "," "
"108902001","DONNA H S","108902","108","DONNA ISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","1","0","0"
"108902003","HIDALGO CO J J A E P","108902","108","DONNA ISD","01","HIDALGO","S","07 - 11","N","N"," "," ","X"," "," "," "
"108902004","W A TODD 9TH GRADE CAMPUS","108902","108","DONNA ISD","01","HIDALGO","S","09 - 09","N","N"," "," ","I","0","0","0"
"108902006","3D ACADEMY","108902","108","DONNA ISD","01","HIDALGO","S","12 - 12","Y","N"," "," ","Z"," "," "," "
"108902008","EXCEL ACADEMY CAMPUS","108902","108","DONNA ISD","01","HIDALGO","S","09 - 11","Y","N"," "," ","A"," "," "," "
"108902045","A P SOLIS MIDDLE","108902","108","DONNA ISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","0","0"
"108902046","VETERANS MIDDLE","108902","108","DONNA ISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","0","0"
"108902047","DORA M SAUCEDA MIDDLE","108902","108","DONNA ISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","1","0"
"108902102","GUZMAN EL","108902","108","DONNA ISD","01","HIDALGO","E","EE - 05","N","N"," "," ","M","1","0","0"
"108902103","T PRICE EL","108902","108","DONNA ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108902104","A M OCHOA EL","108902","108","DONNA ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108902105","RUNN EL","108902","108","DONNA ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108902106","C STAINKE EL","108902","108","DONNA ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108902109","J W CACERES EL","108902","108","DONNA ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108902111","M RIVAS EL","108902","108","DONNA ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","I","0","0","0"
"108902112","CAPT D SALINAS II EL","108902","108","DONNA ISD","01","HIDALGO","E","EE - 05","N","N"," "," ","M","0","0","0"
"108902113","PATRICIA S GARZA EL","108902","108","DONNA ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108902114","MARIA ALICIA P MUNOZ EL","108902","108","DONNA ISD","01","HIDALGO","E","EE - 05","N","N"," "," ","M","0","0","0"
"108902115","LE NOIR EL","108902","108","DONNA ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108902116","DANIEL SINGLETERRY SR","108902","108","DONNA ISD","01","HIDALGO","E","EE - 05","N","N"," "," ","M","0","0","0"
"108902117","ELOY GARZA SALAZAR EL","108902","108","DONNA ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108902118","JULIAN S ADAME","108902","108","DONNA ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108903001","EDCOUCH-ELSA H S","108903","108","EDCOUCH-ELSA ISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","0","0","0"
"108903041","CARLOS TRUAN J H","108903","108","EDCOUCH-ELSA ISD","01","HIDALGO","M","07 - 08","N","N"," "," ","M","1","0","0"
"108903042","DAVID YBARRA MIDDLE SCHOOL","108903","108","EDCOUCH-ELSA ISD","01","HIDALGO","M","05 - 06","N","N"," "," ","M","0","0","0"
"108903102","SANTIAGO GARCIA EL","108903","108","EDCOUCH-ELSA ISD","01","HIDALGO","E","01 - 04","N","N"," "," ","M","0","0","0"
"108903103","KENNEDY EL","108903","108","EDCOUCH-ELSA ISD","01","HIDALGO","E","01 - 04","N","N"," "," ","M","0","1","0"
"108903104","RUBEN C RODRIGUEZ ELEMENTARY","108903","108","EDCOUCH-ELSA ISD","01","HIDALGO","E","01 - 04","N","N"," "," ","I","0","0","0"
"108903105","L B J EL","108903","108","EDCOUCH-ELSA ISD","01","HIDALGO","E","01 - 04","N","N"," "," ","M","0","0","0"
"108903106","JORGE R GUTIERREZ EARLY CHILDHOOD","108903","108","EDCOUCH-ELSA ISD","01","HIDALGO","E","PK - KG","N","N","108903105","L B J EL","M"," "," "," "
"108904001","EDINBURG H S","108904","108","EDINBURG CISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","0","0","0"
"108904002","ECONOMEDES H S","108904","108","EDINBURG CISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","0","0","1"
"108904003","EDINBURG NORTH H S","108904","108","EDINBURG CISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","0","1","1"
"108904006","ROBERT R VELA H S","108904","108","EDINBURG CISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","1","0","1"
"108904039","J J A E P","108904","108","EDINBURG CISD","01","HIDALGO","S","09 - 12","N","N"," "," ","X"," "," "," "
"108904040","JUVENILE DETENTION CTR","108904","108","EDINBURG CISD","01","HIDALGO","S","07 - 12","N","N"," "," ","X"," "," "," "
"108904043","B L GARZA MIDDLE SCHOOL","108904","108","EDINBURG CISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","1","1"
"108904044","SOUTH MIDDLE","108904","108","EDINBURG CISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","0","0"
"108904045","MEMORIAL MIDDLE SCHOOL","108904","108","EDINBURG CISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","1","0"
"108904046","FRANCISCO BARRIENTES MIDDLE","108904","108","EDINBURG CISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","0","0"
"108904047","BETTY HARWELL MIDDLE","108904","108","EDINBURG CISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","0","0"
"108904048","ELIAS LONGORIA SR MIDDLE","108904","108","EDINBURG CISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","0","0"
"108904101","AUSTIN ELEM","108904","108","EDINBURG CISD","01","HIDALGO","E","EE - 05","N","N"," "," ","M","1","1","1"
"108904102","BREWSTER EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 08","N","N"," "," ","M","0","0","0"
"108904103","HARGILL EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","0"
"108904104","BETTS EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","0"
"108904105","JEFFERSON ELEM","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","1","1","1"
"108904106","TREVINO EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","1","1","0"
"108904107","LEE ELEM","108904","108","EDINBURG CISD","01","HIDALGO","E","EE - 05","N","N"," "," ","M","0","0","0"
"108904108","LINCOLN EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","1","1","1"
"108904109","GUERRA EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","0"
"108904110","ZAVALA ELEM","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","1","1","1"
"108904111","TRAVIS ELEM","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","0"
"108904112","FREDDY GONZALEZ EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","0"
"108904113","L B JOHNSON ELEM","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","0"
"108904114","CANTERBURY ELEM","108904","108","EDINBURG CISD","01","HIDALGO","E","EE - 05","N","N"," "," ","M","1","1","0"
"108904115","MONTE CRISTO ELEM","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","1"
"108904116","ESCANDON EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","1"
"108904117","DE LA VINA ELEM","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","1"
"108904118","SAN CARLOS EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","1"
"108904119","TRUMAN EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","0"
"108904120","EISENHOWER EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108904121","JOHN F KENNEDY EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108904122","CANO-GONZALEZ ELEM","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","1","1","1"
"108904123","CAVAZOS EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","0"
"108904124","VILLARREAL EL","108904","108","EDINBURG CISD","01","HIDALGO","E","EE - 05","N","N"," "," ","M","1","0","1"
"108904125","CARMEN V AVILA EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","1","1","1"
"108904126","ANNE L MAGEE EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","1"
"108904127","DR THOMAS ESPARZA EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","0"
"108904128","DR KAY TEER CRAWFORD EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","0"
"108904129","ALFONSO RAMIREZ EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108904130","R C FLORES-MARK A ZAPATA EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","1","1"
"108904131","MACARIA DELA GARZA GORENA EL","108904","108","EDINBURG CISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","0"
"108905001","HIDALGO H S","108905","108","HIDALGO ISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","0","0","0"
"108905002","HIDALGO ACADEMY","108905","108","HIDALGO ISD","01","HIDALGO","S","09 - 12","Y","N"," "," ","A"," "," "," "
"108905041","DIAZ J H","108905","108","HIDALGO ISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","0","0"
"108905101","HIDALGO EL","108905","108","HIDALGO ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","1","0","0"
"108905102","KELLY EL","108905","108","HIDALGO ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","1","1","1"
"108905103","DR ALEJO SALINAS JR EL","108905","108","HIDALGO ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","0","0","1"
"108905104","HIDALGO PARK EL","108905","108","HIDALGO ISD","01","HIDALGO","E","PK - 05","N","N"," "," ","M","1","0","0"
"108906001","MCALLEN H S","108906","108","MCALLEN ISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","1","0","0"
"108906002","MEMORIAL H S","108906","108","MCALLEN ISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","0","0","0"
"108906005","INSTR/GUID CENTER","108906","108","MCALLEN ISD","01","HIDALGO","B","06 - 12","N","N"," "," ","X"," "," "," "
"108906006","ROWE H S","108906","108","MCALLEN ISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","1","0","1"
"108906007","LAMAR ACADEMY","108906","108","MCALLEN ISD","01","HIDALGO","S","09 - 12","Y","N"," "," ","A"," "," "," "
"108906009","SOUTHWEST KEY PROGRAM","108906","108","MCALLEN ISD","01","HIDALGO","S","09 - 11","N","N"," "," ","X"," "," "," "
"108906011","ACHIEVE EARLY COLLEGE H S","108906","108","MCALLEN ISD","01","HIDALGO","S","09 - 12","N","N"," "," ","M","1","0","1"
"108906042","TRAVIS MIDDLE","108906","108","MCALLEN ISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","0","0"
"108906043","LINCOLN MIDDLE","108906","108","MCALLEN ISD","01","HIDALGO","M","06 - 08","N","N"," "," ","I","0","0","0"
"108906044","BROWN MIDDLE","108906","108","MCALLEN ISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","0","0"
"108906045","MORRIS MIDDLE","108906","108","MCALLEN ISD","01","HIDALGO","M","06 - 08","N","N"," "," ","M","0","0","0"
