DISTRICT,COUNTY,REGION,DD1A,DD1B,DD1C,DD2B,DGRPRATE21,DELPRATE21,DCCPRATE21,DSTPRATE21,DAAPRATE21,DISTNAME,CNTYNAME,REGNNAME,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETSTEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETECOP,DPETSPEP,DPETECHP,DPETPTEP,DPETSTEP,DPE0312P,DFLCHART,DFLALTED,DFLRTF,DFLNEWDIST,DFLSCD,DDA00A00T019R,DDA00A00T021R,D_RATING
018907,018,12,34,57,100,46,.,.,.,.,.,KOPPERL ISD,BOSQUE,REGION 12: WACO,2,140,183,32,.,0,.,.,1.1,76.5,17.5,0.0,.,.,.,N,N,N, ,Y,100,97,Not Rated: Declared State of Disaster
018908,018,12,41,65,100,53,.,.,.,.,.,CRANFILLS GAP ISD,BOSQUE,REGION 12: WACO,9,91,129,19,.,0,.,.,7.0,70.5,14.7,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
019901,019,08,41,72,100,57,100,0,100,0,5,DEKALB ISD,BOWIE,REGION 08: MT PLEASANT,35,487,756,90,0,0,0,566,4.6,64.4,11.9,0.0,0,0,74.9,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
019902,019,08,49,48,100,49,100,.,50,73,67,HOOKS ISD,BOWIE,REGION 08: MT PLEASANT,25,492,844,95,0,0,0,675,3.0,58.3,11.3,0.0,0,0,80,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
019903,019,08,52,61,100,57,.,.,.,.,.,MAUD ISD,BOWIE,REGION 08: MT PLEASANT,2,264,478,55,.,0,.,.,0.4,55.2,11.5,0.0,.,.,.,N,N,N, ,Y,99,95,Not Rated: Declared State of Disaster
019905,019,08,39,61,99,50,100,100,100,18,17,NEW BOSTON ISD,BOWIE,REGION 08: MT PLEASANT,40,824,1174,185,0,0,0,857,3.4,70.2,15.8,0.0,0,0,73,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
019906,019,08,54,72,98.9,63,100,.,100,45,77,REDWATER ISD,BOWIE,REGION 08: MT PLEASANT,8,453,1105,112,0,0,0,851,0.7,41.0,10.1,0.0,0,0,77,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
019907,019,08,42,53,96,48,50,100,88,23,21,TEXARKANA ISD,BOWIE,REGION 08: MT PLEASANT,634,5323,7654,876,1728,0,0,5688,8.3,69.5,11.4,0.0,0,22.6,74.3,N,N,N,N,N,99,88,Not Rated: Declared State of Disaster
019908,019,08,26,41,95.1,34,100,100,17,8,0,LIBERTY-EYLAU ISD,BOWIE,REGION 08: MT PLEASANT,53,1766,2282,332,0,0,0,1607,2.3,77.4,14.5,0.0,0,0,70.4,N,N,N,N,N,99,94,Not Rated: Declared State of Disaster
019909,019,08,48,39,100,44,100,.,0,71,67,SIMMS ISD,BOWIE,REGION 08: MT PLEASANT,6,229,482,64,0,0,0,378,1.2,47.5,13.3,0.0,0,0,78.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
019910,019,08,52,.,.,52,.,.,.,.,.,MALTA ISD,BOWIE,REGION 08: MT PLEASANT,0,95,219,13,.,0,.,.,0.0,43.4,5.9,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
019911,019,08,60,.,.,60,.,.,.,100,90,RED LICK ISD,BOWIE,REGION 08: MT PLEASANT,2,55,516,29,0,0,0,331,0.4,10.7,5.6,0.0,0,0,64.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
019912,019,08,60,79,100,70,50,100,100,83,83,PLEASANT GROVE ISD,BOWIE,REGION 08: MT PLEASANT,69,739,2224,226,0,0,0,1708,3.1,33.2,10.2,0.0,0,0,76.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
019913,019,08,46,.,.,46,.,.,.,.,.,HUBBARD ISD,BOWIE,REGION 08: MT PLEASANT,12,54,77,16,.,0,.,.,15.6,70.1,20.8,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
019914,019,08,33,.,.,33,.,.,.,.,.,LEARY ISD,BOWIE,REGION 08: MT PLEASANT,0,100,103,9,.,0,.,.,0.0,97.1,8.7,0.0,.,.,.,N,N,N, ,Y,100,93,Not Rated: Declared State of Disaster
020901,020,04,47,62,99,55,78,100,100,29,50,ALVIN ISD,BRAZORIA,REGION 04: HOUSTON,4657,14165,26801,3180,0,0,0,20394,17.4,52.9,11.9,0.0,0,0,76.1,N,N,N,N,N,99,92,Not Rated: Declared State of Disaster
020902,020,04,44,72,99.3,58,83,0,100,31,42,ANGLETON ISD,BRAZORIA,REGION 04: HOUSTON,953,5001,6828,866,136,0,0,5140,14.0,73.2,12.7,0.0,0,2,75.3,N,N,N,N,N,99,96,Not Rated: Declared State of Disaster
020904,020,04,45,73,100,59,50,0,100,0,31,DANBURY ISD,BRAZORIA,REGION 04: HOUSTON,36,229,754,91,0,0,0,599,4.8,30.4,12.1,0.0,0,0,79.4,N,N,N,N,N,100,97,Not Rated: Declared State of Disaster
020905,020,04,43,58,91.8,51,57,100,100,23,24,BRAZOSPORT ISD,BRAZORIA,REGION 04: HOUSTON,1370,7943,11396,1316,0,0,0,8562,12.0,69.7,11.5,0.0,0,0,75.1,N,N,N,N,N,99,95,Not Rated: Declared State of Disaster
020906,020,04,40,64,100,52,100,100,100,0,5,SWEENY ISD,BRAZORIA,REGION 04: HOUSTON,57,1057,1847,200,0,0,0,1443,3.1,57.2,10.8,0.0,0,0,78.1,N,N,N,N,N,99,93,Not Rated: Declared State of Disaster
020907,020,04,37,64,97,51,75,0,100,0,5,COLUMBIA-BRAZORIA ISD,BRAZORIA,REGION 04: HOUSTON,222,1712,2863,388,0,0,0,2190,7.8,59.8,13.6,0.0,0,0,76.5,N,N,N,N,N,99,92,Not Rated: Declared State of Disaster
020908,020,04,59,73,99.4,66,100,100,100,100,100,PEARLAND ISD,BRAZORIA,REGION 04: HOUSTON,2042,6607,20988,2125,0,0,0,16676,9.7,31.5,10.1,0.0,0,0,79.5,N,N,N,N,N,100,95,Not Rated: Declared State of Disaster
020910,020,04,25,.,.,25,.,.,.,.,.,DAMON ISD,BRAZORIA,REGION 04: HOUSTON,20,86,115,20,.,.,.,.,17.4,74.8,17.4,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
021803,021,06,24,.,.,24,.,100,.,0,0,BRAZOS SCHOOL FOR INQUIRY & CREATI,BRAZOS,REGION 06: HUNTSVILLE,127,306,327,30,0,0,0,124,38.8,93.6,9.2,0.0,0,0,37.9,Y,N,N,N,N,100,100,Not Rated: Declared State of Disaster
021805,021,06,32,.,.,32,.,100,.,0,13,ARROW ACADEMY,BRAZOS,REGION 06: HUNTSVILLE,96,478,691,54,0,0,0,386,13.9,69.2,7.8,0.0,0,0,55.9,Y,N,N,N,N,100,92,Not Rated: Declared State of Disaster
021901,021,06,57,66,96.8,62,88,100,91,86,85,COLLEGE STATION ISD,BRAZOS,REGION 06: HUNTSVILLE,1223,4909,13613,1776,0,0,0,10225,9.0,36.1,13.0,0.0,0,0,75.1,N,N,N,N,N,99,95,Not Rated: Declared State of Disaster
021902,021,06,36,64,90.4,50,100,100,100,8,9,BRYAN ISD,BRAZOS,REGION 06: HUNTSVILLE,4313,12096,15725,2068,0,478,0,11565,27.4,76.9,13.2,3.0,0,0,73.5,N,N,N,N,N,99,96,Not Rated: Declared State of Disaster
022004,022,18,29,40,100,35,.,.,.,.,.,TERLINGUA CSD,BREWSTER,REGION 18: MIDLAND,40,76,98,13,.,0,.,.,40.8,77.6,13.3,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
022901,022,18,51,67,100,59,100,100,100,88,56,ALPINE ISD,BREWSTER,REGION 18: MIDLAND,70,518,972,110,0,0,0,728,7.2,53.3,11.3,0.0,0,0,74.9,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
022902,022,18,41,88,100,65,.,.,.,.,.,MARATHON ISD,BREWSTER,REGION 18: MIDLAND,0,46,60,3,.,13,.,.,0.0,76.7,5.0,21.7,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
022903,022,18,.,.,.,.,.,.,.,.,.,SAN VICENTE ISD,BREWSTER,REGION 18: MIDLAND,0,0,5,1,.,0,.,.,0.0,0.0,20.0,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
023902,023,16,51,100,100,76,.,.,.,.,.,SILVERTON ISD,BRISCOE,REGION 16: AMARILLO,15,90,187,19,.,0,.,.,8.0,48.1,10.2,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
024901,024,01,27,80,92,54,67,100,100,0,8,BROOKS COUNTY ISD,BROOKS,REGION 01: EDINBURG,31,1234,1435,202,0,0,33,1044,2.2,86.0,14.1,0.0,2.3,0,72.8,N,N,N,N,N,100,89,Not Rated: Declared State of Disaster
025901,025,15,51,59,100,55,100,.,100,67,79,BANGS ISD,BROWN,REGION 15: SAN ANGELO,18,530,832,84,0,0,0,641,2.2,63.7,10.1,0.0,0,0,77,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
025902,025,15,44,52,97.7,48,100,100,100,8,45,BROWNWOOD ISD,BROWN,REGION 15: SAN ANGELO,105,2029,3435,394,0,0,0,2498,3.1,59.1,11.5,0.0,0,0,72.7,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
025904,025,15,35,85,100,60,.,.,.,.,.,BLANKET ISD,BROWN,REGION 15: SAN ANGELO,3,83,143,19,.,0,.,.,2.1,58.0,13.3,0.0,.,.,.,N,N,N, ,Y,97,99,Not Rated: Declared State of Disaster
025905,025,15,47,92,100,70,100,.,100,57,33,MAY ISD,BROWN,REGION 15: SAN ANGELO,8,166,253,34,0,0,0,202,3.2,65.6,13.4,0.0,0,0,79.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
025906,025,15,46,83,100,65,.,.,.,.,.,ZEPHYR ISD,BROWN,REGION 15: SAN ANGELO,1,119,199,23,.,0,.,.,0.5,59.8,11.6,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
025908,025,15,37,53,100,45,100,.,100,29,20,BROOKESMITH ISD,BROWN,REGION 15: SAN ANGELO,2,92,158,16,0,0,0,123,1.3,58.2,10.1,0.0,0,0,77.8,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
025909,025,15,54,67,100,61,67,.,100,73,80,EARLY ISD,BROWN,REGION 15: SAN ANGELO,21,476,1133,109,0,0,0,898,1.9,42.0,9.6,0.0,0,0,79.3,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
026901,026,06,46,46,100,46,100,0,20,9,35,CALDWELL ISD,BURLESON,REGION 06: HUNTSVILLE,193,943,1699,158,0,0,0,1278,11.4,55.5,9.3,0.0,0,0,75.2,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
026902,026,06,34,75,100,55,100,0,100,10,11,SOMERVILLE ISD,BURLESON,REGION 06: HUNTSVILLE,47,369,516,56,0,0,0,363,9.1,71.5,10.9,0.0,0,0,70.3,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
026903,026,06,40,61,100,51,50,100,100,11,50,SNOOK ISD,BURLESON,REGION 06: HUNTSVILLE,57,340,489,64,0,0,0,342,11.7,69.5,13.1,0.0,0,0,69.9,N,N,N,N,N,98,100,Not Rated: Declared State of Disaster
027903,027,13,39,50,98,45,100,100,71,0,0,BURNET CISD,BURNET,REGION 13: AUSTIN,279,1611,3097,449,0,0,0,2377,9.0,52.0,14.5,0.0,0,0,76.8,N,N,N,N,N,99,98,Not Rated: Declared State of Disaster
027904,027,13,40,55,98.5,48,20,100,100,0,5,MARBLE FALLS ISD,BURNET,REGION 13: AUSTIN,864,2771,4081,615,0,0,0,3032,21.2,67.9,15.1,0.0,0,0,74.3,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
028902,028,13,32,40,96.6,36,50,100,25,0,0,LOCKHART ISD,CALDWELL,REGION 13: AUSTIN,1867,4689,6026,680,0,0,0,4554,31.0,77.8,11.3,0.0,0,0,75.6,N,N,N,N,N,99,94,Not Rated: Declared State of Disaster
028903,028,13,31,40,98.8,36,100,100,0,0,0,LULING ISD,CALDWELL,REGION 13: AUSTIN,196,1083,1408,201,0,0,0,1016,13.9,76.9,14.3,0.0,0,0,72.2,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
028906,028,13,18,33,100,26,.,.,.,.,.,PRAIRIE LEA ISD,CALDWELL,REGION 13: AUSTIN,25,152,221,23,.,0,.,.,11.3,68.8,10.4,0.0,.,.,.,N,N,N, ,Y,100,96,Not Rated: Declared State of Disaster
029901,029,03,46,50,97.1,48,80,100,75,42,45,CALHOUN COUNTY ISD,CALHOUN,REGION 03: VICTORIA,488,2175,3661,338,0,0,0,2676,13.3,59.4,9.2,0.0,0,0,73.1,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
030901,030,14,46,59,100,53,100,.,100,43,77,CROSS PLAINS ISD,CALLAHAN,REGION 14: ABILENE,9,236,360,52,0,0,0,250,2.5,65.6,14.4,0.0,0,0,69.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
030902,030,14,45,80,100,63,100,.,100,44,35,CLYDE CISD,CALLAHAN,REGION 14: ABILENE,12,652,1393,185,0,0,0,1053,0.9,46.8,13.3,0.0,0,0,75.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
030903,030,14,47,68,100,58,100,.,100,57,57,BAIRD ISD,CALLAHAN,REGION 14: ABILENE,1,163,279,41,0,0,0,194,0.4,58.4,14.7,0.0,0,0,69.5,N,N,N,N,N,99,100,Not Rated: Declared State of Disaster
030906,030,14,50,26,100,38,100,.,0,71,50,EULA ISD,CALLAHAN,REGION 14: ABILENE,0,188,454,67,0,0,0,303,0.0,41.4,14.8,0.0,0,0,66.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
031901,031,01,34,74,96.3,54,100,100,100,9,11,BROWNSVILLE ISD,CAMERON,REGION 01: EDINBURG,14530,36351,40737,5865,0,4311,105,30375,35.7,89.2,14.4,10.6,0.3,0,74.6,N,N,N,N,N,100,71,Not Rated: Declared State of Disaster
031903,031,01,35,74,95,55,67,100,100,8,23,HARLINGEN CISD,CAMERON,REGION 01: EDINBURG,2574,14182,17863,2112,0,353,0,13377,14.4,79.4,11.8,2.0,0,0,74.9,N,N,N,N,N,99,85,Not Rated: Declared State of Disaster
031905,031,01,36,55,97.4,46,100,100,100,0,29,LA FERIA ISD,CAMERON,REGION 01: EDINBURG,419,2609,3094,411,0,0,0,2340,13.5,84.3,13.3,0.0,0,0,75.6,N,N,N,N,N,100,78,Not Rated: Declared State of Disaster
031906,031,01,43,71,96.8,57,80,100,100,30,39,LOS FRESNOS CISD,CAMERON,REGION 01: EDINBURG,2118,8462,10522,1406,0,0,0,8006,20.1,80.4,13.4,0.0,0,0,76.1,N,N,N,N,N,99,81,Not Rated: Declared State of Disaster
031909,031,01,29,77,95.9,53,0,100,100,0,6,POINT ISABEL ISD,CAMERON,REGION 01: EDINBURG,781,1822,2072,207,0,0,0,1555,37.7,87.9,10.0,0.0,0,0,75,N,N,N,N,N,99,83,Not Rated: Declared State of Disaster
031911,031,01,28,46,97.1,37,67,100,75,0,0,RIO HONDO ISD,CAMERON,REGION 01: EDINBURG,206,1572,1730,223,0,0,0,1270,11.9,90.9,12.9,0.0,0,0,73.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
031912,031,01,26,69,94.8,48,20,100,100,0,0,SAN BENITO CISD,CAMERON,REGION 01: EDINBURG,2270,8605,9721,1053,0,0,0,7263,23.4,88.5,10.8,0.0,0,0,74.7,N,N,N,N,N,99,86,Not Rated: Declared State of Disaster
031913,031,01,20,39,97.7,30,0,0,25,0,0,SANTA MARIA ISD,CAMERON,REGION 01: EDINBURG,233,593,602,51,0,0,0,435,38.7,98.5,8.5,0.0,0,0,72.3,N,N,N,N,N,100,91,Not Rated: Declared State of Disaster
031914,031,01,30,97,98.5,64,100,0,100,0,7,SANTA ROSA ISD,CAMERON,REGION 01: EDINBURG,181,828,934,153,0,0,0,739,19.4,88.7,16.4,0.0,0,0,79.1,N,N,N,N,N,100,94,Not Rated: Declared State of Disaster
031916,031,01,62,94,99.8,78,100,.,100,100,100,SOUTH TEXAS ISD,CAMERON,REGION 01: EDINBURG,334,2003,4194,140,0,0,0,4194,8.0,47.8,3.3,0.0,0,0,100,N,N,N,N,N,100,83,Not Rated: Declared State of Disaster
032902,032,08,51,86,100,69,100,100,100,82,80,PITTSBURG ISD,CAMP,REGION 08: MT PLEASANT,426,1838,2344,239,0,0,0,1701,18.2,78.4,10.2,0.0,0,0,72.6,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
033901,033,16,62,100,100,81,.,.,.,.,.,GROOM ISD,CARSON,REGION 16: AMARILLO,2,32,137,23,.,0,.,.,1.5,23.4,16.8,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
033902,033,16,64,79,100,72,100,.,100,100,100,PANHANDLE ISD,CARSON,REGION 16: AMARILLO,6,201,666,83,0,0,0,481,0.9,30.2,12.5,0.0,0,0,72.2,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
033904,033,16,46,75,100,61,100,.,100,29,36,WHITE DEER ISD,CARSON,REGION 16: AMARILLO,14,175,373,48,0,0,0,266,3.8,46.9,12.9,0.0,0,0,71.3,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
034901,034,08,46,74,99.2,60,100,.,100,42,45,ATLANTA ISD,CASS,REGION 08: MT PLEASANT,34,1274,1839,240,0,0,0,1279,1.8,69.3,13.1,0.0,0,0,69.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
034902,034,08,38,69,100,54,.,.,.,.,.,AVINGER ISD,CASS,REGION 08: MT PLEASANT,2,116,140,17,.,0,.,.,1.4,82.9,12.1,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
034903,034,08,46,46,100,46,100,100,25,9,25,HUGHES SPRINGS ISD,CASS,REGION 08: MT PLEASANT,40,598,1121,131,0,0,0,837,3.6,53.3,11.7,0.0,0,0,74.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
034905,034,08,42,61,98.3,52,100,.,100,10,25,LINDEN-KILDARE CISD,CASS,REGION 08: MT PLEASANT,29,390,626,81,0,0,0,446,4.6,62.3,12.9,0.0,0,0,71.2,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
034906,034,08,53,44,100,49,100,.,0,83,92,MCLEOD ISD,CASS,REGION 08: MT PLEASANT,0,158,395,49,0,0,0,302,0.0,40.0,12.4,0.0,0,0,76.5,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
034907,034,08,45,77,100,61,100,.,100,33,36,QUEEN CITY ISD,CASS,REGION 08: MT PLEASANT,2,557,959,138,0,0,0,706,0.2,58.1,14.4,0.0,0,0,73.6,N,N,N,N,N,99,99,Not Rated: Declared State of Disaster
034909,034,08,45,44,100,45,.,.,.,.,.,BLOOMBURG ISD,CASS,REGION 08: MT PLEASANT,4,206,249,31,.,0,.,.,1.6,82.7,12.4,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
035901,035,16,32,59,100,46,67,100,100,0,0,DIMMITT ISD,CASTRO,REGION 16: AMARILLO,289,842,1181,105,0,0,0,868,24.5,71.3,8.9,0.0,0,0,73.5,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
035902,035,16,52,50,100,51,.,.,.,.,.,HART ISD,CASTRO,REGION 16: AMARILLO,52,174,212,20,.,0,.,.,24.5,82.1,9.4,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
035903,035,16,66,100,100,83,.,.,.,.,.,NAZARETH ISD,CASTRO,REGION 16: AMARILLO,2,35,250,14,.,0,.,.,0.8,14.0,5.6,0.0,.,.,.,N,N,N, ,Y,100,96,Not Rated: Declared State of Disaster
036901,036,04,45,65,98,55,100,100,100,27,30,ANAHUAC ISD,CHAMBERS,REGION 04: HOUSTON,92,612,1323,146,0,0,0,984,7.0,46.3,11.0,0.0,0,0,74.4,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
036902,036,04,65,73,99.4,69,100,100,100,100,100,BARBERS HILL ISD,CHAMBERS,REGION 04: HOUSTON,240,1571,6410,653,0,0,0,4750,3.7,24.5,10.2,0.0,0,0,74.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
036903,036,05,51,67,100,59,100,100,100,67,83,EAST CHAMBERS ISD,CHAMBERS,REGION 05: BEAUMONT,406,855,1506,152,0,0,0,1114,27.0,56.8,10.1,0.0,0,0,74,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
037901,037,07,41,69,100,55,100,0,100,10,11,ALTO ISD,CHEROKEE,REGION 07: KILGORE,121,475,609,95,0,0,0,455,19.9,78.0,15.6,0.0,0,0,74.7,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
037904,037,07,39,66,95.2,53,86,100,100,0,18,JACKSONVILLE ISD,CHEROKEE,REGION 07: KILGORE,1450,3748,4656,585,0,0,0,3300,31.1,80.5,12.6,0.0,0,0,70.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
037907,037,07,45,51,97.3,48,100,100,75,36,45,RUSK ISD,CHEROKEE,REGION 07: KILGORE,151,1244,1969,255,0,0,0,1490,7.7,63.2,13.0,0.0,0,0,75.7,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
037908,037,07,40,84,100,62,.,.,.,.,.,NEW SUMMERFIELD ISD,CHEROKEE,REGION 07: KILGORE,250,493,529,44,.,0,.,.,47.3,93.2,8.3,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
037909,037,07,39,100,100,70,100,.,100,0,30,WELLS ISD,CHEROKEE,REGION 07: KILGORE,16,186,263,37,0,0,0,193,6.1,70.7,14.1,0.0,0,0,73.4,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
038901,038,16,50,53,96.7,52,100,100,80,55,76,CHILDRESS ISD,CHILDRESS,REGION 16: AMARILLO,36,636,997,133,0,0,0,776,3.6,63.8,13.3,0.0,0,0,77.8,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
039902,039,09,50,54,96.8,52,100,.,67,67,64,HENRIETTA ISD,CLAY,REGION 09: WICHITA FALLS,6,325,906,148,0,0,0,688,0.7,35.9,16.3,0.0,0,0,75.9,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
039903,039,09,41,34,97.1,38,100,.,0,25,43,PETROLIA CISD,CLAY,REGION 09: WICHITA FALLS,3,287,445,62,0,0,0,316,0.7,64.5,13.9,0.0,0,0,71,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
039904,039,09,49,45,100,47,.,.,.,.,.,BELLEVUE ISD,CLAY,REGION 09: WICHITA FALLS,2,79,145,19,.,0,.,.,1.4,54.5,13.1,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
039905,039,09,48,70,100,59,.,.,.,.,.,MIDWAY ISD,CLAY,REGION 09: WICHITA FALLS,4,92,132,35,.,0,.,.,3.0,69.7,26.5,0.0,.,.,.,N,N,N, ,Y,99,100,Not Rated: Declared State of Disaster
040901,040,17,17,86,100,52,.,.,.,.,.,MORTON ISD,COCHRAN,REGION 17: LUBBOCK,74,304,374,49,.,0,.,.,19.8,81.3,13.1,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
040902,040,17,40,96,100,68,.,.,.,.,.,WHITEFACE CISD,COCHRAN,REGION 17: LUBBOCK,35,203,339,36,.,.,.,.,10.3,59.9,10.6,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
041901,041,15,48,59,100,54,.,.,.,.,.,BRONTE ISD,COKE,REGION 15: SAN ANGELO,3,112,240,30,.,0,.,.,1.3,46.7,12.5,0.0,.,.,.,N,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
041902,041,15,44,71,100,58,100,.,100,14,46,ROBERT LEE ISD,COKE,REGION 15: SAN ANGELO,2,172,255,33,0,0,0,194,0.8,67.5,12.9,0.0,0,0,76.1,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
042901,042,15,44,33,93.9,39,100,.,0,0,14,COLEMAN ISD,COLEMAN,REGION 15: SAN ANGELO,14,476,839,118,0,0,0,618,1.7,56.7,14.1,0.0,0,0,73.7,N,N,N,N,N,100,94,Not Rated: Declared State of Disaster
042903,042,15,38,100,100,69,100,.,100,13,8,SANTA ANNA ISD,COLEMAN,REGION 15: SAN ANGELO,0,256,264,27,0,0,0,199,0.0,97.0,10.2,0.0,0,0,75.4,N,N,N,N,N,100,100,Not Rated: Declared State of Disaster
042905,042,15,45,70,100,58,.,.,.,.,.,PANTHER CREEK CISD,COLEMAN,REGION 15: SAN ANGELO,0,107,156,38,.,0,.,.,0.0,68.6,24.4,0.0,.,.,.,N,N,N, ,Y,99,100,Not Rated: Declared State of Disaster
043801,043,10,66,100,100,83,.,.,.,.,.,IMAGINE INTERNATIONAL ACADEMY OF N,COLLIN,REGION 10: RICHARDSON,156,122,1434,72,.,0,.,.,10.9,8.5,5.0,0.0,.,.,.,Y,N,N, ,Y,100,96,Not Rated: Declared State of Disaster
043802,043,10,47,.,.,47,.,.,.,.,.,LONE STAR LANGUAGE ACADEMY,COLLIN,REGION 10: RICHARDSON,25,0,206,13,.,.,.,.,12.1,0.0,6.3,0.0,.,.,.,Y,N,N, ,Y,100,100,Not Rated: Declared State of Disaster
043901,043,10,63,74,98.8,69,78,100,100,100,100,ALLEN ISD,COLLIN,REGION 10: RICHARDSON,1829,4876,21564,2759,0,0,0,17008,8.5,22.6,12.8,0.0,0,0,78.9,N,N,N,N,N,100,94,Not Rated: Declared State of Disaster
043902,043,10,44,59,95.3,52,50,100,100,8,36,ANNA ISD,COLLIN,REGION 10: RICHARDSON,500,1922,3963,577,0,0,0,2920,12.6,48.5,14.6,0.0,0,0,73.7,N,N,N,N,N,100,99,Not Rated: Declared State of Disaster
043903,043,10,56,71,99.5,64,100,100,100,85,75,CELINA ISD,COLLIN,REGION 10: RICHARDSON,210,575,2956,323,0,0,0,2290,7.1,19.5,10.9,0.0,0,0,77.5,N,N,N,N,N,100,96,Not Rated: Declared State of Disaster
043904,043,10,48,62,96.6,55,100,0,100,64,50,FARMERSVILLE ISD,COLLIN,REGION 10: RICHARDSON,286,1002,1874,259,0,0,0,1433,15.3,53.5,13.8,0.0,0,0,76.5,N,N,N,N,N,100,95,Not Rated: Declared State of Disaster
043905,043,10,66,75,99.4,71,78,100,100,100,96,FRISCO ISD,COLLIN,REGION 10: RICHARDSON,4564,8208,63353,6508,0,0,0,50126,7.2,13.0,10.3,0.0,0,0,79.1,N,N,N,N,N,100,93,Not Rated: Declared State of Disaster
043907,043,10,57,67,99,62,100,100,100,86,89,MCKINNEY ISD,COLLIN,REGION 10: RICHARDSON,2786,7721,23272,3057,0,0,0,18404,12.0,33.2,13.1,0.0,0,0,79.1,N,N,N,N,N,99,97,Not Rated: Declared State of Disaster
043908,043,10,65,56,100,61,100,100,100,92,92,MELISSA ISD,COLLIN,REGION 10: RICHARDSON,243,628,4081,505,0,0,0,3062,6.0,15.4,12.4,0.0,0,0,75,N,N,N,N,N,100,98,Not Rated: Declared State of Disaster
043910,043,10,55,73,97.6,64,89,100,92,71,77,PLANO ISD,COLLIN,REGION 10: RICHARDSON,9312,17787,49942,6137,0,0,0,38844,18.6,35.6,12.3,0.0,0,0,77.8,N,N,N,N,N,100,86,Not Rated: Declared State of Disaster
