DISTRICT,CNTYNAME,COUNTY,DA0GS18R,DAD_POST,DALL_UPDATE,DASC4X18R,DD1A,DD1AS,DD1B,DD1BS,DD1C,DD1CS,DD1G,DD1S,DD2A,DD2AG,DD2AS,DD2B,DD2BG,DD2BS,DD2G,DD2S,DD3,DD3G,DD3S,DDALLS,DFLALTED,DFLCHART,DFLNEWDIST,DFLRTF,DFLSCD,DISTNAME,DPE0312C,DPE0312P,DPETALLC,DPETECHC,DPETECHP,DPETECOC,DPETECOP,DPETLEPC,DPETLEPP,DPETPTEC,DPETPTEP,DPETSPEC,DPETSPEP,DPETSTEC,DPETSTEP,D_AEABONUS,D_AEABONUS_USED_PCT,D_AEAGRAD_PTS,D_AEASTAAR_PCT,D_AEASTAAR_PTS,D_APPEAL_DECISION,D_RATING,D_YRS_IR,REGION,REGNNAME
123907,JEFFERSON,123,81.6,0, ,82.2,38,67,33,64,88.2,65,D,65,69,C,79,36,C,70,C,79,18,D,62,74,N,N,N,N,N,PORT ARTHUR ISD,5638,69.3,8132,161,2,6490,79.8,2168,26.7,0,0,679,8.3,0,0,.,.,.,.,., ,C,.,5,REGION 05: BEAUMONT
123908,JEFFERSON,123,97.9,0, ,98.5,54,85,77,94,97.1,90,A,90,67,C,73,66,A,91,A,91,82,B,87,90,N,N,N,N,N,PORT NECHES-GROVES ISD,3929,76.5,5133,0,0,2378,46.3,283,5.5,0,0,494,9.6,0,0,.,.,.,.,., ,A,.,5,REGION 05: BEAUMONT
123910,JEFFERSON,123,76.5,0, ,78.3,33,58,45,74,88.6,65,D,66,61,F,59,39,C,74,C,74,14,F,59,70,N,N,N,N,N,BEAUMONT ISD,13170,71.4,18433,226,1.2,15444,83.8,2203,12,0,0,1466,8,0,0,.,.,.,.,., ,C,.,5,REGION 05: BEAUMONT
123913,JEFFERSON,123,., , ,.,59,89,79,95,100,100,A,94,65,C,73,69,A,92,A,92,92,B,88,92,N,N, ,N,Y,SABINE PASS ISD,.,.,371,0,0,246,66.3,4,1.1,.,.,10,2.7,.,.,.,.,.,.,., ,A,.,5,REGION 05: BEAUMONT
123914,JEFFERSON,123,97.4,0, ,97.4,52,83,75,94,99.2,95,A,90,68,C,76,64,A,91,A,91,85,B,88,90,N,N,N,N,N,HAMSHIRE-FANNETT ISD,1469,76.1,1931,0,0,895,46.3,89,4.6,0,0,184,9.5,0,0,.,.,.,.,., ,A,.,5,REGION 05: BEAUMONT
124901,JIM HOGG,124,94.2,0, ,94.3,40,70,63,91,95.7,85,B,81,69,C,79,52,A,90,A,90,52,C,76,86,N,N,N,N,N,JIM HOGG COUNTY ISD,833,72.2,1154,0,0,1017,88.1,92,8,0,0,102,8.8,0,0,.,.,.,.,., ,B,.,1,REGION 01: EDINBURG
125901,JIM WELLS,125,80.5,0, ,81.3,34,59,60,90,91.5,65,C,73,59,F,58,47,B,84,B,84,36,C,72,80,N,N,N,N,N,ALICE ISD,3581,72.8,4918,112,2.3,4160,84.6,128,2.6,0,0,447,9.1,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
125902,JIM WELLS,125,79.2,0, ,77.8,39,69,67,92,97.8,90,B,82,64,D,65,53,B,86,B,86,77,B,85,86,N,N,N,N,N,BEN BOLT-PALITO BLANCO ISD,396,77.5,511,0,0,311,60.9,27,5.3,0,0,39,7.6,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
125903,JIM WELLS,125,81.1,0, ,80.8,49,81,74,94,98.7,95,B,89,66,C,70,62,A,91,A,91,86,B,88,89,N,N,N,N,N,ORANGE GROVE ISD,1344,74,1817,0,0,1087,59.8,31,1.7,0,0,192,10.6,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
125905,JIM WELLS,125,100,0, ,100,33,58,70,93,96.6,90,C,78,63,D,60,52,A,90,B,89,38,C,73,84,N,N,N,N,N,PREMONT ISD,416,67.5,616,59,9.6,554,89.9,37,6,0,0,71,11.5,0,0,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
125906,JIM WELLS,125,., , ,.,55,83,.,.,.,.,B,83,72,C,75,55,B,85,B,85,72,C,76,82,N,N, ,N,Y,LA GLORIA ISD,.,.,123,0,0,77,62.6,2,1.6,.,.,8,6.5,.,.,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
126801,JOHNSON,126,., , ,.,24,50,.,.,47,40,F,50,56,D,60,24,F,49,D,60,0,F,30,51,N,Y, ,N,Y,KAUFFMAN LEADERSHIP ACADEMY,.,.,105,0,0,51,48.6,0,0,.,.,16,15.2,.,.,.,.,.,.,., ,F,3,11,REGION 11: FORT WORTH
126901,JOHNSON,126,82.6,0, ,82.9,43,74,63,91,98,95,B,85,62,F,59,53,B,88,B,88,52,C,76,84,N,N,N,N,N,ALVARADO ISD,2796,77.1,3625,0,0,2332,64.3,639,17.6,0,0,239,6.6,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
126902,JOHNSON,126,82.1,0, ,81.5,52,83,56,85,96.8,90,B,85,67,C,73,54,C,76,C,76,77,B,85,85,N,N,N,N,N,BURLESON ISD,9676,78.1,12387,199,1.6,4665,37.7,682,5.5,0,0,1070,8.6,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
126903,JOHNSON,126,77.1,0, ,78.1,39,69,56,85,96.8,90,B,80,60,F,58,48,B,81,B,81,34,C,71,78,N,N,N,N,N,CLEBURNE ISD,4902,73.7,6650,0,0,4333,65.2,1330,20,0,0,634,9.5,0,0,.,.,.,.,., ,C,.,11,REGION 11: FORT WORTH
126904,JOHNSON,126,91.9,0, ,91.9,60,90,82,96,100,100,A,94,73,B,85,71,A,91,A,91,90,A,91,93,N,N,N,N,N,GRANDVIEW ISD,968,76,1273,0,0,463,36.4,50,3.9,0,0,106,8.3,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
126905,JOHNSON,126,93.5,0, ,94,56,87,66,92,98.3,95,A,91,72,B,84,61,A,90,A,90,86,B,88,90,N,N,N,N,N,JOSHUA ISD,4206,75.6,5561,0,0,2937,52.8,567,10.2,0,0,454,8.2,0,0,.,.,.,.,., ,A,.,11,REGION 11: FORT WORTH
126906,JOHNSON,126,86.4,0, ,87.5,45,76,73,93,95.8,85,B,85,64,D,65,59,A,91,A,91,53,C,77,87,N,N,N,N,N,KEENE ISD,819,76.5,1070,0,0,770,72,222,20.7,0,0,87,8.1,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
126907,JOHNSON,126,61.4,0, ,62.5,42,73,58,88,98.5,95,B,83,61,F,59,50,B,81,B,81,47,C,75,81,N,N,N,N,N,RIO VISTA ISD,559,74.1,754,0,0,424,56.2,37,4.9,0,0,70,9.3,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
126908,JOHNSON,126,77.5,0, ,81.5,41,71,56,85,98.3,95,B,81,65,D,69,49,B,85,B,85,48,C,75,82,N,N,N,N,N,VENUS ISD,1654,75.2,2200,0,0,1619,73.6,517,23.5,0,0,185,8.4,0,0,.,.,.,.,., ,B,.,11,REGION 11: FORT WORTH
126911,JOHNSON,126,87.6,0, ,88.1,41,71,58,88,96.4,90,B,82,62,F,59,50,B,80,B,80,24,D,66,77,N,N,N,N,N,GODLEY ISD,1585,73.5,2156,0,0,1155,53.6,213,9.9,0,0,237,11,0,0,.,.,.,.,., ,C,.,11,REGION 11: FORT WORTH
127901,JONES,127,85.5,0, ,86.9,44,75,77,94,100,100,B,88,71,B,82,61,A,91,A,91,64,B,81,88,N,N,N,N,N,ANSON ISD,524,70,749,0,0,483,64.5,12,1.6,0,0,92,12.3,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
127903,JONES,127,79.2,0, ,75,41,71,73,93,97,90,B,84,56,F,56,57,B,89,B,89,48,C,75,85,N,N,N,N,N,HAMLIN ISD,276,70.1,394,0,0,270,68.5,21,5.3,0,0,54,13.7,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
127904,JONES,127,79.2,0, ,78.3,43,74,36,67,100,100,C,76,66,C,70,40,D,66,C,70,4,F,38,65,N,N,N,N,N,HAWLEY ISD,581,74.1,784,0,0,414,52.8,3,0.4,0,0,70,8.9,0,0,.,.,.,.,., ,D,.,14,REGION 14: ABILENE
127905,JONES,127,100, , ,100,39,69,77,94,100,100,B,85,56,F,56,58,B,89,B,89,44,C,74,85,N,N,N,N,N,LUEDERS-AVOCA ISD,77,72,107,0,0,85,79.4,0,0,0,0,21,19.6,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
127906,JONES,127,79.5,0, ,79.5,44,75,59,89,97.9,90,B,84,63,D,60,52,B,87,B,87,59,C,78,84,N,N,N,N,N,STAMFORD ISD,489,75.6,647,0,0,439,67.9,23,3.6,0,0,64,9.9,0,0,.,.,.,.,., ,B,.,14,REGION 14: ABILENE
128901,KARNES,128,91.3,0, ,90.2,46,78,61,90,100,100,B,87,68,C,76,54,A,90,A,90,58,C,78,86,N,N,N,N,N,KARNES CITY ISD,833,74.3,1121,99,8.8,797,71.1,57,5.1,0,0,143,12.8,0,0,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
128902,KARNES,128,82.4,0, ,82.4,41,71,64,91,94.6,80,B,81,64,D,65,53,B,88,B,88,50,C,76,84,N,N,N,N,N,KENEDY ISD,514,70.4,730,0,0,498,68.2,52,7.1,0,0,97,13.3,0,0,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
128903,KARNES,128,100,0, ,95.7,39,69,76,94,100,100,B,85,61,F,59,58,B,89,B,89,49,C,76,85,N,N,N,N,N,RUNGE ISD,180,70.9,254,0,0,209,82.3,3,1.2,0,0,34,13.4,0,0,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
128904,KARNES,128,85.2,0, ,88.5,73,93,78,95,100,100,A,95,81,A,92,76,A,90,A,92,100,A,100,97,N,N,N,N,N,FALLS CITY ISD,285,79.2,360,0,0,70,19.4,10,2.8,0,0,36,10,0,0,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
129901,KAUFMAN,129,81.3,0, ,81.9,50,82,62,91,100,100,B,89,71,B,82,56,B,86,B,86,82,B,87,88,N,N,N,N,N,CRANDALL ISD,3293,74.8,4403,0,0,2243,50.9,534,12.1,0,0,444,10.1,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
129902,KAUFMAN,129,92.2,0, ,93,58,88,70,93,99.1,95,A,91,71,B,82,64,B,83,B,83,96,B,89,90,N,N,N,N,N,FORNEY ISD,8593,77.3,11112,0,0,3203,28.8,859,7.7,0,0,1051,9.5,0,0,.,.,.,.,., ,A,.,10,REGION 10: RICHARDSON
129903,KAUFMAN,129,91.4,0, ,90,48,80,64,91,96.5,90,B,86,71,B,82,56,A,90,B,89,68,B,82,87,N,N,N,N,N,KAUFMAN ISD,3044,75.4,4037,0,0,2879,71.3,725,18,0,0,376,9.3,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
129904,KAUFMAN,129,72.1,0, ,83.5,43,74,61,90,96.6,90,B,84,65,D,69,52,B,88,B,88,67,B,82,86,N,N,N,N,N,KEMP ISD,1250,75.7,1652,0,0,1175,71.1,176,10.7,0,0,229,13.9,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
129905,KAUFMAN,129,94.3,1, ,94.3,58,88,81,95,98.7,95,A,92,76,A,90,70,A,93,A,93,80,B,86,91,N,N,N,N,N,MABANK ISD,2630,73.8,3563,0,0,2256,63.3,154,4.3,0,0,417,11.7,0,0,.,.,.,.,., ,A,.,10,REGION 10: RICHARDSON
129906,KAUFMAN,129,87.7,0, ,87.6,41,71,82,96,95.1,85,B,84,66,C,70,62,A,92,A,92,47,C,75,87,N,N,N,N,N,TERRELL ISD,3284,70.1,4684,0,0,3603,76.9,1002,21.4,0,0,444,9.5,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
129910,KAUFMAN,129,96.4,0, ,96.5,53,84,71,93,100,100,A,91,69,C,79,62,A,90,A,90,71,B,83,89,N,N,N,N,N,SCURRY-ROSSER ISD,814,77.4,1052,0,0,504,47.9,51,4.8,0,0,110,10.5,0,0,.,.,.,.,., ,B,.,10,REGION 10: RICHARDSON
130801,KENDALL,130,18.2, , ,28.6,28,79,9,72,.,.,Not Rated,.,25,Not Rated,48,.,Not Rated,.,Not Rated,48,.,Not Rated,.,.,Y,Y,N,Y,N,MEADOWLAND CHARTER DISTRICT,106,86.2,123,0,0,114,92.7,0,0,0,0,49,39.8,0,0,0,18,0,20,0, ,Not Rated,.,20,REGION 20: SAN ANTONIO
130901,KENDALL,130,93.8,0, ,93.5,65,91,79,95,99.5,95,A,93,72,B,84,72,B,86,B,86,94,A,95,94,N,N,N,N,N,BOERNE ISD,7114,77.9,9133,0,0,1669,18.3,427,4.7,0,0,907,9.9,0,0,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
130902,KENDALL,130,78.5,0, ,80,48,80,62,91,98.5,95,B,87,67,C,73,55,B,88,B,88,67,B,82,86,N,N,N,N,N,COMFORT ISD,855,77.7,1100,0,0,647,58.8,136,12.4,0,0,143,13,0,0,.,.,.,.,., ,B,.,13,REGION 13: AUSTIN
131001,KENEDY,131,., , ,.,58,88,.,.,.,.,B,88,75,B,80,58,B,88,B,88,.,Not Rated,.,88,N,N, ,N,Y,KENEDY COUNTY WIDE CSD,.,.,64,0,0,39,60.9,3,4.7,.,.,13,20.3,.,.,.,.,.,.,., ,B,.,2,REGION 02: CORPUS CHRISTI
132902,KENT,132,., , ,.,63,91,88,97,100,100,A,95,72,B,82,76,A,90,A,90,100,A,100,97,N,N, ,N,Y,JAYTON-GIRARD ISD,.,.,151,0,0,52,34.4,0,0,.,.,20,13.2,.,.,.,.,.,.,., ,A,.,17,REGION 17: LUBBOCK
133901,KERR,133,87.5, ,2,87.5,46,78,81,95,100,100,B,89,71,B,82,64,A,92,A,92,72,B,83,89,N,N,N,N,N,CENTER POINT ISD,429,75.4,569,0,0,395,69.4,108,19,0,0,65,11.4,0,0,.,.,.,.,., ,Data Integrity Issues,.,20,REGION 20: SAN ANTONIO
133902,KERR,133,., , ,.,56,85,.,.,.,.,B,85,75,B,80,56,B,83,B,83,84,C,79,83,N,N, ,N,Y,HUNT ISD,.,.,204,0,0,102,50,36,17.6,.,.,18,8.8,.,.,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
133903,KERR,133,75.5,1, ,79.9,55,86,61,90,97.3,90,B,88,67,C,73,58,A,90,A,90,98,B,89,89,N,N,N,N,N,KERRVILLE ISD,3642,73.5,4954,0,0,2782,56.2,390,7.9,0,0,459,9.3,0,0,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
133904,KERR,133,90,0, ,94.1,50,82,71,93,96.9,90,B,88,70,B,80,61,A,92,A,92,77,B,85,90,N,N,N,N,N,INGRAM ISD,860,73.6,1168,0,0,915,78.3,187,16,0,0,110,9.4,0,0,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
133905,KERR,133,., , ,.,88,97,.,.,.,.,A,97,72,C,75,88,A,91,A,91,.,Not Rated,.,97,N,N, ,N,Y,DIVIDE ISD,.,.,21,0,0,0,0,1,4.8,.,.,5,23.8,.,.,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
134901,KIMBLE,134,93,0, ,83.3,46,78,51,78,100,100,B,82,63,D,60,49,B,83,B,83,55,C,77,81,N,N,N,N,N,JUNCTION ISD,442,73.1,605,0,0,393,65,20,3.3,0,0,78,12.9,0,0,.,.,.,.,., ,B,.,15,REGION 15: SAN ANGELO
135001,KING,135,., , ,.,71,93,95,99,100,100,A,97,75,B,85,83,A,91,A,91,100,A,100,98,N,N, ,N,Y,GUTHRIE CSD,.,.,101,0,0,25,24.8,4,4,.,.,4,4,.,.,.,.,.,.,., ,A,.,17,REGION 17: LUBBOCK
136901,KINNEY,136,79.5,0, ,81.4,51,82,75,94,97.9,90,B,88,66,C,70,63,A,91,A,91,86,B,88,90,N,N,N,N,N,BRACKETT ISD,428,76.7,558,0,0,319,57.2,24,4.3,0,0,67,12,0,0,.,.,.,.,., ,A,.,20,REGION 20: SAN ANTONIO
137901,KLEBERG,137,54.1, ,2,51.8,34,59,75,94,89.5,65,C,74,61,F,59,55,B,89,B,89,35,C,72,84,N,N,N,N,N,KINGSVILLE ISD,2338,70.6,3313,949,28.6,2605,78.6,109,3.3,0,0,418,12.6,0,0,.,.,.,.,., ,Data Integrity Issues,.,2,REGION 02: CORPUS CHRISTI
137902,KLEBERG,137,., , ,.,60,90,.,.,.,.,A,90,71,B,82,60,A,91,A,91,98,A,98,93,N,N,N,N,N,RICARDO ISD,406,58.9,689,0,0,400,58.1,18,2.6,0,0,50,7.3,0,0,.,.,.,.,., ,A,.,2,REGION 02: CORPUS CHRISTI
137903,KLEBERG,137,87.2,0, ,84.6,51,82,88,97,97.1,90,A,90,64,D,65,70,A,93,A,93,96,B,89,92,N,N,N,N,N,RIVIERA ISD,352,80.4,438,119,27.2,290,66.2,19,4.3,0,0,34,7.8,0,0,.,.,.,.,., ,A,.,2,REGION 02: CORPUS CHRISTI
137904,KLEBERG,137,98.8,1, ,100,67,92,82,96,100,100,A,95,73,B,85,75,A,93,A,93,89,A,90,94,N,N,N,N,N,SANTA GERTRUDIS ISD,650,80.8,804,0,0,354,44,7,0.9,0,0,21,2.6,0,0,.,.,.,.,., ,A,.,2,REGION 02: CORPUS CHRISTI
138902,KNOX,138,72.7,0, ,80,47,79,83,96,100,100,A,90,73,B,85,65,A,92,A,92,68,B,82,89,N,N,N,N,N,KNOX CITY-O'BRIEN CISD,189,70.3,269,0,0,193,71.7,18,6.7,0,0,38,14.1,0,0,.,.,.,.,., ,B,.,9,REGION 09: WICHITA FALLS
138903,KNOX,138,85,0, ,82.4,47,79,58,88,100,100,B,87,70,B,80,53,B,87,B,87,70,B,83,86,N,N,N,N,N,MUNDAY CISD,244,67.4,362,0,0,230,63.5,20,5.5,0,0,57,15.7,0,0,.,.,.,.,., ,B,.,9,REGION 09: WICHITA FALLS
138904,KNOX,138,., , ,.,56,85,83,96,100,100,A,92,73,B,83,70,A,92,A,92,95,A,90,91,N,N, ,N,Y,BENJAMIN ISD,.,.,118,0,0,82,69.5,2,1.7,.,.,12,10.2,.,.,.,.,.,.,., ,A,.,9,REGION 09: WICHITA FALLS
139905,LAMAR,139,71.6,0, ,71.2,57,87,75,94,100,100,A,92,73,B,85,66,A,92,A,92,90,A,91,92,N,N,N,N,N,CHISUM ISD,688,73,942,0,0,518,55,45,4.8,0,0,93,9.9,0,0,.,.,.,.,., ,A,.,8,REGION 08: MT PLEASANT
139908,LAMAR,139,., , ,.,38,65,53,84,100,100,B,80,62,D,69,46,B,81,B,81,33,C,71,78,N,N, ,N,Y,ROXTON ISD,.,.,136,0,0,111,81.6,9,6.6,.,.,28,20.6,.,.,.,.,.,.,., ,C,.,8,REGION 08: MT PLEASANT
139909,LAMAR,139,74.7,0, ,75.8,45,76,60,90,98.6,95,B,85,67,C,73,53,A,90,A,90,58,C,78,86,N,N,N,N,N,PARIS ISD,2568,67.4,3810,0,0,2968,77.9,412,10.8,0,0,482,12.7,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
139911,LAMAR,139,73.3,0, ,73.7,51,82,71,93,97.3,90,B,88,69,C,79,61,A,90,A,90,81,B,87,89,N,N,N,N,N,NORTH LAMAR ISD,1903,77.5,2456,0,0,1254,51.1,74,3,0,0,342,13.9,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
139912,LAMAR,139,71.9,0, ,74.2,49,81,79,95,97.4,90,B,88,68,C,76,64,A,91,B,89,75,B,85,88,N,N,N,N,N,PRAIRILAND ISD,827,72.2,1146,0,0,609,53.1,30,2.6,0,0,99,8.6,0,0,.,.,.,.,., ,B,.,8,REGION 08: MT PLEASANT
140901,LAMB,140,., , ,.,33,58,100,100,100,100,B,83,69,C,79,67,A,91,A,91,40,C,73,86,N,N, ,N,Y,AMHERST ISD,.,.,142,0,0,116,81.7,69,48.6,.,.,16,11.3,.,.,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
140904,LAMB,140,89.6,0, ,89.5,44,75,98,100,100,100,A,90,65,D,69,71,A,94,A,94,65,B,81,90,N,N,N,N,N,LITTLEFIELD ISD,977,72.4,1350,0,0,1023,75.8,89,6.6,0,0,144,10.7,0,0,.,.,.,.,., ,A,.,17,REGION 17: LUBBOCK
140905,LAMB,140,86.4,0, ,84.4,46,78,91,98,100,100,A,90,62,F,59,69,B,89,B,89,59,C,78,86,N,N,N,N,N,OLTON ISD,460,78.5,586,0,0,440,75.1,97,16.6,0,0,50,8.5,0,0,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
140907,LAMB,140,96,0, ,100,41,71,90,98,100,100,B,88,67,C,73,66,A,93,B,89,47,C,75,85,N,N,N,N,N,SPRINGLAKE-EARTH ISD,256,72.9,351,0,0,249,70.9,58,16.5,0,0,51,14.5,0,0,.,.,.,.,., ,B,.,17,REGION 17: LUBBOCK
140908,LAMB,140,96.2,1, ,96.2,53,84,100,100,100,100,A,94,69,C,79,77,A,94,A,94,88,B,89,93,N,N,N,N,N,SUDAN ISD,337,70.9,475,0,0,252,53.1,35,7.4,0,0,46,9.7,0,0,.,.,.,.,., ,A,.,17,REGION 17: LUBBOCK
141901,LAMPASAS,141,97.1,0, ,95.8,47,79,64,91,100,100,B,88,67,C,73,56,B,86,B,86,65,B,81,86,N,N,N,N,N,LAMPASAS ISD,2541,76.1,3337,0,0,1730,51.8,121,3.6,0,0,431,12.9,0,0,.,.,.,.,., ,B,.,12,REGION 12: WACO
141902,LAMPASAS,141,., , ,.,40,69,92,98,100,100,B,87,68,C,78,66,A,91,A,91,56,C,76,87,N,N, ,N,Y,LOMETA ISD,.,.,289,0,0,228,78.9,39,13.5,.,.,43,14.9,.,.,.,.,.,.,., ,B,.,12,REGION 12: WACO
142901,LA SALLE,142,78.4,0, ,80.4,41,71,56,85,88.8,65,C,75,71,B,82,49,B,87,B,87,52,C,76,84,N,N,N,N,N,COTULLA ISD,998,74.4,1342,0,0,1196,89.1,98,7.3,0,0,181,13.5,0,0,.,.,.,.,., ,B,.,20,REGION 20: SAN ANTONIO
143901,LAVACA,143,97.5,0, ,96.3,52,83,70,93,98.8,95,B,89,67,C,73,61,B,89,B,89,79,B,86,88,N,N,N,N,N,HALLETTSVILLE ISD,872,77.4,1126,0,0,507,45,28,2.5,0,0,106,9.4,0,0,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
143902,LAVACA,143,95.5,1, ,95.5,54,85,41,71,100,100,B,82,74,B,87,48,B,80,B,87,56,C,78,84,N,N,N,N,N,MOULTON ISD,211,75.9,278,0,0,164,59,29,10.4,0,0,41,14.7,0,0,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
143903,LAVACA,143,87.8,0, ,87.8,65,91,77,94,100,100,A,94,72,B,84,71,A,91,A,91,89,A,90,93,N,N,N,N,N,SHINER ISD,488,73.7,662,0,0,225,34,11,1.7,0,0,80,12.1,0,0,.,.,.,.,., ,A,.,3,REGION 03: VICTORIA
143904,LAVACA,143,., , ,.,54,82,.,.,.,.,B,82,66,D,65,54,C,79,C,79,64,C,74,80,N,N, ,N,Y,VYSEHRAD ISD,.,.,126,.,0,55,43.7,1,0.8,.,.,6,4.8,.,.,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
143905,LAVACA,143,., , ,.,61,90,.,.,.,.,A,90,67,D,67,61,C,70,C,70,72,C,76,86,N,N, ,N,Y,SWEET HOME ISD,.,.,143,.,0,25,17.5,0,0,.,.,6,4.2,.,.,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
143906,LAVACA,143,., , ,.,59,89,.,.,.,.,B,89,73,C,77,59,B,85,B,85,67,C,75,85,N,N, ,N,Y,EZZELL ISD,.,.,92,0,0,43,46.7,0,0,.,.,4,4.3,.,.,.,.,.,.,., ,B,.,3,REGION 03: VICTORIA
144901,LEE,144,86.4,0, ,86.8,47,79,61,90,98.1,95,B,87,72,B,84,54,B,89,B,89,62,B,80,86,N,N,N,N,N,GIDDINGS ISD,1434,77.3,1854,0,0,1225,66.1,386,20.8,0,0,203,10.9,0,0,.,.,.,.,., ,B,.,13,REGION 13: AUSTIN
144902,LEE,144,100,0, ,98.3,50,82,80,95,100,100,A,91,68,C,76,65,A,90,B,89,66,B,81,88,N,N,N,N,N,LEXINGTON ISD,785,76.7,1023,0,0,400,39.1,24,2.3,0,0,96,9.4,0,0,.,.,.,.,., ,B,.,13,REGION 13: AUSTIN
144903,LEE,144,., , ,.,39,67,62,91,100,100,B,83,70,B,80,51,B,83,B,83,50,C,75,81,N,N, ,N,Y,DIME BOX ISD,.,.,153,0,0,114,74.5,18,11.8,.,.,25,16.3,.,.,.,.,.,.,., ,B,.,13,REGION 13: AUSTIN
145901,LEON,145,92.5,0, ,92.2,54,85,67,92,100,100,A,91,69,C,79,61,A,91,A,91,87,B,89,90,N,N,N,N,N,BUFFALO ISD,684,72.5,944,0,0,620,65.7,155,16.4,0,0,75,7.9,0,0,.,.,.,.,., ,A,.,6,REGION 06: HUNTSVILLE
145902,LEON,145,88.9,0, ,89.1,52,83,53,80,97.9,90,B,83,69,C,79,53,B,81,B,81,83,B,87,84,N,N,N,N,N,CENTERVILLE ISD,479,73.4,653,0,0,320,49,19,2.9,0,0,58,8.9,0,0,.,.,.,.,., ,B,.,6,REGION 06: HUNTSVILLE
145906,LEON,145,89.7,0, ,89.1,50,82,73,93,100,100,A,90,71,B,82,62,A,91,A,91,89,A,90,91,N,N,N,N,N,NORMANGEE ISD,469,77.5,605,0,0,324,53.6,17,2.8,0,0,57,9.4,0,0,.,.,.,.,., ,A,.,6,REGION 06: HUNTSVILLE
145907,LEON,145,75,0, ,75,46,78,46,75,100,100,B,81,68,C,76,46,B,83,B,83,36,C,72,80,N,N,N,N,N,OAKWOOD ISD,132,66.3,199,0,0,168,84.4,3,1.5,0,0,17,8.5,0,0,.,.,.,.,., ,B,.,6,REGION 06: HUNTSVILLE
145911,LEON,145,82.4,0, ,84.3,52,83,60,90,98.4,95,B,88,68,C,76,56,B,87,B,87,58,C,78,85,N,N,N,N,N,LEON ISD,560,75.1,746,0,0,391,52.4,111,14.9,0,0,61,8.2,0,0,.,.,.,.,., ,B,.,6,REGION 06: HUNTSVILLE
146901,LIBERTY,146,87.5,0, ,91.6,37,65,49,77,86.5,60,D,69,59,F,58,43,B,80,B,80,28,D,69,77,N,N,N,N,N,CLEVELAND ISD,4846,73.8,6568,0,0,5680,86.5,2793,42.5,0,0,484,7.4,0,0,.,.,.,.,., ,C,.,4,REGION 04: HOUSTON
146902,LIBERTY,146,91.2,0, ,89.3,40,70,50,78,97.1,90,C,77,64,D,65,45,C,79,C,79,43,C,74,78,N,N,N,N,N,DAYTON ISD,4001,74,5406,0,0,3606,66.7,997,18.4,0,0,517,9.6,0,0,.,.,.,.,., ,C,.,4,REGION 04: HOUSTON
146903,LIBERTY,146,., , ,.,75,94,.,.,.,.,A,94,79,A,91,75,A,94,A,94,100,A,100,96,N,N,N,N,N,DEVERS ISD,105,59.7,176,0,0,85,48.3,28,15.9,0,0,17,9.7,0,0,.,.,.,.,., ,A,.,4,REGION 04: HOUSTON
146904,LIBERTY,146,100,0, ,100,42,73,62,91,100,100,B,86,67,C,73,52,B,83,B,83,48,C,75,83,N,N,N,N,N,HARDIN ISD,1058,74.1,1427,0,0,798,55.9,31,2.2,0,0,105,7.4,0,0,.,.,.,.,., ,B,.,4,REGION 04: HOUSTON
