DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,D_RATING,DD1G,DD2G,DD2AG,DD2BG,DD3G,DD1S,DD2AS,DD2BS,DD3S,DPETLEPC,DPETECOC,DPETALLC,DPETSPEC,DPETECHC,DPETPTEC,DPE0312C,DPETLEPP,DPETSPEP,DPETECHP,DPETPTEP,DPE0312P,DD2S,DDALLS
"091909","WHITESBORO ISD","091","GRAYSON","10","REGION 10: RICHARDSON","C","C","C","D","C","D",75,68,77,68,148,1126,1800,375,0,0,1353,8.2,20.8,0,0,75.2,77,74
"091910","WHITEWRIGHT ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","B","B","C","B","C",82,75,80,78,58,366,799,137,0,0,589,7.3,17.1,0,0,73.7,80,81
"091913","POTTSBORO ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","B","B","B","C","B",88,84,79,87,24,485,1450,234,0,0,1120,1.7,16.1,0,0,77.2,84,88
"091914","S AND S CISD","091","GRAYSON","10","REGION 10: RICHARDSON","C","C","C","C","D","C",77,72,67,79,106,390,944,188,0,0,717,11.2,19.9,0,0,76,72,78
"091917","GUNTER ISD","091","GRAYSON","10","REGION 10: RICHARDSON","B","B","B","B","D","B",86,82,67,80,93,207,1156,169,0,0,913,8,14.6,0,0,79,82,84
"091918","TOM BEAN ISD","091","GRAYSON","10","REGION 10: RICHARDSON","C","C","D","D","D","C",78,65,68,71,49,326,741,130,0,0,554,6.6,17.5,0,0,74.8,68,76
"092801","EAST TEXAS CHARTER SCHOOLS","092","GREGG","07","REGION 07: KILGORE","A","A","A","A","A","A",97,91,91,97,0,27,128,10,0,0,128,0,7.8,0,0,100,91,97
"092901","GLADEWATER ISD","092","GREGG","07","REGION 07: KILGORE","C","C","C","D","C","C",70,63,74,73,141,1258,1635,325,0,0,1224,8.6,19.9,0,0,74.9,74,74
"092902","KILGORE ISD","092","GREGG","07","REGION 07: KILGORE","C","C","C","D","C","C",72,60,75,70,777,2625,3652,505,0,0,2792,21.3,13.8,0,0,76.5,75,74
"092903","LONGVIEW ISD","092","GREGG","07","REGION 07: KILGORE","B","B","B","C","B","B",83,74,88,89,1986,6696,8120,1054,0,0,6017,24.5,13,0,0,74.1,88,88
"092904","PINE TREE ISD","092","GREGG","07","REGION 07: KILGORE","B","B","B","C","B","B",81,77,85,89,644,3057,4428,710,0,0,3272,14.5,16,0,0,73.9,85,86
"092906","SABINE ISD","092","GREGG","07","REGION 07: KILGORE","C","C","C","C","C","D",77,76,72,68,192,775,1579,257,0,0,1201,12.2,16.3,0,0,76.1,76,74
"092907","SPRING HILL ISD","092","GREGG","07","REGION 07: KILGORE","B","B","B","C","B","B",89,78,86,85,110,715,1897,294,0,0,1475,5.8,15.5,0,0,77.8,86,88
"092908","WHITE OAK ISD","092","GREGG","07","REGION 07: KILGORE","A","A","B","C","B","A",91,78,88,91,23,564,1422,220,0,0,1077,1.6,15.5,0,0,75.7,88,91
"093901","ANDERSON-SHIRO CISD","093","GRIMES","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",87,73,81,83,35,364,976,183,0,0,756,3.6,18.8,0,0,77.5,81,86
"093903","IOLA ISD","093","GRIMES","06","REGION 06: HUNTSVILLE","B","B","B","B","B","B",88,80,84,85,6,252,626,126,0,0,475,1,20.1,0,0,75.9,84,87
"093904","NAVASOTA ISD","093","GRIMES","06","REGION 06: HUNTSVILLE","C","C","C","D","C","C",70,67,72,74,805,2406,3085,629,0,0,2298,26.1,20.4,0,0,74.5,72,73
"093905","RICHARDS ISD","093","GRIMES","06","REGION 06: HUNTSVILLE","C","C","C","F","C","D",78,59,70,60,0,95,249,35,0,0,167,0,14.1,0,0,67.1,70,73
"094901","SEGUIN ISD","094","GUADALUPE","20","REGION 20: SAN ANTONIO","D","D","D","D","D","D",68,66,68,61,1097,5215,7269,1386,229,27,5315,15.1,19.1,3.2,0.4,73.1,68,66
"094902","SCHERTZ-CIBOLO-U CITY ISD","094","GUADALUPE","20","REGION 20: SAN ANTONIO","B","C","C","C","D","B",79,75,67,84,764,4783,14917,2971,0,0,12057,5.1,19.9,0,0,80.8,75,81
"094903","NAVARRO ISD","094","GUADALUPE","20","REGION 20: SAN ANTONIO","B","B","B","B","C","B",80,81,74,81,192,1107,2693,477,0,23,1982,7.1,17.7,0,0.9,73.6,81,81
"094904","MARION ISD","094","GUADALUPE","20","REGION 20: SAN ANTONIO","B","B","C","C","D","C",81,73,68,79,140,635,1700,371,0,0,1311,8.2,21.8,0,0,77.1,73,80
"095901","ABERNATHY ISD","095","HALE","17","REGION 17: LUBBOCK","B","B","B","C","B","B",85,74,85,86,9,393,805,106,0,0,601,1.1,13.2,0,0,74.7,85,85
"095902","COTTON CENTER ISD","095","HALE","17","REGION 17: LUBBOCK","A","A","A","C","A","A",90,72,90,93,8,62,100,23,0,6,76,8,23,0,6,76,90,91
"095903","HALE CENTER ISD","095","HALE","17","REGION 17: LUBBOCK","B","C","B","B","C","B",76,82,79,84,55,434,560,60,0,0,413,9.8,10.7,0,0,73.8,82,83
"095904","PETERSBURG ISD","095","HALE","17","REGION 17: LUBBOCK","B","B","B","D","B","A",84,62,83,91,20,186,243,45,0,0,175,8.2,18.5,0,0,72,83,86
"095905","PLAINVIEW ISD","095","HALE","17","REGION 17: LUBBOCK","C","C","C","C","C","C",72,71,75,75,492,3191,4042,590,265,0,3102,12.2,14.6,6.6,0,76.7,75,75
"096904","MEMPHIS ISD","096","HALL","16","REGION 16: AMARILLO","B","B","B","D","B","B",85,69,89,84,60,258,333,87,0,0,261,18,26.1,0,0,78.4,89,88
"096905","TURKEY-QUITAQUE ISD","096","HALL","16","REGION 16: AMARILLO","A","A","A","B","A","A",94,81,92,97,9,76,178,25,0,0,137,5.1,14,0,0,77,92,95
"097902","HAMILTON ISD","097","HAMILTON","12","REGION 12: WACO","B","B","B","C","B","C",83,76,83,77,59,468,821,109,0,0,621,7.2,13.3,0,0,75.6,83,81
"097903","HICO ISD","097","HAMILTON","12","REGION 12: WACO","C","C","C","C","C","B",77,78,74,81,57,302,624,89,0,105,471,9.1,14.3,0,16.8,75.5,78,79
"098901","GRUVER ISD","098","HANSFORD","16","REGION 16: AMARILLO","A","A","A","B","A","A",94,85,94,97,58,161,409,49,0,0,305,14.2,12,0,0,74.6,94,95
"098903","PRINGLE-MORSE CISD","098","HANSFORD","16","REGION 16: AMARILLO","C","C","C","C","C","C",74,74,78,73,19,75,128,14,0,0,91,14.8,10.9,0,0,71.1,78,77
"098904","SPEARMAN ISD","098","HANSFORD","16","REGION 16: AMARILLO","B","B","B","C","B","B",84,73,87,82,179,444,686,72,0,0,491,26.1,10.5,0,0,71.6,87,86
"099902","CHILLICOTHE ISD","099","HARDEMAN","09","REGION 09: WICHITA FALLS","B","B","B","C","B","B",88,75,88,81,38,149,187,52,0,0,132,20.3,27.8,0,0,70.6,88,86
"099903","QUANAH ISD","099","HARDEMAN","09","REGION 09: WICHITA FALLS","C","B","B","D","B","D",80,68,84,67,12,327,433,99,0,0,325,2.8,22.9,0,0,75.1,84,79
"100903","KOUNTZE ISD","100","HARDIN","05","REGION 05: BEAUMONT","C","C","C","C","C","C",77,72,79,74,53,687,1147,240,0,0,813,4.6,20.9,0,0,70.9,79,78
"100904","SILSBEE ISD","100","HARDIN","05","REGION 05: BEAUMONT","D","D","D","D","D","D",69,67,69,68,83,1704,2577,536,154,0,1951,3.2,20.8,6,0,75.7,69,69
"100905","HARDIN-JEFFERSON ISD","100","HARDIN","05","REGION 05: BEAUMONT","B","B","C","C","C","B",83,79,78,87,126,1087,2758,475,0,0,2082,4.6,17.2,0,0,75.5,79,84
"100907","LUMBERTON ISD","100","HARDIN","05","REGION 05: BEAUMONT","C","C","D","D","D","C",78,69,67,76,131,1583,4103,673,0,0,3136,3.2,16.4,0,0,76.4,69,77
"100908","WEST HARDIN COUNTY CISD","100","HARDIN","05","REGION 05: BEAUMONT","C","C","C","C","C","C",73,70,74,70,4,360,535,132,0,0,415,0.7,24.7,0,0,77.6,74,73
"101802","SER-NINOS CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","C",74,78,84,79,1041,1157,1193,57,0,0,768,87.3,4.8,0,0,64.4,84,83
"101803","ARISTOI CLASSICAL ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","B","B","D","D","D","B",82,69,69,82,80,327,1606,211,0,0,1128,5,13.1,0,0,70.2,69,82
"101804","GEORGE I SANCHEZ CHARTER","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","F",49,48,49,37,764,907,1120,87,0,0,914,68.2,7.8,0,0,81.6,49,45
"101806","RAUL YZAGUIRRE SCHOOLS FOR SUCCESS","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","B","B",83,81,89,87,1378,1905,1991,212,0,12,1228,69.2,10.6,0,0.6,61.7,89,88
"101810","ACADEMY OF ACCELERATED LEARNING INC","101","HARRIS","04","REGION 04: HOUSTON","D","D","C","D","C","D",69,69,75,69,508,652,738,34,0,0,424,68.8,4.6,0,0,57.5,75,69
"101811","EXCEL ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,36,302,302,78,0,0,302,11.9,25.8,0,0,100,,
"101814","THE VARNETT PUBLIC SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","C","F","C","C","D","C",58,73,63,74,773,1060,1159,75,0,0,665,66.7,6.5,0,0,57.4,73,73
"101815","ALIEF MONTESSORI COMMUNITY SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","C",77,76,85,77,2,288,367,39,0,0,151,0.5,10.6,0,0,41.1,85,83
"101819","AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH","101","HARRIS","04","REGION 04: HOUSTON","A","A","A","A","A","A",90,92,92,93,607,726,750,56,0,0,431,80.9,7.5,0,0,57.5,92,92
"101821","HOUSTON HEIGHTS HIGH SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","C","B","C",88,75,84,79,0,153,191,24,0,0,191,0,12.6,0,0,100,84,85
"101828","HOUSTON GATEWAY ACADEMY INC","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","B","B",82,83,85,88,1356,1832,2157,206,0,0,1485,62.9,9.6,0,0,68.8,85,86
"101837","CALVIN NELMS CHARTER SCHOOLS","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","B","A",85,84,85,92,61,172,343,27,0,0,343,17.8,7.9,0,0,100,85,87
"101838","SOUTHWEST PUBLIC SCHOOLS","101","HARRIS","04","REGION 04: HOUSTON","B","B","C","C","C","B",80,78,77,86,1410,1756,1866,180,0,16,1257,75.6,9.6,0,0.9,67.4,78,82
"101840","TWO DIMENSIONS PREPARATORY ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","D",53,58,55,68,17,397,405,27,0,0,90,4.2,6.7,0,0,22.2,58,59
"101842","COMQUEST ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","C","B","C","F","C","C",82,59,76,70,12,14,34,6,0,0,31,35.3,17.6,0,0,91.2,76,78
"101845","YES PREP PUBLIC SCHOOLS INC","101","HARRIS","04","REGION 04: HOUSTON","B","C","C","C","C","B",75,75,79,84,10355,17879,19570,2104,0,0,16155,52.9,10.8,0,0,82.5,79,81
"101846","HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH","101","HARRIS","04","REGION 04: HOUSTON","A","B","A","C","A","A",87,79,90,91,1518,2882,3662,331,0,0,3007,41.5,9,0,0,82.1,90,90
"101847","BEATRICE MAYES INSTITUTE CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","D","C","C",72,69,77,72,0,437,558,52,0,0,377,0,9.3,0,0,67.6,77,76
"101849","ACCELERATED INTERMEDIATE ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","A","C","A","A","B","A",79,91,87,92,69,179,182,9,0,0,90,37.9,4.9,0,0,49.5,91,91
"101853","BAKERRIPLEY COMMUNITY SCHOOLS","101","HARRIS","04","REGION 04: HOUSTON","B","D","B","B","C","C",62,80,70,79,1033,1620,1808,193,0,0,468,57.1,10.7,0,0,25.9,80,80
"101855","MEYERPARK CHARTER","101","HARRIS","04","REGION 04: HOUSTON","C","F","C","C","D","C",59,76,66,78,16,284,296,27,0,0,154,5.4,9.1,0,0,52,76,77
"101856","DRAW ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","C",55,69,57,73,592,696,696,20,0,0,363,85.1,2.9,0,0,52.2,69,69
"101858","HARMONY PUBLIC SCHOOLS - HOUSTON NORTH","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","B","B",85,82,87,89,2398,5297,7570,793,0,0,5453,31.7,10.5,0,0,72,87,88
"101859","STEP CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","B","B","B",74,83,81,83,396,570,693,49,0,0,417,57.1,7.1,0,0,60.2,83,83
"101861","THE RHODES SCHOOL FOR PERFORMING ARTS","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","D","C",62,75,63,76,13,333,436,60,0,0,245,3,13.8,0,0,56.2,75,75
"101862","HARMONY PUBLIC SCHOOLS - HOUSTON WEST","101","HARRIS","04","REGION 04: HOUSTON","A","A","A","B","A","A",93,83,92,94,1524,3734,6541,510,0,0,4989,23.3,7.8,0,0,76.3,92,93
"101864","THE LAWSON ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","D",56,68,59,68,0,230,235,15,0,0,114,0,6.4,0,0,48.5,68,68
"101868","THE PRO-VISION ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","C","C","B","D","B","D",71,66,81,63,0,350,352,52,0,0,352,0,14.8,0,0,100,81,76
"101870","BETA ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","C","B","B",83,74,84,86,391,1110,1569,152,0,0,1001,24.9,9.7,0,0,63.8,84,85
"101871","A+ UNLIMITED POTENTIAL","101","HARRIS","04","REGION 04: HOUSTON","C","C","B","C","B","C",73,70,80,78,14,161,203,39,0,0,203,6.9,19.2,0,0,100,80,79
"101872","ETOILE ACADEMY CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","D",56,68,59,68,780,930,979,80,0,0,625,79.7,8.2,0,0,63.8,68,68
"101873","YELLOWSTONE COLLEGE PREPARATORY","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","F",52,54,55,48,0,295,321,52,0,0,321,0,16.2,0,0,100,55,53
"101874","LEGACY SCHOOL OF SPORT SCIENCES","101","HARRIS","04","REGION 04: HOUSTON","D","D","D","F","D","D",62,53,61,68,20,335,468,42,0,101,468,4.3,9,0,21.6,100,61,64
"101875","BLOOM ACADEMY CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","C",45,56,46,71,0,239,302,44,0,0,148,0,14.6,0,0,49,56,59
"101876","REVE PREPARATORY CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","C",46,62,48,71,38,237,237,27,0,0,161,16,11.4,0,0,67.9,62,65
"101877","ELEVATE COLLEGIATE CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","D","F","D","D","F","D",46,60,47,65,0,172,192,15,0,0,70,0,7.8,0,0,36.5,60,62
"101878","HOUSTON CLASSICAL CHARTER SCHOOL","101","HARRIS","04","REGION 04: HOUSTON","A","B","A","B","A","A",89,89,90,92,47,252,342,40,0,0,130,13.7,11.7,0,0,38,90,91
"101881","UP EXCELLENCE ACADEMY","101","HARRIS","04","REGION 04: HOUSTON","F","F","F","F","F","F",44,58,43,30,20,24,36,0,0,0,15,55.6,0,0,0,41.7,58,50
"101902","ALDINE ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","C","C","C",66,71,72,75,27117,48912,56339,6570,442,496,41594,48.1,11.7,0.8,0.9,73.8,72,73
"101903","ALIEF ISD","101","HARRIS","04","REGION 04: HOUSTON","C","D","C","D","C","C",69,67,76,72,22585,33298,38556,6189,402,0,28621,58.6,16.1,1,0,74.2,76,75
"101905","CHANNELVIEW ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","D","B","C",73,68,81,78,4090,8270,9326,1408,0,0,7174,43.9,15.1,0,0,76.9,81,80
"101906","CROSBY ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","C","C","C",78,70,77,79,1581,4117,7034,1024,0,0,5233,22.5,14.6,0,0,74.4,77,78
"101907","CYPRESS-FAIRBANKS ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","C","B","B",81,79,84,88,24897,69291,117658,16375,0,0,89910,21.2,13.9,0,0,76.4,84,85
"101908","DEER PARK ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","C","B","B",82,71,81,83,1795,5776,12130,2266,0,0,9544,14.8,18.7,0,0,78.7,81,82
"101910","GALENA PARK ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",78,76,86,88,8589,18494,20838,2975,487,0,15639,41.2,14.3,2.3,0,75.1,86,87
"101911","GOOSE CREEK CISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","D","C","C",75,65,79,75,6025,17824,23943,4165,410,1125,18129,25.2,17.4,1.7,4.7,75.7,79,78
"101912","HOUSTON ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",77,78,82,83,68977,136980,176039,20238,2512,132,125650,39.2,11.5,1.4,0.1,71.4,82,82
"101913","HUMBLE ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","C","C","B",76,76,73,80,5907,24377,48257,7666,489,0,37962,12.2,15.9,1,0,78.7,76,77
"101914","KATY ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","B","B","B",87,83,87,89,23448,40974,95919,17040,0,0,74702,24.4,17.8,0,0,77.9,87,88
"101915","KLEIN ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","B","C","B","B",84,79,85,87,11617,28697,52297,8215,94,0,40968,22.2,15.7,0.2,0,78.3,85,86
"101916","LA PORTE ISD","101","HARRIS","04","REGION 04: HOUSTON","B","B","C","C","C","B",81,76,79,83,882,3417,7066,1257,0,0,5463,12.5,17.8,0,0,77.3,79,82
"101917","PASADENA ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","B",78,73,85,82,17398,38027,46403,7111,2328,0,35098,37.5,15.3,5,0,75.6,85,84
"101919","SPRING ISD","101","HARRIS","04","REGION 04: HOUSTON","D","D","D","D","D","D",63,65,66,63,10222,26939,33575,4245,390,195,24231,30.4,12.6,1.2,0.6,72.2,66,65
"101920","SPRING BRANCH ISD","101","HARRIS","04","REGION 04: HOUSTON","B","C","B","C","B","C",79,74,81,79,12221,18054,32601,4944,0,0,24179,37.5,15.2,0,0,74.2,81,80
"101921","TOMBALL ISD","101","HARRIS","04","REGION 04: HOUSTON","A","A","B","B","B","A",92,85,89,93,3301,6887,22829,2873,354,47,17659,14.5,12.6,1.6,0.2,77.4,89,92
"101924","SHELDON ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","C","C","C","C",71,72,78,75,3712,8994,10921,1467,455,419,8431,34,13.4,4.2,3.8,77.2,78,77
"101925","HUFFMAN ISD","101","HARRIS","04","REGION 04: HOUSTON","C","C","D","D","D","D",73,65,64,67,386,1458,3638,758,0,0,2853,10.6,20.8,0,0,78.4,65,71
"102901","KARNACK ISD","102","HARRISON","07","REGION 07: KILGORE","C","D","C","C","D","C",62,74,67,74,7,102,119,21,0,0,70,5.9,17.6,0,0,58.8,74,74
"102902","MARSHALL ISD","102","HARRISON","07","REGION 07: KILGORE","C","C","C","D","C","D",70,65,76,66,1129,3984,4943,530,0,0,3635,22.8,10.7,0,0,73.5,76,73
"102903","WASKOM ISD","102","HARRISON","07","REGION 07: KILGORE","C","C","C","D","C","C",75,67,76,73,92,549,804,118,0,0,610,11.4,14.7,0,0,75.9,76,75
"102904","HALLSVILLE ISD","102","HARRISON","07","REGION 07: KILGORE","B","B","C","D","C","C",82,68,77,79,2565,13030,24559,4629,0,0,23420,10.4,18.8,0,0,95.4,77,81
"102905","HARLETON ISD","102","HARRISON","07","REGION 07: KILGORE","B","B","B","C","B","B",89,74,89,86,19,379,704,102,0,0,540,2.7,14.5,0,0,76.7,89,88
"102906","ELYSIAN FIELDS ISD","102","HARRISON","07","REGION 07: KILGORE","C","C","C","C","C","C",79,73,75,70,9,360,773,125,0,0,586,1.2,16.2,0,0,75.8,75,76
"103901","CHANNING ISD","103","HARTLEY","16","REGION 16: AMARILLO","A","B","B","C","B","A",88,70,88,94,24,91,121,15,0,0,82,19.8,12.4,0,0,67.8,88,90
"103902","HARTLEY ISD","103","HARTLEY","16","REGION 16: AMARILLO","A","A","A","B","A","A",94,87,95,95,82,148,236,29,0,67,166,34.7,12.3,0,28.4,70.3,95,95
"104901","HASKELL CISD","104","HASKELL","14","REGION 14: ABILENE","B","B","B","B","B","B",82,85,86,86,7,389,544,101,0,0,380,1.3,18.6,0,0,69.9,86,86
"104903","RULE ISD","104","HASKELL","14","REGION 14: ABILENE","B","B","B","C","B","A",81,72,82,90,10,107,138,26,0,0,98,7.2,18.8,0,0,71,82,84
"104907","PAINT CREEK ISD","104","HASKELL","14","REGION 14: ABILENE","B","B","B","B","B","A",87,80,88,92,1,71,111,16,0,0,79,0.9,14.4,0,0,71.2,88,89
"105801","KATHERINE ANNE PORTER SCHOOL","105","HAYS","13","REGION 13: AUSTIN","F","F","F","F","F","F",57,54,54,36,2,30,95,24,0,0,95,2.1,25.3,0,0,100,54,51
"105802","TEXAS PREPARATORY SCHOOL","105","HAYS","13","REGION 13: AUSTIN","F","F","F","F","F","F",36,47,34,30,13,21,59,4,0,0,26,22,6.8,0,0,44.1,47,42
"105803","KI CHARTER","105","HAYS","13","REGION 13: AUSTIN","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,3,386,448,178,0,0,433,0.7,39.7,0,0,96.7,,
"105804","DORAL ACADEMY OF TEXAS","105","HAYS","13","REGION 13: AUSTIN","C","C","C","D","C","C",77,66,74,76,53,199,390,55,0,0,205,13.6,14.1,0,0,52.6,74,77
"105902","SAN MARCOS CISD","105","HAYS","13","REGION 13: AUSTIN","C","C","C","C","C","C",71,71,77,74,1435,6328,8211,1588,266,0,6045,17.5,19.3,3.2,0,73.6,77,76
"105904","DRIPPING SPRINGS ISD","105","HAYS","13","REGION 13: AUSTIN","B","B","C","C","D","B",89,77,65,88,476,648,8696,1405,0,0,6507,5.5,16.2,0,0,74.8,77,89
"105905","WIMBERLEY ISD","105","HAYS","13","REGION 13: AUSTIN","B","B","C","C","C","B",88,71,71,81,225,588,2656,460,0,0,2009,8.5,17.3,0,0,75.6,71,86
"105906","HAYS CISD","105","HAYS","13","REGION 13: AUSTIN","B","C","C","C","C","B",79,76,75,82,5412,10836,24237,4457,0,0,18265,22.3,18.4,0,0,75.4,76,80
"106901","CANADIAN ISD","106","HEMPHILL","16","REGION 16: AMARILLO","B","B","B","B","B","A",89,80,88,90,99,367,757,120,0,0,593,13.1,15.9,0,0,78.3,88,89
"107901","ATHENS ISD","107","HENDERSON","10","REGION 10: RICHARDSON","C","C","C","D","C","C",75,64,78,73,813,2315,3025,624,252,0,2149,26.9,20.6,8.3,0,71,78,77
"107902","BROWNSBORO ISD","107","HENDERSON","07","REGION 07: KILGORE","B","B","B","D","B","C",80,68,81,79,162,1419,2559,487,0,0,1939,6.3,19,0,0,75.8,81,80
"107904","CROSS ROADS ISD","107","HENDERSON","07","REGION 07: KILGORE","B","B","B","B","B","B",84,81,82,88,30,276,558,82,0,0,390,5.4,14.7,0,0,69.9,82,85
"107905","EUSTACE ISD","107","HENDERSON","07","REGION 07: KILGORE","B","B","B","C","B","B",85,79,87,85,114,1068,1711,302,0,0,1280,6.7,17.7,0,0,74.8,87,86
"107906","MALAKOFF ISD","107","HENDERSON","07","REGION 07: KILGORE","B","B","A","C","A","B",85,77,90,88,128,1034,1509,250,0,0,1117,8.5,16.6,0,0,74,90,89
"107907","TRINIDAD ISD","107","HENDERSON","07","REGION 07: KILGORE","C","C","C","F","C","D",76,57,75,65,10,140,173,23,0,0,128,5.8,13.3,0,0,74,75,73
"107908","MURCHISON ISD","107","HENDERSON","07","REGION 07: KILGORE","C","C","C","C","C","C",72,78,75,76,12,120,169,38,0,0,98,7.1,22.5,0,0,58,78,77
"107910","LAPOYNOR ISD","107","HENDERSON","07","REGION 07: KILGORE","C","C","C","C","C","B",79,74,72,80,6,224,474,80,0,0,347,1.3,16.9,0,0,73.2,74,79
"108802","HORIZON MONTESSORI PUBLIC SCHOOLS","108","HIDALGO","01","REGION 01: EDINBURG","C","C","C","C","C","C",71,76,76,77,388,883,1164,131,0,0,541,33.3,11.3,0,0,46.5,76,76
"108804","TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY","108","HIDALGO","01","REGION 01: EDINBURG","A","A","A","C","A","B",94,75,90,87,179,418,456,85,0,0,456,39.3,18.6,0,0,100,90,92
"108807","IDEA PUBLIC SCHOOLS","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","B",78,73,83,83,35570,65864,79430,8864,0,55,60703,44.8,11.2,0,0.1,76.4,83,83
"108808","VANGUARD ACADEMY","108","HIDALGO","01","REGION 01: EDINBURG","B","B","B","C","A","B",88,70,92,89,3390,5932,6814,681,518,37,4263,49.8,10,7.6,0.5,62.6,89,89
"108809","EXCELLENCE IN LEADERSHIP ACADEMY","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","B","C","B",71,82,77,83,101,152,183,27,0,0,102,55.2,14.8,0,0,55.7,82,82
"108810","BRILLANTE ACADEMY","108","HIDALGO","01","REGION 01: EDINBURG","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",,,,,136,297,354,23,0,0,0,38.4,6.5,0,0,0,,
"108902","DONNA ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","C","C","D","C","C",74,67,79,73,7196,11941,12925,1618,83,114,9428,55.7,12.5,0.6,0.9,72.9,79,77
"108903","EDCOUCH-ELSA ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","D","C","D","C","C",65,67,70,73,1161,4012,4346,639,497,0,3058,26.7,14.7,11.4,0,70.4,70,71
"108904","EDINBURG CISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","C","B","B",78,71,84,80,11679,26880,33307,3465,1733,0,23588,35.1,10.4,5.2,0,70.8,84,83
"108905","HIDALGO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","B","B","D","B","C",80,66,84,73,1968,2531,2917,362,1029,0,2230,67.5,12.4,35.3,0,76.4,84,81
"108906","MCALLEN ISD","108","HIDALGO","01","REGION 01: EDINBURG","A","B","A","C","A","A",86,77,90,91,6679,13911,19849,3480,428,0,14987,33.6,17.5,2.2,0,75.5,90,90
"108907","MERCEDES ISD","108","HIDALGO","01","REGION 01: EDINBURG","C","D","C","D","C","C",69,68,74,75,1241,3804,4207,645,354,115,3112,29.5,15.3,8.4,2.7,74,74,74
"108908","MISSION CISD","108","HIDALGO","01","REGION 01: EDINBURG","B","C","B","D","B","B",77,69,84,81,5124,11859,13758,1957,486,0,9967,37.2,14.2,3.5,0,72.4,84,83
"108909","PHARR-SAN JUAN-ALAMO ISD","108","HIDALGO","01","REGION 01: EDINBURG","B","B","B","C","B","B",80,77,87,88,12887,27848,29610,3742,8851,0,20857,43.5,12.6,29.9,0,70.4,87,87
