DISTRICT,D20GP14R,D20GV14R,D2CRB13R,D2CRB14R,D2CRM13R,D2CRM14R,D2CRR13R,D2CRR14R,D30GP14R,D30GV14R,D3CRB13R,D3CRB14R,D3CRM13R,D3CRM14R,D3CRR13R,D3CRR14R,D40GP14R,D40GV14R,D4CRB13R,D4CRB14R,D4CRM13R,D4CRM14R,D4CRR13R,D4CRR14R,DA0GP14R,DA0GV14R,DACRB13R,DACRB14R,DACRM13R,DACRM14R,DACRR13R,DACRR14R,DB0GP14R,DB0GV14R,DBCRB13R,DBCRB14R,DBCRM13R,DBCRM14R,DBCRR13R,DBCRR14R,DE0GP14R,DE0GV14R,DECRB13R,DECRB14R,DECRM13R,DECRM14R,DECRR13R,DECRR14R,DF0GP14R,DF0GV14R,DFCRB13R,DFCRB14R,DFCRM13R,DFCRM14R,DFCRR13R,DFCRR14R,DH0GP14R,DH0GV14R,DHCRB13R,DHCRB14R,DHCRM13R,DHCRM14R,DHCRR13R,DHCRR14R,DI0GP14R,DI0GV14R,DICRB13R,DICRB14R,DICRM13R,DICRM14R,DICRR13R,DICRR14R,DL0GP14R,DL0GV14R,DLCRB13R,DLCRB14R,DLCRM13R,DLCRM14R,DLCRR13R,DLCRR14R,DM0GP14R,DM0GV14R,DMCRB13R,DMCRB14R,DMCRM13R,DMCRM14R,DMCRR13R,DMCRR14R,DR0GP14R,DR0GV14R,DRCRB13R,DRCRB14R,DRCRM13R,DRCRM14R,DRCRR13R,DRCRR14R,DS0GP14R,DS0GV14R,DSCRB13R,DSCRB14R,DSCRM13R,DSCRM14R,DSCRR13R,DSCRR14R,DW0GP14R,DW0GV14R,DWCRB13R,DWCRB14R,DWCRM13R,DWCRM14R,DWCRR13R,DWCRR14R
"064903",-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,96.9,96.1,49,41,69,47,60,76,-1,-1,.,-1,.,-1,.,-1,96.8,69.8,39,35,60,41,53,73,97.2,52.7,63,36,76,40,71,76,97.5,89.1,49,42,68,47,61,76,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,96.6,43.4,34,49,60,55,48,76,98.8,62.8,37,29,59,33,52,70,100,7.8,0,0,17,0,0,17,85.7,4.7,-1,29,-1,29,-1,71
"065901",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91.4,54.3,64,52,76,55,73,64,-1,-1,-1,-1,-1,-1,-1,-1,90,14.3,42,20,54,20,62,50,95.7,34.3,63,62,63,67,81,71,83.3,14.3,-1,0,-1,0,40,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,83.3,20,65,33,86,33,67,50,-1,-1,-1,-1,-1,-1,-1,-1,80,8.6,-1,-1,-1,-1,-1,-1,95.7,34.3,68,64,75,68,81,73
"065902",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84.6,84.6,69,18,85,45,77,36,.,.,.,.,.,.,.,.,87.5,53.8,-1,29,-1,29,-1,57,83.3,38.5,-1,40,-1,40,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85.7,46.2,67,0,89,50,67,17,-1,-1,43,-1,71,-1,57,-1,.,.,-1,.,-1,.,-1,.,88.9,61.5,73,25,91,63,73,50
"066005",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"066901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,96.3,96.3,47,45,78,64,47,65,.,.,.,.,.,.,.,.,93.3,51.9,14,50,63,70,14,55,93.3,51.9,33,42,83,50,33,69,96.3,96.3,47,45,78,64,47,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,44.4,55,50,75,80,55,60,100,25.9,-1,0,60,40,-1,40,80,14.8,.,.,.,.,.,-1,.,.,.,.,.,.,.,.
"066902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79.3,75.9,46,30,74,53,51,44,.,.,.,.,.,.,.,.,77,52.9,45,24,71,45,49,35,77.8,37.9,52,42,70,60,57,56,80.2,75.9,46,31,74,53,51,45,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,37.9,38,18,78,45,44,32,81,19.5,24,6,52,19,26,12,83.3,5.7,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1
"066903",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,100,98,46,39,56,45,71,71,-1,-1,.,-1,.,-1,.,-1,100,54.9,24,42,35,50,59,73,100,56.9,52,43,57,50,78,80,100,78.4,40,43,51,50,66,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,41.2,39,32,56,37,61,58,100,35.3,23,6,31,6,46,47,-1,-1,-1,-1,-1,-1,-1,-1,100,17.6,80,25,80,25,100,75
"067902",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95.5,91,63,74,83,86,66,80,-1,-1,-1,.,-1,.,-1,-1,97.3,50.7,44,70,74,80,50,79,97.1,47.8,75,81,88,91,76,85,88.9,11.9,25,71,75,86,38,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.8,43.3,50,67,79,81,56,75,100,20.9,27,45,67,73,29,62,100,10.4,-1,-1,-1,-1,20,-1,96.4,76.1,72,76,85,88,73,80
"067903",.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,85.9,84.6,52,60,65,81,62,67,.,.,-1,.,-1,.,-1,.,68.2,19.2,43,18,63,50,56,27,80.5,42.3,53,58,61,71,65,70,88.9,10.3,50,38,77,78,55,50,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,91.9,42.3,51,63,68,93,60,63,80.6,32.1,28,30,50,61,40,48,83.3,6.4,0,-1,14,-1,0,-1,85.5,74.4,53,64,59,82,64,69
"067904",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66.7,33.3,75,50,83,67,79,67,.,.,.,.,.,.,.,.,42.9,13.3,50,-1,67,-1,63,-1,55.6,13.3,67,57,83,71,83,86,83.3,20,63,40,75,60,78,60,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,83.3,20,83,40,83,60,75,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,50,6.7,-1,50,-1,67,80,67
"067907",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,51.7,34.5,53,43,56,46,73,54,-1,-1,-1,-1,-1,-1,-1,-1,38.1,17.2,45,19,50,24,64,35,50,10.3,75,57,78,57,88,57,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52.6,24.1,29,38,29,41,57,53,37.5,17.2,25,8,25,8,63,23,22.2,6.9,-1,0,-1,0,-1,0,58.3,34.5,67,56,70,53,89,58
"067908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,90,50,88,70,100,80,88,.,.,.,.,.,.,.,.,87.5,70,56,83,78,100,78,83,-1,-1,50,-1,67,-1,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,60,-1,80,-1,100,-1,80,-1,-1,-1,.,-1,.,-1,.,-1,-1,.,.,.,.,.,.,85.7,60,50,80,63,100,88,80
"068802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"068803",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"068901",82.4,0.4,83,50,83,60,83,79,89.5,0.4,60,56,80,69,60,69,-1,-1,.,.,.,.,.,.,70.3,27.9,51,42,70,54,63,63,70.5,0.6,34,43,47,51,58,68,63.6,7.9,41,31,64,46,54,52,74.2,12.5,52,44,69,52,66,68,66.6,20.8,44,37,66,50,57,59,16.7,0,71,20,86,20,86,20,45.2,0.8,0,0,20,32,0,0,66.4,15.4,51,41,72,57,60,58,58.1,17.4,24,21,43,31,44,49,35.4,2.2,8,0,15,5,11,10,78.9,5.6,64,53,79,64,73,72
"069901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,95.2,95.2,50,47,56,84,63,55,.,.,.,.,.,.,.,.,93.3,66.7,55,54,55,77,67,64,100,47.6,56,40,56,70,60,50,94.4,81,36,44,43,81,53,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90.9,47.6,44,56,56,100,67,60,83.3,23.8,17,-1,17,-1,29,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"069902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66.7,23.8,40,45,48,55,54,70,.,.,.,.,.,.,.,.,69.2,14.3,35,46,41,62,56,69,69.2,9.5,54,46,62,46,77,69,53.8,14.3,31,31,38,46,54,54,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,62.5,14.3,25,43,33,71,31,71,-1,-1,0,-1,0,-1,20,-1,.,.,-1,.,-1,.,-1,.,87.5,9.5,50,71,58,71,54,100
"070801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,94.1,94.1,57,21,79,43,71,36,-1,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,100,52.9,67,13,67,25,83,25,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,87.5,41.2,50,33,88,67,63,50,100,47.1,-1,0,-1,14,-1,29,-1,-1,-1,.,-1,.,-1,.,90.9,58.8,62,22,85,56,77,33
"070901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71.4,4.8,14,45,50,55,43,80,-1,-1,.,-1,.,-1,.,-1,64.3,0,18,46,45,54,55,85,76.9,4.8,0,46,38,62,38,77,62.5,0,29,29,57,43,43,71,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,62.5,0,33,43,67,43,50,86,50,4.8,-1,22,-1,44,-1,56,-1,-1,-1,.,-1,.,-1,.,72.7,4.8,0,45,43,55,43,82
"070903",-1,-1,57,-1,100,-1,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,79.5,60.4,51,47,67,60,61,65,55.6,5.6,38,27,44,32,48,49,73.4,32.8,40,38,58,51,50,57,80.1,28.2,50,51,65,59,65,70,78.2,30.8,47,40,64,52,56,63,.,.,.,.,.,.,.,.,60,0.9,-1,-1,-1,-1,-1,-1,78.9,32.3,52,43,70,60,57,60,69.6,25.2,29,22,48,38,41,44,70,6.2,4,7,8,27,10,13,89.8,23.5,57,63,73,78,68,72
"070905",-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89.8,76.4,52,44,74,61,59,61,87.5,3.2,73,25,75,88,73,25,91.5,57.3,46,41,71,60,51,60,88.9,32.5,50,48,67,61,63,70,89.9,55.4,42,45,70,61,49,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,90.6,43.9,55,41,82,62,54,54,85.7,44.6,19,19,50,32,31,47,100,9.6,-1,-1,-1,0,0,0,91.4,15.9,67,48,82,61,76,66
"070907",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78.9,55.3,53,45,70,62,73,61,62.5,7.9,56,43,67,43,67,71,78.9,31.6,45,40,60,44,70,67,76.9,15.8,50,62,56,62,88,69,78.6,23.7,36,27,50,42,79,36,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,80,39.5,54,35,79,62,63,55,73.3,26.3,33,17,50,25,50,42,-1,-1,-1,.,-1,-1,-1,.,87.5,23.7,65,60,88,87,71,73
"070908",100,0.4,80,88,83,88,100,88,100,1.1,86,88,86,88,100,100,.,.,.,.,.,.,.,.,87.9,53.7,74,69,89,78,80,78,74.4,4,48,48,70,61,59,61,81.8,8.9,61,49,80,61,73,62,91.3,25.8,77,73,88,78,85,85,80.2,7,61,61,81,74,74,72,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,84.6,27.9,70,66,89,78,74,72,83.3,19.4,42,38,67,47,56,56,88.5,4.4,0,6,20,5,15,30,90.2,40.8,78,71,92,80,82,80
"070909",-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66.7,13.3,67,64,92,86,62,71,-1,-1,-1,-1,-1,-1,-1,-1,58.3,0,50,64,83,82,50,73,62.5,6.7,100,50,100,88,100,63,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71.4,6.7,33,83,83,83,29,83,33.3,0,-1,40,-1,60,-1,60,-1,-1,-1,.,-1,.,-1,.,71.4,6.7,67,71,83,86,57,71
"070910",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97.2,93,70,53,86,73,72,66,-1,-1,.,-1,.,-1,.,-1,93.5,39.4,52,41,76,62,56,63,94.7,49.3,75,52,79,63,82,74,100,23.9,43,44,81,63,48,75,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,43.7,66,55,92,84,65,58,95.7,29.6,40,23,60,48,50,50,100,16.9,20,13,50,44,40,22,96.2,66.2,82,57,89,76,83,65
"070911",80,0.9,60,60,60,60,80,80,100,0.9,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,80,49,55,52,73,67,64,67,73.2,8.9,48,39,67,51,57,57,74,15.3,48,34,67,58,54,55,81,21.1,61,53,72,60,71,76,72.7,14.6,47,36,70,58,56,59,-1,-1,80,-1,100,-1,80,-1,-1,-1,-1,-1,-1,-1,-1,-1,79.2,27.9,50,50,73,72,57,60,62.8,10.6,24,17,40,32,41,41,53.3,3.1,8,0,27,10,18,8,87.6,23.5,62,67,76,79,71,76
"070912",91.7,3.8,59,41,78,68,76,68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,-1,91,85.8,57,55,74,67,69,72,82.5,9,31,38,51,47,50,56,87.5,30.9,46,40,65,54,59,60,91.7,42.2,61,55,73,63,76,77,93.6,28.2,54,56,73,68,64,71,-1,-1,-1,-1,-1,-1,-1,-1,40,0.4,-1,0,-1,40,-1,0,90.4,43.6,54,55,75,70,62,66,86.3,30.7,32,28,52,38,51,55,85,8.8,0,9,20,9,15,28,91.7,43.8,65,58,79,69,76,75
"070915",-1,-1,.,-1,.,-1,.,-1,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,85.3,76,54,63,84,77,59,77,-1,-1,-1,-1,-1,-1,-1,-1,72,21.3,54,54,79,71,62,71,89.2,38.7,59,69,76,75,71,89,88.9,10.7,36,89,64,100,50,89,.,.,.,.,.,.,.,.,-1,-1,-1,.,-1,.,-1,.,81.6,37.3,50,56,92,79,49,65,64.3,12,0,23,60,46,17,38,71.4,6.7,-1,-1,-1,-1,14,-1,87.1,62.7,58,59,89,74,61,76
"071801",.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,100,0,56,53,100,82,56,59,-1,-1,.,-1,.,-1,.,-1,100,0,63,63,100,75,63,63,100,0,60,43,100,57,60,57,100,0,57,50,100,83,57,58,.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,100,0,-1,60,-1,100,-1,60,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1
"071803",.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,14.3,0,20,15,49,39,34,39,.,.,-1,.,-1,.,-1,.,14.6,0,20,15,48,40,35,38,16.3,0,19,19,57,38,32,46,15,0,15,16,46,39,31,39,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,12.5,0,21,13,43,40,35,33,15.3,0,20,15,48,37,36,38,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1
"071804",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,.,.,.,.,11.7,0.8,25,30,49,42,40,44,-1,-1,.,-1,.,-1,.,-1,9.6,0,32,28,56,38,42,36,15.1,0,15,35,45,47,29,48,12.4,0.8,26,30,44,43,43,43,.,.,.,.,.,.,.,.,0,0,-1,.,-1,-1,-1,.,7.3,0.8,35,19,52,31,52,35,10.2,0.8,23,23,49,36,44,39,-1,-1,.,.,.,.,-1,.,0,0,20,-1,83,-1,20,-1
"071806",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84.6,0,56,51,80,65,65,60,-1,-1,-1,-1,-1,-1,-1,-1,82.6,0,44,48,75,65,53,57,82.1,0,50,61,71,71,57,71,83.3,0,55,50,79,67,64,59,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,86.5,0,59,43,83,59,69,51,60,0,10,10,50,30,20,10,-1,-1,.,-1,.,-1,.,-1,88.9,0,.,56,.,56,.,67
"071807",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071809",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071810",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"071901",.,.,.,.,.,.,.,.,-1,-1,.,-1,.,-1,.,-1,.,.,-1,.,-1,.,-1,.,72.8,43,41,40,71,62,48,50,83.3,0.5,33,50,44,67,44,50,72.9,35.6,39,37,69,59,47,47,75.8,20.1,45,39,67,56,54,53,73.1,41.2,41,40,71,62,48,50,-1,-1,.,-1,.,-1,.,-1,43.8,2.2,0,0,17,0,0,0,70.3,22.9,36,41,75,67,42,47,53.3,14.9,22,14,44,30,31,29,64.7,3.4,0,0,14,0,0,0,55.6,1.2,43,29,71,47,50,47
"071902",85,0.3,50,63,72,74,61,81,86.3,0.3,80,77,94,85,86,80,75,0,30,75,70,75,40,100,72.7,30,53,51,74,68,59,62,70.9,0.9,47,44,65,56,58,65,68.3,17.9,43,43,70,63,50,55,76.3,16.2,55,54,72,66,63,67,71.1,26,51,48,73,66,57,60,66.7,0,44,33,56,83,67,50,44.1,1.3,2,4,34,33,2,5,69.1,13.8,50,49,76,70,55,57,58.2,12.2,30,29,58,50,41,44,45.4,2.1,3,7,13,17,16,17,82.5,2.4,66,71,84,81,72,78
"071903",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.5,66.2,55,37,80,62,58,48,.,.,.,.,.,.,.,.,93.9,60.4,55,35,80,61,57,43,94.9,33.8,53,40,74,62,61,56,94.1,66.2,54,37,79,62,57,47,.,.,.,.,.,.,.,.,72.7,5.8,0,11,44,56,0,11,91.8,32.4,56,33,84,62,55,36,93.9,37.4,17,20,57,52,26,31,87.5,10.1,0,0,36,0,5,9,-1,-1,-1,-1,-1,-1,-1,-1
"071904",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,94.4,92.7,36,33,60,61,47,43,.,.,.,.,.,.,.,.,94.3,83.3,36,31,60,60,47,42,94.1,47.4,41,35,57,57,57,46,94.4,92.3,35,33,60,61,46,44,.,.,.,.,.,.,.,.,79.2,6.8,10,0,49,33,13,6,94.8,45.3,29,31,63,65,36,40,93.9,38,17,15,45,37,29,28,94.1,6.8,0,0,8,11,6,0,-1,-1,-1,-1,-1,-1,-1,-1
"071905",87.5,0.3,65,63,88,81,71,69,100,0.1,-1,60,-1,80,-1,60,-1,-1,-1,-1,-1,-1,-1,-1,85,69.6,47,48,68,64,56,61,93.3,1,32,34,40,55,48,48,85.5,52,44,44,67,62,52,57,85.9,32.9,50,51,67,62,62,67,84.7,65.2,47,47,69,63,56,61,66.7,0.1,-1,60,-1,60,-1,80,62.6,2.5,2,3,38,40,6,5,84.1,36.7,45,45,70,65,51,55,76.6,28.5,20,24,43,40,33,43,75.6,5.6,3,7,10,15,11,20,86.9,2.8,57,58,73,70,64,68
"071906",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56.1,17.1,55,26,71,36,64,46,.,.,.,.,.,.,.,.,56.1,17.1,55,26,71,36,64,46,66.7,14.6,62,35,69,39,77,57,55,14.6,56,26,70,34,66,47,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,41.2,2.4,50,13,71,31,55,31,44.4,12.2,17,12,46,23,25,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"071907",.,.,-1,.,-1,.,-1,.,-1,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,97,86.1,38,43,60,57,44,58,-1,-1,-1,-1,-1,-1,-1,-1,98.6,65.8,33,37,58,55,41,51,98.5,42.3,40,40,57,51,49,62,97.1,82,36,42,60,57,44,56,.,.,.,.,.,.,.,.,100,4.3,0,0,9,31,0,0,95.4,43.8,35,46,64,65,39,53,99,22.5,11,13,31,26,18,31,90.5,4.6,10,0,10,0,10,0,93.8,3.3,50,63,68,69,55,75
"071908",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,93.9,78.6,56,51,95,65,58,62,.,.,.,.,.,.,.,.,96.5,70.4,56,49,95,62,58,60,91.7,35.7,62,47,93,59,65,60,93.9,78.6,56,51,95,65,58,62,.,.,.,.,.,.,.,.,100,11.2,-1,0,-1,22,-1,0,96,42.9,53,56,97,71,53,64,94.3,46.9,23,31,91,49,27,44,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.
"071909",83.3,0,-1,100,-1,100,-1,100,75,0.1,64,53,79,73,71,60,-1,-1,-1,.,-1,.,-1,.,71.8,31.9,51,50,73,68,60,64,69.1,0.3,54,44,61,53,62,65,70.9,21.5,48,47,71,65,55,61,76.3,17,53,52,72,65,65,69,72.2,30.3,51,50,73,68,60,64,50,0,.,0,.,17,.,33,30.5,0.8,0,2,31,34,3,2,67.3,14.9,49,48,74,70,55,58,58.7,14,32,30,58,49,45,47,27.3,1.3,2,5,11,9,6,15,66.9,1.2,51,51,73,66,59,61
"072801",26.7,0,70,50,70,75,70,63,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,25.5,0.3,34,34,51,46,46,51,12.5,0,19,12,39,16,38,33,24.3,0.2,29,29,44,40,41,46,27.5,0.2,39,34,50,43,51,53,23.2,0.1,29,31,45,43,43,47,-1,-1,-1,-1,-1,-1,-1,-1,20.4,0,21,23,36,30,31,40,22.9,0.1,28,34,53,51,40,49,22.5,0.3,27,27,43,40,40,46,1.5,0.1,5,0,14,6,5,6,30.5,0.2,44,38,63,52,53,58
"072802",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48.4,19.4,7,56,13,65,19,56,.,.,.,.,.,.,.,.,38.9,9.7,0,44,10,50,20,44,54.5,12.9,0,67,0,69,13,67,28.6,6.5,0,-1,0,-1,0,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33.3,6.5,14,-1,29,-1,25,-1,56.3,16.1,7,50,14,63,20,50,.,.,.,.,.,.,.,.,54.2,12.9,10,60,20,69,27,60
"072901",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
"072902",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,100,40,52,70,76,49,57,-1,-1,.,-1,.,-1,.,-1,100,52.9,37,50,58,71,49,53,100,58.6,50,63,76,80,59,70,100,51.4,41,54,66,72,48,60,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,.,-1,100,41.4,28,36,62,69,36,36,100,60,16,37,59,59,23,45,100,7.1,-1,-1,40,-1,-1,-1,100,47.1,39,52,75,79,50,55
"072903",100,2,-1,88,-1,88,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,89.8,49,67,68,81,82,75,75,-1,-1,-1,-1,-1,-1,-1,-1,79,17.6,49,49,70,70,59,59,87.6,20.8,66,67,76,78,77,78,84.1,13.9,49,51,63,73,65,64,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-1,.,91.9,28.2,68,69,87,87,74,73,80,8.6,30,41,52,66,52,43,65,5.3,20,-1,50,-1,20,20,91,32.2,74,72,89,85,79,78
