CAMPUS,CAMPNAME,DISTRICT,DISTNAME,COUNTY,CNTYNAME,REGION,REGNNAME,C_RATING,CD1G,CD2G,CD2AG,CD2BG,CD3G,CPETALLC,CPE0312C,GRDTYPE,GRDSPAN,CPETECOP,CFLDAEP,CFLJJ,CFLPAIRD,CFLALTED,CFLRTF,PAIRCAMP,CFLPAIRO,CFLPAIR,CD1A,CD1AS,CD1B,CD1BS,CD1C,CD1CS,CD2A,CD2AS,CD2BS,CD2B,CD3,CD3S,CD1S,CD2S,CDALLS,CPETECHC,CPETPTEC,CPEMALLC,CPEMALLT,CPEMALLP,CPETECOC,CPETSPEC,GRDLOW,GRDHIGH,CPETLEPC,CPETLEPP,CPETSPEP,CPETECHP,CPETPTEP,CPE0312P,CFLCHART,CFLEEK,CFLNEWCAMP,CFLAEC,PAIRNAME,CFLAEATYPE,LAS_SCORE,LAS_WEIGHT
"003904102","HUNTINGTON INT","003904","HUNTINGTON ISD","003","ANGELINA","07","REGION 07: KILGORE","B","C","B","B","F","C",237,237,"E","04 - 05",39.7,"N","N","N","N","N"," ","N","N",43,72,,,,,74,83,58,,57,78,72,83,82,0,0,28,262,10.7,94,68,"04","05",2,0.8,28.7,0,0,100,"N","N","N","N"," "," ",,
"003905001","DIBOLL H S","003905","DIBOLL ISD","003","ANGELINA","07","REGION 07: KILGORE","B","B","B","F","B","C",480,480,"S","09 - 12",63.3,"N","N","N","N","N"," ","N","N",47,75,88,90,100,100,58,58,84,,61,79,86,84,84,0,18,58,530,10.9,304,52,"09","12",82,17.1,10.8,0,3.8,100,"N","N","N","N"," "," ",,
"003905004","STUBBLEFIELD LRN CTR","003905","DIBOLL ISD","003","ANGELINA","07","REGION 07: KILGORE","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",8,8,"S","11 - 12",0,"N","N","N","Y","N"," ","N","N",,,12,60,75,60,,,,,,,,,,0,0,12,16,75,0,3,"11","12",2,25,37.5,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"003905041","DIBOLL J H","003905","DIBOLL ISD","003","ANGELINA","07","REGION 07: KILGORE","C","C","B","F","B","D",356,356,"M","06 - 08",68.3,"N","N","N","N","N"," ","N","N",42,74,,,,,53,58,80,,33,69,74,80,77,0,0,33,361,9.1,243,71,"06","08",38,10.7,19.9,0,0,100,"N","N","N","N"," "," ",,
"003905101","H G TEMPLE EL","003905","DIBOLL ISD","003","ANGELINA","07","REGION 07: KILGORE","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",422,0,"E","EE - 02",75.8,"N","N","N","N","N","003905103","N","Y",,,,,,,,,,,,,,,78,0,0,30,223,13.5,320,49,"EE","02",32,7.6,11.6,0,0,0,"N","N","N","N","H G TEMPLE INT"," ",,
"003905103","H G TEMPLE INT","003905","DIBOLL ISD","003","ANGELINA","07","REGION 07: KILGORE","C","C","C","C","C","C",309,309,"E","03 - 05",70.6,"N","N","N","N","N"," ","Y","N",44,72,,,,,69,78,75,,55,78,72,78,78,0,0,24,350,6.9,218,70,"03","05",37,12,22.7,0,0,100,"N","N","N","N"," "," ",,
"003906001","ZAVALLA H S","003906","ZAVALLA ISD","003","ANGELINA","07","REGION 07: KILGORE","C","B","C","F","C","D",141,141,"B","06 - 12",69.5,"N","N","N","N","N"," ","N","N",36,62,88,90,100,100,59,58,78,,43,65,81,78,76,0,0,16,160,10,98,26,"06","12",0,0,18.4,0,0,100,"N","N","N","N"," "," ",,
"003906101","ZAVALLA EL","003906","ZAVALLA ISD","003","ANGELINA","07","REGION 07: KILGORE","D","F","D","D","F","C",162,62,"E","EE - 05",75.3,"N","N","N","N","N"," ","N","N",28,54,,,,,61,68,54,,39,72,54,68,69,0,0,39,144,27.1,122,48,"EE","05",0,0,29.6,0,0,38.3,"N","N","N","N"," "," ",,
"003907001","CENTRAL H S","003907","CENTRAL ISD","003","ANGELINA","07","REGION 07: KILGORE","B","B","B","D","B","C",408,408,"S","09 - 12",54.2,"N","N","N","N","N"," ","N","N",48,76,96,97,98.9,90,64,64,87,,55,75,87,87,83,0,0,56,440,12.7,221,78,"09","12",14,3.4,19.1,0,0,100,"N","N","N","N"," "," ",,
"003907004","STUBBLEFIELD LRN CTR","003907","CENTRAL ISD","003","ANGELINA","07","REGION 07: KILGORE","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",5,5,"S","10 - 12",40,"N","N","N","Y","N"," ","N","N",,,71,93,100,100,,,,,,,,,,0,0,12,13,92.3,2,2,"10","12",0,0,40,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"003907041","CENTRAL J H","003907","CENTRAL ISD","003","ANGELINA","07","REGION 07: KILGORE","C","C","C","C","C","C",451,451,"M","05 - 08",64.1,"N","N","N","N","N"," ","N","N",41,73,,,,,63,73,75,,44,74,73,75,75,0,0,48,476,10.1,289,114,"05","08",25,5.5,25.3,0,0,100,"N","N","N","N"," "," ",,
"003907102","CENTRAL EL","003907","CENTRAL ISD","003","ANGELINA","07","REGION 07: KILGORE","D","F","D","D","F","C",629,246,"E","PK - 04",66.3,"N","N","N","N","N"," ","N","N",34,59,,,,,61,68,57,,40,72,59,68,69,0,0,62,534,11.6,417,135,"PK","04",36,5.7,21.5,0,0,39.1,"N","N","N","N"," "," ",,
"004901001","ROCKPORT-FULTON H S","004901","ROCKPORT-FULTON ISD","004","ARANSAS","02","REGION 02: CORPUS CHRISTI","C","C","C","C","C","C",918,918,"S","09 - 12",54.1,"N","N","N","N","N"," ","N","N",47,75,77,79,97.2,85,68,70,79,,48,70,79,79,76,0,0,133,972,13.7,497,128,"09","12",37,4,13.9,0,0,100,"N","N","N","N"," "," ",,
"004901041","ROCKPORT-FULTON MIDDLE","004901","ROCKPORT-FULTON ISD","004","ARANSAS","02","REGION 02: CORPUS CHRISTI","D","C","C","D","C","D",665,665,"M","06 - 08",62.3,"N","N","N","N","N"," ","N","N",39,71,,,,,60,69,70,,23,64,71,70,69,0,0,104,764,13.6,414,110,"06","08",48,7.2,16.5,0,0,100,"N","N","N","N"," "," ",,
"004901101","FULTON EL","004901","ROCKPORT-FULTON ISD","004","ARANSAS","02","REGION 02: CORPUS CHRISTI","D","F","D","D","F","C",619,619,"E","03 - 05",65.9,"N","N","N","N","N"," ","Y","N",34,59,,,,,59,65,57,,34,70,59,65,67,0,0,115,681,16.9,408,132,"03","05",39,6.3,21.3,0,0,100,"N","N","N","N"," "," ",,
"004901103","LIVE OAK LEARNING CENTER","004901","ROCKPORT-FULTON ISD","004","ARANSAS","02","REGION 02: CORPUS CHRISTI","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",711,0,"E","EE - 02",73.4,"N","N","N","N","N","004901101","N","Y",,,,,,,,,,,,,,,67,0,0,80,446,17.9,522,98,"EE","02",63,8.9,13.8,0,0,0,"N","N","N","N","FULTON EL"," ",,
"005901001","ARCHER CITY H S","005901","ARCHER CITY ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","A","A","A","B","A","A",206,206,"S","07 - 12",40.8,"N","N","N","N","N"," ","N","N",60,90,96,97,100,100,78,84,92,,91,97,95,92,96,0,0,21,223,9.4,84,32,"07","12",1,0.5,15.5,0,0,100,"N","N","N","N"," "," ",,
"005901101","ARCHER CITY EL","005901","ARCHER CITY ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","A","A","A","A","A","A",277,150,"E","PK - 06",44,"N","N","N","N","N"," ","N","N",71,93,,,,,89,95,91,,81,93,93,95,94,0,0,13,238,5.5,122,49,"PK","06",5,1.8,17.7,0,0,54.2,"N","N","N","N"," "," ",,
"005902001","HOLLIDAY H S","005902","HOLLIDAY ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","A","A","A","A","B","A",365,365,"S","09 - 12",16.7,"N","N","N","N","N"," ","N","N",65,91,96,97,100,100,85,90,85,,89,96,95,90,95,0,365,8,368,2.2,61,44,"09","12",3,0.8,12.1,0,100,100,"N","N","N","N"," "," ",,
"005902041","HOLLIDAY MIDDLE","005902","HOLLIDAY ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","B","B","B","B","D","A",261,261,"M","06 - 08",20.3,"N","N","N","N","N"," ","N","N",57,87,,,,,75,86,63,,71,90,87,86,88,0,0,18,263,6.8,53,50,"06","08",6,2.3,19.2,0,0,100,"N","N","N","N"," "," ",,
"005902101","HOLLIDAY EL","005902","HOLLIDAY ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","B","A","A","A","C","B",490,263,"E","PK - 05",23.5,"N","N","N","N","N"," ","N","N",60,90,,,,,80,90,74,,72,88,90,90,89,0,0,28,434,6.5,115,78,"PK","05",7,1.4,15.9,0,0,53.7,"N","N","N","N"," "," ",,
"005904001","WINDTHORST H S","005904","WINDTHORST ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","A","A","A","B","A","A",142,142,"S","09 - 12",43,"N","N","N","N","N"," ","N","N",66,92,88,90,100,100,77,83,90,,86,95,93,90,94,0,27,3,142,2.1,61,8,"09","12",6,4.2,5.6,0,19,100,"N","N","N","N"," "," ",,
"005904041","WINDTHORST JH","005904","WINDTHORST ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","A","A","A","B","A","A",107,107,"M","06 - 08",40.2,"N","N","N","N","N"," ","N","N",66,92,,,,,75,86,91,,73,91,92,91,92,0,0,2,125,1.6,43,13,"06","08",11,10.3,12.1,0,0,100,"N","N","N","N"," "," ",,
"005904101","WINDTHORST EL","005904","WINDTHORST ISD","005","ARCHER","09","REGION 09: WICHITA FALLS","A","A","A","A","A","B",256,121,"E","PK - 05",49.2,"N","N","N","N","N"," ","N","N",72,93,,,,,83,92,92,,70,87,93,92,91,0,0,7,200,3.5,126,32,"PK","05",21,8.2,12.5,0,0,47.3,"N","N","N","N"," "," ",,
"006902001","CLAUDE SCHOOLS","006902","CLAUDE ISD","006","ARMSTRONG","16","REGION 16: AMARILLO","A","A","B","B","B","A",297,229,"B","EE - 12",27.3,"N","N","N","N","N"," ","N","N",62,91,95,96,100,100,75,81,88,,82,93,95,88,94,0,0,24,287,8.4,81,37,"EE","12",2,0.7,12.5,0,0,77.1,"N","N","N","N"," "," ",,
"007901001","CHARLOTTE H S","007901","CHARLOTTE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","C","D","F","D","F",137,137,"S","09 - 12",62,"N","N","N","N","N"," ","N","N",42,71,45,56,100,100,60,59,66,,34,57,71,66,67,0,0,20,148,13.5,85,23,"09","12",15,10.9,16.8,0,0,100,"N","N","N","N"," "," ",,
"007901041","CHARLOTTE MIDDLE","007901","CHARLOTTE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","D","D","D","D","C",84,84,"M","06 - 08",63.1,"N","N","N","N","N"," ","N","N",37,69,,,,,59,67,66,,39,72,69,67,69,0,0,15,101,14.9,53,21,"06","08",3,3.6,25,0,0,100,"N","N","N","N"," "," ",,
"007901101","CHARLOTTE EL","007901","CHARLOTTE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","B","D","B","B","D","C",201,97,"E","PK - 05",69.2,"N","N","N","N","N"," ","N","N",40,69,,,,,76,86,69,,58,79,69,86,84,0,0,24,178,13.5,139,38,"PK","05",23,11.4,18.9,0,0,48.3,"N","N","N","N"," "," ",,
"007902001","JOURDANTON H S","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","C","C","F","C","C",471,471,"S","09 - 12",41.4,"N","N","N","N","N"," ","N","N",48,76,71,75,99.2,95,57,57,75,,52,73,79,75,77,0,0,61,487,12.5,195,83,"09","12",12,2.5,17.6,0,0,100,"N","N","N","N"," "," ",,
"007902004","THE LARRY BROWN SCHOOL","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,2,"S","10 - 12",50,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,3,3,100,1,1,"10","12",0,0,50,0,0,100,"N","N","N","N"," "," ",,
"007902005","ATASCOSA COUNTY JUVENILE JUSTICE CENTER","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",17,17,"S","07 - 11",5.9,"N","N","N","Y","Y"," ","N","N",,,,,,,,,,,,,,,,0,0,112,112,100,1,4,"07","11",0,0,23.5,0,0,100,"N","N","N","N"," ","RESIDENTIAL FACILITY",,
"007902006","JOURDANTON DAEP","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",8,8,"S","10 - 12",75,"Y","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,50,50,100,6,6,"10","12",0,0,75,0,0,100,"N","N","N","N"," "," ",,
"007902041","JOURDANTON J H","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","A","B","B","B","B","A",362,362,"M","06 - 08",44.8,"N","N","N","N","N"," ","N","N",52,83,,,,,79,89,80,,78,92,83,89,90,0,0,66,423,15.6,162,86,"06","08",13,3.6,23.8,0,0,100,"N","N","N","N"," "," ",,
"007902101","JOURDANTON EL","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","D","C","C","D","C",434,330,"E","02 - 05",56.2,"N","N","N","N","N"," ","Y","N",40,69,,,,,67,75,60,,47,75,69,75,75,0,0,75,489,15.3,244,100,"02","05",22,5.1,23,0,0,76,"N","N","N","N"," "," ",,
"007902102","JOURDANTON ECC","007902","JOURDANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",254,0,"E","EE - 01",64.6,"N","N","N","N","N","007902101","N","Y",,,,,,,,,,,,,,,75,0,0,17,121,14,164,36,"EE","01",12,4.7,14.2,0,0,0,"N","N","N","N","JOURDANTON EL"," ",,
"007904001","LYTLE H S","007904","LYTLE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","D","C","C","C","C",522,522,"S","09 - 12",64.9,"N","N","N","N","N"," ","N","N",40,69,62,68,93.8,65,68,70,71,,55,75,68,71,72,0,148,99,548,18.1,339,61,"09","12",85,16.3,11.7,0,28.4,100,"N","N","N","N"," "," ",,
"007904002","LYTLE DAEP","007904","LYTLE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",6,6,"S","08 - 12",83.3,"Y","N","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,55,55,100,5,1,"08","12",0,0,16.7,0,0,100,"N","N","N","N"," "," ",,
"007904041","LYTLE J H","007904","LYTLE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","D","D","D","D","C",420,420,"M","06 - 08",70.5,"N","N","N","N","N"," ","N","N",33,62,,,,,60,69,63,,49,76,62,69,69,0,0,59,441,13.4,296,61,"06","08",69,16.4,14.5,0,0,100,"N","N","N","N"," "," ",,
"007904101","LYTLE EL","007904","LYTLE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","F","C","C","F","C",532,404,"E","02 - 05",75,"N","N","N","N","N"," ","Y","N",32,57,,,,,64,71,57,,49,76,57,71,73,0,0,73,577,12.7,399,92,"02","05",87,16.4,17.3,0,0,75.9,"N","N","N","N"," "," ",,
"007904103","LYTLE PRIMARY SCHOOL","007904","LYTLE ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",340,0,"E","EE - 01",81.5,"N","N","N","N","N","007904101","N","Y",,,,,,,,,,,,,,,73,0,0,26,143,18.2,277,55,"EE","01",62,18.2,16.2,0,0,0,"N","N","N","N","LYTLE EL"," ",,
"007905001","PLEASANTON H S","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","B","B","B","C","B","C",978,978,"S","09 - 12",55,"N","N","N","N","N"," ","N","N",46,74,85,87,97.3,85,68,70,81,,59,78,81,81,80,0,0,139,1050,13.2,538,151,"09","12",59,6,15.4,0,0,100,"N","N","N","N"," "," ",,
"007905004","ATASCOSA CO ALTER","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",3,3,"S","09 - 10",33.3,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,9,10,90,1,2,"09","10",0,0,66.7,0,0,100,"N","N","N","N"," "," ",,
"007905005","PLEASANTON ISD SCHOOL OF CHOICE","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",11,11,"S","10 - 12",81.8,"N","N","N","Y","N"," ","N","N",,,38,82,96.3,80,,,,,,,,,,0,0,24,24,100,9,5,"10","12",0,0,45.5,0,0,100,"N","N","N","Y"," ","DROPOUT RECOVERY SCHOOL",,
"007905041","PLEASANTON J H","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","D","D","D","D","D",754,754,"M","06 - 08",64.1,"N","N","N","N","N"," ","N","N",36,67,,,,,55,60,66,,18,61,67,66,65,0,0,103,796,12.9,483,137,"06","08",44,5.8,18.2,0,0,100,"N","N","N","N"," "," ",,
"007905103","PLEASANTON EL","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","C","C","C","D","B",733,733,"E","03 - 05",67,"N","N","N","N","N"," ","Y","N",41,70,,,,,68,76,69,,67,85,70,76,79,0,0,137,1032,13.3,491,168,"03","05",52,7.1,22.9,0,0,100,"N","N","N","N"," "," ",,
"007905105","PLEASANTON PRI","007905","PLEASANTON ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",913,0,"E","EE - 02",72.5,"N","N","N","N","N","007905103","N","Y",,,,,,,,,,,,,,,79,0,0,33,267,12.4,662,138,"EE","02",77,8.4,15.1,0,0,0,"N","N","N","N","PLEASANTON EL"," ",,
"007906001","POTEET H S","007906","POTEET ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","D","C","C","C","C",481,481,"S","09 - 12",68.4,"N","N","N","N","N"," ","N","N",41,70,62,68,92.4,65,70,74,73,,59,78,68,74,75,105,19,80,535,15,329,79,"09","12",41,8.5,16.4,21.8,4,100,"N","N","N","N"," "," ",,
"007906003","ATASCOSA CO JUVENILE UNIT","007906","POTEET ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",2,2,"S","09 - 09",100,"N","Y","N","N","N"," ","N","N",,,,,,,,,,,,,,,,0,0,0,1,0,2,0,"09","09",1,50,0,0,0,100,"N","N","N","N"," "," ",,
"007906041","POTEET J H","007906","POTEET ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","C","F","C","C","F","C",393,393,"M","06 - 08",72.5,"N","N","N","N","N"," ","N","N",31,59,,,,,64,75,59,,44,74,59,75,75,0,0,66,443,14.9,285,84,"06","08",43,10.9,21.4,0,0,100,"N","N","N","N"," "," ",,
"007906101","POTEET EL","007906","POTEET ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",578,0,"E","EE - 02",84.4,"N","N","N","N","N","007906102","N","Y",,,,,,,,,,,,,,,65,0,0,36,301,12,488,76,"EE","02",82,14.2,13.1,0,0,0,"N","N","N","N","POTEET INT"," ",,
"007906102","POTEET INT","007906","POTEET ISD","007","ATASCOSA","20","REGION 20: SAN ANTONIO","D","F","D","D","F","D",382,382,"E","03 - 05",76.2,"N","N","N","N","N"," ","Y","N",32,57,,,,,59,65,57,,23,65,57,65,65,0,0,59,422,14,291,119,"03","05",52,13.6,31.2,0,0,100,"N","N","N","N"," "," ",,
"008901001","BELLVILLE H S","008901","BELLVILLE ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","C","C","D","C","C",785,785,"S","09 - 12",37.7,"N","N","N","N","N"," ","N","N",53,80,64,70,99.4,95,64,64,74,,58,77,79,74,81,0,58,47,766,6.1,296,94,"09","12",64,8.2,12,0,7.4,100,"N","N","N","N"," "," ",83,0.5
"008901041","BELLVILLE J H","008901","BELLVILLE ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","C","C","C","D","C",555,555,"M","06 - 08",41.6,"N","N","N","N","N"," ","N","N",47,78,,,,,65,76,69,,42,73,78,76,81,0,0,36,584,6.2,231,82,"06","08",59,10.6,14.8,0,0,100,"N","N","N","N"," "," ",85,0.5
"008901101","O'BRYANT PRI","008901","BELLVILLE ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","C","C","D","Not Rated","D","C",557,155,"E","EE - 03",49.9,"N","N","N","N","N"," ","N","N",43,72,,,,,,,62,,39,72,72,62,78,0,0,28,408,6.9,278,96,"EE","03",92,16.5,17.2,0,0,27.8,"N","N","N","N"," "," ",84,0.5
"008901102","O'BRYANT INT","008901","BELLVILLE ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","C","C","C","C","F","C",266,266,"E","04 - 05",45.9,"N","N","N","N","N"," ","N","N",43,72,,,,,66,74,59,,33,70,72,74,78,0,0,24,267,9,122,52,"04","05",37,13.9,19.5,0,0,100,"N","N","N","N"," "," ",83,0.5
"008901105","WEST END EL","008901","BELLVILLE ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","B","B","B","C","C",143,83,"E","KG - 05",36.4,"N","N","N","N","N"," ","N","N",53,80,,,,,76,86,72,,55,78,80,86,88,0,0,11,151,7.3,52,16,"KG","05",10,7,11.2,0,0,58,"N","N","N","N"," "," ",91,0.5
"008902001","SEALY H S","008902","SEALY ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",1000,1000,"S","09 - 12",62.2,"N","N","N","N","N"," ","N","N",47,75,79,81,98.1,90,68,70,81,,64,82,80,81,81,0,0,125,997,12.5,622,144,"09","12",169,16.9,14.4,0,0,100,"N","N","N","N"," "," ",,
"008902041","SEALY J H","008902","SEALY ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","D","C","C","D","C","D",663,663,"M","06 - 08",66.4,"N","N","N","N","N"," ","N","N",38,70,,,,,57,64,70,,22,63,70,70,68,0,0,56,722,7.8,440,122,"06","08",148,22.3,18.4,0,0,100,"N","N","N","N"," "," ",,
"008902102","SELMAN EL","008902","SEALY ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","D","D","C","C","D","F",740,330,"E","EE - 05",74.3,"N","N","N","N","N"," ","N","N",36,62,,,,,67,75,62,,11,59,62,75,69,0,0,79,536,14.7,550,196,"EE","05",185,25,26.5,0,0,44.6,"N","N","N","N"," "," ",,
"008902104","SEALY EL","008902","SEALY ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","B","B","B","B","B",688,345,"E","PK - 05",67,"N","N","N","N","N"," ","N","N",54,82,,,,,79,89,86,,63,82,82,89,87,0,0,56,586,9.6,461,129,"PK","05",194,28.2,18.8,0,0,50.1,"N","N","N","N"," "," ",,
"008903001","BRAZOS H S","008903","BRAZOS ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","B","B","C","B","B",317,317,"S","09 - 12",48.3,"N","N","N","N","N"," ","N","N",55,83,78,80,98.4,90,69,72,83,,73,89,83,83,85,0,0,33,326,10.1,153,52,"09","12",43,13.6,16.4,0,0,100,"N","N","N","N"," "," ",,
"008903041","BRAZOS MIDDLE","008903","BRAZOS ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","A","A","A","B","A","B",203,203,"M","06 - 08",54.2,"N","N","N","N","N"," ","N","N",60,90,,,,,73,84,91,,68,88,90,91,90,0,0,21,220,9.5,110,40,"06","08",39,19.2,19.7,0,0,100,"N","N","N","N"," "," ",,
"008903102","BRAZOS EL","008903","BRAZOS ISD","008","AUSTIN","06","REGION 06: HUNTSVILLE","B","C","C","C","C","B",346,169,"E","EE - 05",64.2,"N","N","N","N","N"," ","N","N",44,72,,,,,70,79,74,,63,82,72,79,80,0,0,23,277,8.3,222,62,"EE","05",81,23.4,17.9,0,0,48.8,"N","N","N","N"," "," ",,
"009901001","MULESHOE H S","009901","MULESHOE ISD","009","BAILEY","17","REGION 17: LUBBOCK","B","B","B","C","B","B",341,341,"S","09 - 12",83.6,"N","N","N","N","N"," ","N","N",51,78,86,88,98.9,90,73,79,89,,63,81,84,89,87,0,0,39,370,10.5,285,53,"09","12",89,26.1,15.5,0,0,100,"N","N","N","N"," "," ",,
"009901041","WATSON J H","009901","MULESHOE ISD","009","BAILEY","17","REGION 17: LUBBOCK","C","C","B","C","B","C",284,284,"M","06 - 08",86.6,"N","N","N","N","N"," ","N","N",38,70,,,,,61,70,80,,50,76,70,80,79,0,0,29,302,9.6,246,41,"06","08",93,32.7,14.4,0,0,100,"N","N","N","N"," "," ",,
"009901101","MARY DESHAZO EL","009901","MULESHOE ISD","009","BAILEY","17","REGION 17: LUBBOCK","C","D","C","D","C","C",304,304,"E","03 - 05",88.5,"N","N","N","N","N"," ","Y","N",40,69,,,,,60,66,75,,45,74,69,75,75,0,0,26,307,8.5,269,50,"03","05",109,35.9,16.4,0,0,100,"N","N","N","N"," "," ",,
"009901103","DILLMAN EL","009901","MULESHOE ISD","009","BAILEY","17","REGION 17: LUBBOCK","C","Not Rated","Not Rated","Not Rated","Not Rated","Not Rated",399,0,"E","EE - 02",87.2,"N","N","N","N","N","009901101","N","Y",,,,,,,,,,,,,,,75,0,0,13,220,5.9,348,59,"EE","02",169,42.4,14.8,0,0,0,"N","N","N","N","MARY DESHAZO EL"," ",,
"010901001","MEDINA SCHOOL","010901","MEDINA ISD","010","BANDERA","20","REGION 20: SAN ANTONIO","B","B","B","C","B","B",243,176,"B","EE - 12",58,"N","N","N","N","N"," ","N","N",51,78,83,85,100,100,71,75,84,,67,84,85,84,85,0,0,50,232,21.6,141,44,"EE","12",1,0.4,18.1,0,0,72.4,"N","N","N","N"," "," ",,
"010902001","BANDERA H S","010902","BANDERA ISD","010","BANDERA","20","REGION 20: SAN ANTONIO","C","C","C","D","C","C",663,663,"S","09 - 12",41.5,"N","N","N","N","N"," ","N","N",47,75,61,68,93.9,65,65,65,70,,50,71,70,70,70,0,0,94,753,12.5,275,98,"09","12",35,5.3,14.8,0,0,100,"N","N","N","N"," "," ",,
"010902041","BANDERA MIDDLE","010902","BANDERA ISD","010","BANDERA","20","REGION 20: SAN ANTONIO","C","C","C","C","C","C",534,534,"M","06 - 08",47.9,"N","N","N","N","N"," ","N","N",46,77,,,,,66,78,72,,56,79,77,78,78,0,0,72,563,12.8,256,105,"06","08",33,6.2,19.7,0,0,100,"N","N","N","N"," "," ",,
"010902101","ALKEK EL","010902","BANDERA ISD","010","BANDERA","20","REGION 20: SAN ANTONIO","C","C","B","B","D","C",571,284,"E","EE - 05",59.4,"N","N","N","N","N"," ","N","N",43,72,,,,,72,81,69,,42,73,72,81,79,0,0,66,517,12.8,339,118,"EE","05",60,10.5,20.7,0,0,49.7,"N","N","N","N"," "," ",,
"010902102","HILL COUNTRY EL","010902","BANDERA ISD","010","BANDERA","20","REGION 20: SAN ANTONIO","D","D","D","D","D","C",442,207,"E","EE - 05",57.7,"N","N","N","N","N"," ","N","N",40,69,,,,,61,68,60,,44,74,69,68,69,0,0,49,400,12.3,255,121,"EE","05",26,5.9,27.4,0,0,46.8,"N","N","N","N"," "," ",,
